,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1434750.5178871849
Total Return [%],43.475051788718496
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000198
Total Fees Paid,0.0
Max Drawdown [%],14.801930081625386
Max Drawdown Duration,93 days 00:00:00
Total Trades,45059
Total Closed Trades,44799
Total Open Trades,260
Open Trade PnL,-28355.945232254693
Win Rate [%],62.851849371637755
Best Trade [%],225.73032027650189
Worst Trade [%],-32.83570935649829
Avg Winning Trade [%],6.510792261979375
Avg Losing Trade [%],-4.3430288685088705
Avg Winning Trade Duration,23 days 03:16:10.799445963
Avg Losing Trade Duration,26 days 12:28:54.478171484
Profit Factor,1.5680675889819777
Expectancy,10.222992532669544
Sharpe Ratio,1.694731120635409
Calmar Ratio,2.9957777520697633
Omega Ratio,1.2838723760437056
Sortino Ratio,2.2547672148946467
