factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha191.alpha016,0.013897878458773336,1.7908586018067303,0.05185471419678152,5.028961670237672,0.0009512582837061144,0.5616438356164384
