,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1226450.500485855
Total Return [%],22.645050048585496
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000012
Total Fees Paid,0.0
Max Drawdown [%],14.569205411532065
Max Drawdown Duration,58 days 00:00:00
Total Trades,34964
Total Closed Trades,34704
Total Open Trades,260
Open Trade PnL,-15386.470346133821
Win Rate [%],58.94997694790226
Best Trade [%],99.04645594407063
Worst Trade [%],-34.643998504118535
Avg Winning Trade [%],5.1317503766736525
Avg Losing Trade [%],-4.5239721279083644
Avg Winning Trade Duration,13 days 02:37:48.608857170
Avg Losing Trade Duration,15 days 12:13:03.459177192
Profit Factor,1.4506416934893551
Expectancy,6.886720554534419
Sharpe Ratio,1.074746547365726
Calmar Ratio,1.5830769947165617
Omega Ratio,1.1911026602437258
Sortino Ratio,1.4304337845439183
