,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1042627.8735035848
Total Return [%],4.262787350358477
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000139
Total Fees Paid,0.0
Max Drawdown [%],23.18369090054853
Max Drawdown Duration,187 days 00:00:00
Total Trades,50837
Total Closed Trades,50577
Total Open Trades,260
Open Trade PnL,3102.5446467419965
Win Rate [%],66.87822528026574
Best Trade [%],199.4329550054756
Worst Trade [%],-30.08179889866588
Avg Winning Trade [%],7.604873686904893
Avg Losing Trade [%],-3.731493154242234
Avg Winning Trade Duration,5 days 03:54:41.986696230
Avg Losing Trade Duration,4 days 19:35:52.803034864
Profit Factor,1.0252827970932787
Expectancy,0.5116060764650285
Sharpe Ratio,0.2945797698780889
Calmar Ratio,0.1870088104686649
Omega Ratio,1.0432287396540323
Sortino Ratio,0.3801583675545043
