date,code
20241107,600106.SH
20241107,600528.SH
20241107,605018.SH
20241107,603633.SH
20241107,600496.SH
20241107,600067.SH
20241107,601811.SH
20241107,605167.SH
20241107,600575.SH
20241107,600210.SH
20241107,600654.SH
20241107,002752.SZ
20241107,002356.SZ
20241107,000159.SZ
20241107,002284.SZ
20241107,000557.SZ
20241107,002510.SZ
20241107,000966.SZ
20241107,002374.SZ
20241107,000655.SZ
20241107,000716.SZ
20241107,000429.SZ
20241107,000058.SZ
20241107,002722.SZ
20241107,000597.SZ
20241107,000902.SZ
20241108,600791.SH
20241108,600207.SH
20241108,603660.SH
20241108,600713.SH
20241108,600648.SH
20241108,600528.SH
20241108,605555.SH
20241108,601388.SH
20241108,600575.SH
20241108,600186.SH
20241108,605158.SH
20241108,600654.SH
20241108,600463.SH
20241108,603687.SH
20241108,002201.SZ
20241108,002356.SZ
20241108,000159.SZ
20241108,000892.SZ
20241108,000557.SZ
20241108,000966.SZ
20241108,002483.SZ
20241108,000751.SZ
20241108,002075.SZ
20241108,000970.SZ
20241108,000058.SZ
20241108,002547.SZ
20241111,601827.SH
20241111,600791.SH
20241111,603209.SH
20241111,603187.SH
20241111,605555.SH
20241111,600076.SH
20241111,600742.SH
20241111,600575.SH
20241111,600861.SH
20241111,601311.SH
20241111,600654.SH
20241111,600463.SH
20241111,002441.SZ
20241111,002356.SZ
20241111,000528.SZ
20241111,002141.SZ
20241111,002011.SZ
20241111,000966.SZ
20241111,002578.SZ
20241111,002688.SZ
20241111,002347.SZ
20241111,002298.SZ
20241111,002075.SZ
20241111,001376.SZ
20241111,000970.SZ
20241111,002606.SZ
20241112,603999.SH
20241112,601827.SH
20241112,603035.SH
20241112,601339.SH
20241112,600746.SH
20241112,603187.SH
20241112,605555.SH
20241112,600167.SH
20241112,603310.SH
20241112,603071.SH
20241112,600006.SH
20241112,600538.SH
20241112,600463.SH
20241112,000989.SZ
20241112,002011.SZ
20241112,002692.SZ
20241112,002483.SZ
20241112,002054.SZ
20241112,002578.SZ
20241112,000928.SZ
20241112,002347.SZ
20241112,002103.SZ
20241112,002075.SZ
20241112,000970.SZ
20241112,002187.SZ
20241112,002745.SZ
20241113,600218.SH
20241113,603060.SH
20241113,600268.SH
20241113,603153.SH
20241113,603628.SH
20241113,600538.SH
20241113,600468.SH
20241113,603677.SH
20241113,600078.SH
20241113,002563.SZ
20241113,002092.SZ
20241113,000989.SZ
20241113,002167.SZ
20241113,002309.SZ
20241113,002483.SZ
20241113,002860.SZ
20241113,001330.SZ
20241113,002658.SZ
20241113,000928.SZ
20241113,002035.SZ
20241113,002951.SZ
20241113,000917.SZ
20241113,000429.SZ
20241113,002339.SZ
20241113,002014.SZ
20241113,002327.SZ
20241114,600979.SH
20241114,600959.SH
20241114,600063.SH
20241114,600960.SH
20241114,603600.SH
20241114,603187.SH
20241114,600851.SH
20241114,600167.SH
20241114,600320.SH
20241114,600416.SH
20241114,600268.SH
20241114,601568.SH
20241114,600033.SH
20241114,600468.SH
20241114,603990.SH
20241114,002438.SZ
20241114,002563.SZ
20241114,000989.SZ
20241114,002206.SZ
20241114,000966.SZ
20241114,002098.SZ
20241114,001330.SZ
20241114,002293.SZ
20241114,002951.SZ
20241114,002724.SZ
20241114,002014.SZ
20241115,603801.SH
20241115,603012.SH
20241115,600960.SH
20241115,600996.SH
20241115,605006.SH
20241115,600386.SH
20241115,603815.SH
20241115,601101.SH
20241115,603609.SH
20241115,603071.SH
20241115,600268.SH
20241115,600059.SH
20241115,600731.SH
20241115,603218.SH
20241115,601636.SH
20241115,600078.SH
20241115,002132.SZ
20241115,002081.SZ
20241115,002344.SZ
20241115,002628.SZ
20241115,002973.SZ
20241115,002054.SZ
20241115,002293.SZ
20241115,002546.SZ
20241115,002765.SZ
20241115,002108.SZ
20241118,600288.SH
20241118,600843.SH
20241118,600880.SH
20241118,603660.SH
20241118,603018.SH
20241118,603165.SH
20241118,600310.SH
20241118,603012.SH
20241118,600996.SH
20241118,600386.SH
20241118,600191.SH
20241118,603366.SH
20241118,601686.SH
20241118,603289.SH
20241118,605188.SH
20241118,603687.SH
20241118,000829.SZ
20241118,002611.SZ
20241118,002344.SZ
20241118,002135.SZ
20241118,000048.SZ
20241118,002054.SZ
20241118,002148.SZ
20241118,002137.SZ
20241118,000917.SZ
20241118,002366.SZ
20241119,600843.SH
20241119,603018.SH
20241119,600720.SH
20241119,600397.SH
20241119,603043.SH
