,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1567026.7386938483
Total Return [%],56.70267386938481
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000019
Total Fees Paid,0.0
Max Drawdown [%],14.091039954601827
Max Drawdown Duration,62 days 00:00:00
Total Trades,44456
Total Closed Trades,44196
Total Open Trades,260
Open Trade PnL,-14115.475277101863
Win Rate [%],62.21377500226265
Best Trade [%],205.97945948377938
Worst Trade [%],-31.526056860274764
Avg Winning Trade [%],3.816006673227075
Avg Losing Trade [%],-3.0657211304040706
Avg Winning Trade Duration,7 days 02:48:03.561245272
Avg Losing Trade Duration,10 days 06:27:40.125159487
Profit Factor,1.639678328035045
Expectancy,12.848214313210935
Sharpe Ratio,2.1994415237461573
Calmar Ratio,4.107822923532465
Omega Ratio,1.3909425253433358
Sortino Ratio,2.9306818205699914
