,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1395532.219831976
Total Return [%],39.553221983197616
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000287
Total Fees Paid,0.0
Max Drawdown [%],14.177824049917511
Max Drawdown Duration,60 days 00:00:00
Total Trades,44224
Total Closed Trades,43964
Total Open Trades,260
Open Trade PnL,-20325.04075732982
Win Rate [%],61.62314621053589
Best Trade [%],115.54496724240622
Worst Trade [%],-32.70438762426707
Avg Winning Trade [%],4.060941252972835
Avg Losing Trade [%],-3.2361838483353553
Avg Winning Trade Duration,6 days 10:01:15.476155322
Avg Losing Trade Duration,8 days 02:08:39.301625526
Profit Factor,1.4459696142822294
Expectancy,9.124481005661803
Sharpe Ratio,1.6817007999947884
Calmar Ratio,2.8447744847807543
Omega Ratio,1.2922495699594678
Sortino Ratio,2.22157402476648
