,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,792765.5598339449
Total Return [%],-20.723444016605512
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000242
Total Fees Paid,0.0
Max Drawdown [%],26.57993800417134
Max Drawdown Duration,329 days 00:00:00
Total Trades,43323
Total Closed Trades,43063
Total Open Trades,260
Open Trade PnL,10897.90843982461
Win Rate [%],66.46308896268258
Best Trade [%],182.0104966332762
Worst Trade [%],-33.430726748655644
Avg Winning Trade [%],10.755504444912038
Avg Losing Trade [%],-4.87505284550694
Avg Winning Trade Duration,11 days 07:06:14.955452290
Avg Losing Trade Duration,8 days 22:27:20.976971388
Profit Factor,0.7795899711500934
Expectancy,-5.245044535880204
Sharpe Ratio,-0.7628661844360733
Calmar Ratio,-0.7912185232442344
Omega Ratio,0.8938648951644687
Sortino Ratio,-0.9447994428721577
