factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha191.alpha038,0.01205326494011233,0.963316589352254,0.02593054518212768,2.2249223919395265,0.0002541719607408723,0.42105263157894735
