,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1246967.276954656
Total Return [%],24.696727695465608
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000269
Total Fees Paid,0.0
Max Drawdown [%],17.672880308594895
Max Drawdown Duration,161 days 00:00:00
Total Trades,48075
Total Closed Trades,47815
Total Open Trades,260
Open Trade PnL,-17177.405881766925
Win Rate [%],61.29875562062115
Best Trade [%],128.75775736555363
Worst Trade [%],-33.121906287730795
Avg Winning Trade [%],4.7947243851990535
Avg Losing Trade [%],-3.6266604522549017
Avg Winning Trade Duration,5 days 04:33:30.399181166
Avg Losing Trade Duration,6 days 14:34:46.910765183
Profit Factor,1.1924561133887606
Expectancy,5.113660909771298
Sharpe Ratio,1.0113972447590578
Calmar Ratio,1.4235122142638914
Omega Ratio,1.1553163899355092
Sortino Ratio,1.3267844477313613
