group,平均未来收益,正收益占比,累计净值终值
G1,0.0010506671405427948,0.5753424657534246,1.0223329725484294
G2,0.00409015459391632,0.6438356164383562,1.2963307676838107
G3,0.0053318680761655635,0.684931506849315,1.4285942239506704
G4,0.006517171818064665,0.6438356164383562,1.5624036582648033
G5,0.0065211007848436885,0.6164383561643836,1.5628625433911396
