factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.amount_mean_10_ratio,-0.03941264808657411,-2.2432904348946887,-0.08541439307709162,-3.975024059881985,-0.01177698712564839,0.3698630136986301
