,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1002394.6006015539
Total Return [%],0.23946006015539084
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000264
Total Fees Paid,0.0
Max Drawdown [%],22.11713116706555
Max Drawdown Duration,219 days 00:00:00
Total Trades,45297
Total Closed Trades,45037
Total Open Trades,260
Open Trade PnL,22150.198539533892
Win Rate [%],68.06625663343473
Best Trade [%],288.23131874662835
Worst Trade [%],-30.417196462914912
Avg Winning Trade [%],8.906369371578284
Avg Losing Trade [%],-3.873652045395638
Avg Winning Trade Duration,7 days 10:54:46.563366498
Avg Losing Trade Duration,6 days 04:47:28.462726379
Profit Factor,0.98298426573535
Expectancy,-0.684755102639798
Sharpe Ratio,0.13429174715375725
Calmar Ratio,0.011008075338331206
Omega Ratio,1.0199415787388264
Sortino Ratio,0.1705624171797855
