,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1642192.9523215182
Total Return [%],64.21929523215184
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000175
Total Fees Paid,0.0
Max Drawdown [%],16.157589798333195
Max Drawdown Duration,95 days 00:00:00
Total Trades,43003
Total Closed Trades,42743
Total Open Trades,260
Open Trade PnL,-28946.035268276126
Win Rate [%],62.620780010762
Best Trade [%],199.3845215813618
Worst Trade [%],-30.72469719869215
Avg Winning Trade [%],5.1587041178557484
Avg Losing Trade [%],-3.6016679503747824
Avg Winning Trade Duration,9 days 09:15:06.254203093
Avg Losing Trade Duration,11 days 06:05:49.027311323
Profit Factor,1.781259697260263
Expectancy,15.452111970213664
Sharpe Ratio,2.2017012584432
Calmar Ratio,4.059167969466408
Omega Ratio,1.3841567036047762
Sortino Ratio,2.964310468079354
