,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1322308.6812066908
Total Return [%],32.23086812066908
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000182
Total Fees Paid,0.0
Max Drawdown [%],15.779817858861383
Max Drawdown Duration,134 days 00:00:00
Total Trades,46531
Total Closed Trades,46271
Total Open Trades,260
Open Trade PnL,-29730.71736178648
Win Rate [%],56.633744678092114
Best Trade [%],66.11054248286153
Worst Trade [%],-28.85642146335262
Avg Winning Trade [%],4.256849618363463
Avg Losing Trade [%],-3.925919940363153
Avg Winning Trade Duration,4 days 22:43:07.384087006
Avg Losing Trade Duration,7 days 15:15:57.292506043
Profit Factor,1.3086138615184457
Expectancy,7.34747604348906
Sharpe Ratio,1.274388843398767
Calmar Ratio,2.081756358177628
Omega Ratio,1.203937115842982
Sortino Ratio,1.6912777423268277
