avg_daily_return,cumulative_return,win_rate,volume_change_rate,max_daily_return,min_daily_return,volatility,index_name,stock_code,center_date,effective_date,window_type,window_dates
0.03815502517272029,0.33632286995515237,45.45454545454545,36.771978865348885,1.8202502844141044,-1.693002257336329,1.0083391004215065,沪深300,601298.SH,2025-07-31,2025-09-05,cutoff_date,2025-07-24 to 2025-08-07
2.5344446005344716,17.56825504493811,62.5,325.0596093437944,17.052169508694924,-5.265731985653743,7.010758484353395,沪深300,302132.SZ,2025-04-30,2025-06-16,cutoff_date,2025-04-23 to 2025-05-07
0.22450157832970863,1.4405762304921854,50.0,-22.57575539468013,2.369668246445511,-4.109589041095885,2.1428639899266906,沪深300,601825.SH,2025-04-30,2025-06-16,cutoff_date,2025-04-23 to 2025-05-07
-0.48235480152503907,-3.434065934065933,37.5,-20.31437729789839,2.76162790697676,-2.94943820224719,1.9067549085922233,沪深300,001391.SZ,2025-04-30,2025-06-16,cutoff_date,2025-04-23 to 2025-05-07
0.48088766121355186,3.3282904689863724,62.5,-9.435299117118268,2.26928895612708,-2.481751824817513,1.6761641587059883,沪深300,601077.SH,2025-04-30,2025-06-16,cutoff_date,2025-04-23 to 2025-05-07
0.6800836301670515,4.755784061696655,50.0,0.6944342171302464,3.100775193798455,-1.1688311688311637,1.8252385601042773,沪深300,002600.SZ,2025-04-30,2025-06-16,cutoff_date,2025-04-23 to 2025-05-07
1.106163364000945,7.765253175881193,62.5,27.504325942020415,4.647160068846801,-3.5247808194668107,2.7404761014360957,沪深300,301236.SZ,2025-04-30,2025-06-16,cutoff_date,2025-04-23 to 2025-05-07
-0.13107852589018723,-1.0717230008244094,37.5,-12.99588156597331,1.8876646891131887,-4.81514609421586,2.2797758903297365,沪深300,688047.SH,2025-04-30,2025-06-16,cutoff_date,2025-04-23 to 2025-05-07
-0.40499843002331504,-1.6905071521456483,40.0,35.91303914382775,2.0242914979756943,-3.524804177545693,2.3159836490632175,沪深300,601058.SH,2025-01-31,2025-03-04,cutoff_date,2025-01-24 to 2025-02-07
3.481908859835962,39.36814032208433,63.63636363636363,-3.7268192696748415,9.998404085541024,-2.6478055857816485,4.955759563469377,沪深300,601127.SH,2024-10-31,2024-12-16,cutoff_date,2024-10-24 to 2024-11-07
