stock_code,center_date,trading_days_count,avg_daily_return,cumulative_return,win_rate,volume_change_rate,max_daily_return,min_daily_return,volatility,index_name,index_code,effective_date,window_type,window_dates
603219.SH,2024-12-16,11,-0.39245758827943233,-4.329608938547502,45.45454545454545,-9.73443548004499,5.042016806722693,-5.517241379310356,3.29817502393415,中证1000,000852.SH,2024-12-16,effective_date,2024-12-09 to 2024-12-23
002327.SZ,2024-12-16,11,-0.20817640218090405,-2.5029797377830842,45.45454545454545,-35.27059555284302,5.1724137931034475,-5.0808314087759765,3.1626152318423975,中证1000,000852.SH,2024-12-16,effective_date,2024-12-09 to 2024-12-23
002833.SZ,2024-12-16,11,-0.913034524337345,-8.866442199775538,18.181818181818183,-24.387772631257477,1.509223029625506,-4.082774049217008,1.559310072388943,中证1000,000852.SH,2024-12-16,effective_date,2024-12-09 to 2024-12-23
600987.SH,2024-12-16,11,-0.6134802812915996,-6.069364161849711,27.27272727272727,-12.18732803645386,1.5647226173541862,-3.7518037518037617,1.5335290458795638,中证1000,000852.SH,2024-12-16,effective_date,2024-12-09 to 2024-12-23
301500.SZ,2024-07-31,11,0.5065651125436099,5.012531328320802,54.54545454545454,-13.836064450951191,4.334170854271346,-2.045587375803626,1.915243463083752,中证1000,000852.SH,2024-09-18,cutoff_date,2024-07-24 to 2024-08-07
301500.SZ,2024-09-18,9,0.4858426377250369,3.6483253588516673,44.44444444444444,68.62821681204704,6.493506493506485,-2.285361334156899,2.940075483361475,中证1000,000852.SH,2024-09-18,effective_date,2024-09-11 to 2024-09-25
688300.SH,2024-06-30,11,-1.2651852619605797,-12.361450309975574,36.36363636363637,-2.7081275089728907,3.1512605042016695,-5.917715573924475,3.1581833568458277,中证1000,000852.SH,2024-08-26,cutoff_date,2024-06-21 to 2024-07-05
688300.SH,2024-08-26,11,0.13998248768245397,0.9843937575030548,45.45454545454545,-14.775215832250154,5.086848635235741,-5.0992779783393445,3.0525834012673565,中证1000,000852.SH,2024-08-26,effective_date,2024-08-19 to 2024-09-02
688332.SH,2024-06-30,11,-1.0551920029731099,-10.306979934831084,36.36363636363637,-39.309698648806155,2.2248844771521448,-3.8338088445078466,2.424386581892715,中证1000,000852.SH,2024-08-07,cutoff_date,2024-06-21 to 2024-07-05
688332.SH,2024-08-07,11,-0.08854075927904885,-1.388074291300101,45.45454545454545,131.16478238540603,6.473915776241368,-4.487786404090133,3.383446867672211,中证1000,000852.SH,2024-08-07,effective_date,2024-07-31 to 2024-08-14
000429.SZ,2024-04-30,8,-0.2400013640897512,-1.8162393162393209,50.0,-11.153205680942014,2.1367521367521514,-3.8341968911917212,2.228934021648425,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
301498.SZ,2024-04-30,8,1.2524849441864352,8.974358974358987,62.5,-1.9974863093634943,3.049228508449686,-2.0167427701674345,2.0040587183580003,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
300140.SZ,2024-04-30,8,1.4573894849225904,10.584518167456558,75.0,5.661672992583244,3.0612244897959107,-0.990099009900991,1.5151839813092753,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
002270.SZ,2024-04-30,8,1.4729496811503753,10.691894312583972,62.5,-5.432948081922417,3.8332283133795553,-0.0544543672402642,1.6325463596040588,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
601038.SH,2024-04-30,8,1.945183991995233,13.988931258141957,75.0,-8.751804317997525,9.52813460160642,-2.2595474352441913,3.7350916886561834,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
000581.SZ,2024-04-30,8,0.6823052930024767,4.798464491362786,50.0,-26.388259484739752,3.546548448385023,-1.2062726176115812,1.575639909969652,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
688183.SH,2024-04-30,8,1.1157691421973157,7.868852459016384,50.0,-25.769395178398614,4.153005464480852,-2.0040080160320772,2.5595601217898722,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
000766.SZ,2024-04-30,8,1.04640953936954,7.532149418248646,75.0,-25.742918147890357,2.290536467751658,-0.11743981209629828,0.919824647099421,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
603283.SH,2024-04-30,8,2.581227652755547,18.658845909955634,75.0,53.74459378833001,7.096866504507093,-7.198306280875055,4.971700835232267,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
688146.SH,2024-04-30,8,1.2532631386323545,8.999162021350227,62.5,-1.614942095388483,3.351914599045447,-1.740729792754625,1.8574479479672148,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
601107.SH,2024-04-30,8,0.16006193339820976,1.0060362173038184,62.5,-35.19369742794073,2.1956087824351433,-3.125,1.9819595853766157,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
000628.SZ,2024-04-30,8,2.25150351316273,15.65601990299803,50.0,-38.80374044901589,10.056306553031135,-5.024301211984506,6.0504867599179475,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
601033.SH,2024-04-30,8,-0.17105409140253705,-1.3661202185792476,37.5,-17.651254510363344,3.8654259126700063,-3.678001387925056,2.4304764104309964,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
301526.SZ,2024-04-30,8,-0.20482311616164242,-1.6355140186915973,25.0,-27.86699692190282,3.9312039312039637,-3.1325301204819467,2.6768819739020895,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
600461.SH,2024-04-30,8,0.37739124967330895,2.5275742553924285,37.5,-27.260960557589918,5.050901263477603,-1.7866019566444291,2.1949623125370232,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
300049.SZ,2024-04-30,8,0.8976426366253241,6.2103174603174605,37.5,-22.465252538602176,5.999999999999983,-1.7387868010274699,2.8185680190259053,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
688484.SH,2024-04-30,8,0.66730731577233,4.722477767555944,75.0,-21.919820390030686,2.6662672258837894,-1.0431758910460776,1.1824198121916758,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
300857.SZ,2024-04-30,8,2.336187755042055,17.241053724860734,62.5,-32.63032656703351,6.137286375224238,-0.2570487589364623,3.0155930904576858,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
300115.SZ,2024-04-30,8,1.66078536682536,12.086776859504123,62.5,-17.19502462628896,4.3977055449330615,-0.7590132827324347,2.031688498898636,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
688352.SH,2024-04-30,8,1.6954982896675488,12.293388429752072,62.5,-18.49225038619008,5.8937198067632535,-1.5398550724637694,2.459103042137493,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
688336.SH,2024-04-30,8,1.2036961411560665,8.168852386629588,50.0,-37.556474094011335,8.156833665477127,-5.82858656775731,4.221008422605269,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
300757.SZ,2024-04-30,8,2.467895290093254,15.235667668372631,37.5,-21.61386765007377,17.752107376458138,-11.248611140869368,10.122237507018353,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
301371.SZ,2024-04-30,8,1.739982154784408,12.57179323548181,62.5,85.0650001366506,6.668744157058293,-1.9144862795149709,2.845242009070352,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
601187.SH,2024-04-30,8,0.44896186747658273,3.131524008350728,50.0,-25.29647207803474,2.310924369747891,-1.2320328542094527,1.3255599802344724,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
301487.SZ,2024-04-30,8,0.8553856302443684,5.897051474262871,37.5,-17.91192429526446,5.1039378063207685,-1.9938896928766492,2.824074949619284,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
002468.SZ,2024-04-30,8,1.9081838753605092,13.6425648021828,37.5,-40.636422813078966,10.116825243887773,-1.3989023996556438,3.9766990575036827,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
688147.SH,2024-04-30,8,0.7489212297186147,5.201007490759224,62.5,-14.976324583466171,3.4514716691700587,-2.715127580142551,2.2689282160826556,中证1000,000852.SH,2024-06-17,cutoff_date,2024-04-23 to 2024-05-07
