,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1474788.263332966
Total Return [%],47.4788263332966
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000189
Total Fees Paid,0.0
Max Drawdown [%],15.218888216026
Max Drawdown Duration,100 days 00:00:00
Total Trades,45515
Total Closed Trades,45255
Total Open Trades,260
Open Trade PnL,-19559.837002251446
Win Rate [%],60.28726107612419
Best Trade [%],127.88184907181966
Worst Trade [%],-29.541387748142174
Avg Winning Trade [%],5.042032907654954
Avg Losing Trade [%],-4.017048468074728
Avg Winning Trade Duration,8 days 12:09:41.109115566
Avg Losing Trade Duration,12 days 00:13:24.261761902
Profit Factor,1.522015608089726
Expectancy,10.760505641505706
Sharpe Ratio,1.7904217650035559
Calmar Ratio,3.1828581930846926
Omega Ratio,1.2988607415031486
Sortino Ratio,2.3895525407485967
