,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,928799.9283955129
Total Return [%],-7.120007160448718
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000153
Total Fees Paid,0.0
Max Drawdown [%],15.656620700286139
Max Drawdown Duration,39 days 00:00:00
Total Trades,14303
Total Closed Trades,14043
Total Open Trades,260
Open Trade PnL,41962.188033864455
Win Rate [%],64.82945239621164
Best Trade [%],181.03116681672714
Worst Trade [%],-31.006089333601533
Avg Winning Trade [%],14.25334973172158
Avg Losing Trade [%],-5.980657737559151
Avg Winning Trade Duration,29 days 06:19:36.801405975
Avg Losing Trade Duration,25 days 04:44:43.157038242
Profit Factor,0.6093994275119449
Expectancy,-8.154789814786358
Sharpe Ratio,-0.3780400474013224
Calmar Ratio,-0.46207884201282406
Omega Ratio,0.9129443431079262
Sortino Ratio,-0.49388482107528975
