,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1490010.746941864
Total Return [%],49.0010746941864
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000015
Total Fees Paid,0.0
Max Drawdown [%],14.03316375197454
Max Drawdown Duration,60 days 00:00:00
Total Trades,44125
Total Closed Trades,43865
Total Open Trades,260
Open Trade PnL,-21181.093942414678
Win Rate [%],62.304798814544625
Best Trade [%],115.54496724240617
Worst Trade [%],-33.620017405908456
Avg Winning Trade [%],4.125831580313021
Avg Losing Trade [%],-3.271549937561117
Avg Winning Trade Duration,7 days 07:18:41.492864983
Avg Losing Trade Duration,9 days 02:47:00.468087720
Profit Factor,1.5717597933978782
Expectancy,11.33322536865131
Sharpe Ratio,1.9885739296655485
Calmar Ratio,3.5628080709177694
Omega Ratio,1.3492977727779687
Sortino Ratio,2.648222488308215
