,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1026076.61093577
Total Return [%],2.607661093576992
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000134
Total Fees Paid,0.0
Max Drawdown [%],19.86610058861608
Max Drawdown Duration,108 days 00:00:00
Total Trades,43071
Total Closed Trades,42811
Total Open Trades,260
Open Trade PnL,-28307.424561101565
Win Rate [%],53.051785755997294
Best Trade [%],62.74509803921566
Worst Trade [%],-34.6194210368459
Avg Winning Trade [%],4.262897932779968
Avg Losing Trade [%],-4.174584954622489
Avg Winning Trade Duration,4 days 12:26:56.766467065
Avg Losing Trade Duration,6 days 22:58:29.918601145
Profit Factor,1.0473799041318437
Expectancy,1.004934374651075
Sharpe Ratio,0.2324286889998733
Calmar Ratio,0.1334844762201833
Omega Ratio,1.0354606103918291
Sortino Ratio,0.29864817060527055
