,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1007758.944160712
Total Return [%],0.7758944160712002
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000162
Total Fees Paid,0.0
Max Drawdown [%],20.568040519811557
Max Drawdown Duration,169 days 00:00:00
Total Trades,43655
Total Closed Trades,43395
Total Open Trades,260
Open Trade PnL,-27886.698026678314
Win Rate [%],53.510773130545
Best Trade [%],61.24567474048443
Worst Trade [%],-34.584394880254514
Avg Winning Trade [%],4.170592723005359
Avg Losing Trade [%],-4.055706295493964
Avg Winning Trade Duration,4 days 06:32:58.519443607
Avg Losing Trade Duration,6 days 10:53:35.271306177
Profit Factor,1.029991885062498
Expectancy,0.526395179399266
Sharpe Ratio,0.163286810878666
Calmar Ratio,0.03835625608798021
Omega Ratio,1.024911788462353
Sortino Ratio,0.20861028181308577
