,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1523046.1655902234
Total Return [%],52.30461655902236
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000024
Total Fees Paid,0.0
Max Drawdown [%],15.054695562888215
Max Drawdown Duration,92 days 00:00:00
Total Trades,45876
Total Closed Trades,45616
Total Open Trades,260
Open Trade PnL,-23538.990990556733
Win Rate [%],63.94905296387232
Best Trade [%],115.54496724240619
Worst Trade [%],-31.495430738039946
Avg Winning Trade [%],4.330390777749319
Avg Losing Trade [%],-3.142871567718527
Avg Winning Trade Duration,5 days 08:54:21.979363066
Avg Losing Trade Duration,6 days 11:29:24.653575398
Profit Factor,1.4719856985990238
Expectancy,11.588824372907908
Sharpe Ratio,1.9794041465112657
Calmar Ratio,3.5456914823732624
Omega Ratio,1.340824293228379
Sortino Ratio,2.6367099245779713
