,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1003491.5511337727
Total Return [%],0.34915511337726735
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000264
Total Fees Paid,0.0
Max Drawdown [%],22.03190160341354
Max Drawdown Duration,218 days 00:00:00
Total Trades,45297
Total Closed Trades,45037
Total Open Trades,260
Open Trade PnL,22174.438167383098
Win Rate [%],68.07513821968604
Best Trade [%],288.23131874662863
Worst Trade [%],-30.407414640209574
Avg Winning Trade [%],8.906328166969207
Avg Losing Trade [%],-3.87165739048566
Avg Winning Trade Duration,7 days 10:56:03.162529762
Avg Losing Trade Duration,6 days 04:47:44.222503160
Profit Factor,0.9839100374759129
Expectancy,-0.6683461974233573
Sharpe Ratio,0.1387590368153787
Calmar Ratio,0.01611304040428984
Omega Ratio,1.0206109339654952
Sortino Ratio,0.176277269371063
