,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,833317.850164802
Total Return [%],-16.668214983519793
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000015
Total Fees Paid,0.0
Max Drawdown [%],26.1895026805427
Max Drawdown Duration,329 days 00:00:00
Total Trades,42749
Total Closed Trades,42489
Total Open Trades,260
Open Trade PnL,-37508.81935006303
Win Rate [%],59.60130857398386
Best Trade [%],144.65619612051563
Worst Trade [%],-39.572498613402885
Avg Winning Trade [%],10.420214869146317
Avg Losing Trade [%],-6.646266179717066
Avg Winning Trade Duration,105 days 18:06:08.472595168
Avg Losing Trade Duration,127 days 11:35:36.404455070
Profit Factor,0.68321917374493
Expectancy,-3.0491133787800813
Sharpe Ratio,-0.6084792044661614
Calmar Ratio,-0.6461283183932057
Omega Ratio,0.9160985918816078
Sortino Ratio,-0.7583855120630588
