,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,993550.7616855961
Total Return [%],-0.6449238314403883
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000058
Total Fees Paid,0.0
Max Drawdown [%],15.223966587519067
Max Drawdown Duration,58 days 00:00:00
Total Trades,14860
Total Closed Trades,14600
Total Open Trades,260
Open Trade PnL,-39603.99219004414
Win Rate [%],42.74657534246575
Best Trade [%],46.52532391048293
Worst Trade [%],-37.08559944784011
Avg Winning Trade [%],4.591428598060881
Avg Losing Trade [%],-6.432166267065639
Avg Winning Trade Duration,9 days 12:23:39.003364845
Avg Losing Trade Duration,17 days 22:36:31.003127255
Profit Factor,1.1213793446271432
Expectancy,2.1696105838388178
Sharpe Ratio,0.033726282509999934
Calmar Ratio,-0.0430680851801836
Omega Ratio,1.0080759174115175
Sortino Ratio,0.0453162235780174
