,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,914530.7012204735
Total Return [%],-8.546929877952655
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000233
Total Fees Paid,0.0
Max Drawdown [%],25.957448478082014
Max Drawdown Duration,329 days 00:00:00
Total Trades,48463
Total Closed Trades,48203
Total Open Trades,260
Open Trade PnL,-15809.662030802374
Win Rate [%],57.19768479140303
Best Trade [%],119.93085188092503
Worst Trade [%],-36.73719321752203
Avg Winning Trade [%],5.070174990705822
Avg Losing Trade [%],-4.249022808272179
Avg Winning Trade Duration,4 days 14:29:58.498422255
Avg Losing Trade Duration,6 days 03:39:01.459100957
Profit Factor,0.9520231539763216
Expectancy,-1.8550365730933933
Sharpe Ratio,-0.18406672407137264
Calmar Ratio,-0.3345239188468551
Omega Ratio,0.9738201046484343
Sortino Ratio,-0.23279154165649357
