timestamp,current_price,sell_price,sell_level,trigger_count
2026-03-30 10:39:43,1.091000,1.092000,-1,50
2026-03-30 13:01:53,1.092000,1.093000,0,50
2026-03-30 14:08:02,1.127000,1.128000,35,50
2026-03-30 14:16:47,1.120000,1.121000,28,50
2026-03-30 14:40:38,1.139000,1.140000,47,50
2026-03-30 14:43:23,1.133000,1.134000,41,50
