factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.amount_mean_5_ratio,-0.04882980482230215,-2.6303119007950166,-0.09672436810266487,-4.531239680398625,-0.007036140898053474,0.3783783783783784,1.0,-0.000798407462933838,0.006174929843178844
