,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1250750.1812296892
Total Return [%],25.075018122968924
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000169
Total Fees Paid,0.0
Max Drawdown [%],12.435453157261927
Max Drawdown Duration,39 days 00:00:00
Total Trades,33670
Total Closed Trades,33410
Total Open Trades,260
Open Trade PnL,-29131.867952014494
Win Rate [%],59.63783298413649
Best Trade [%],123.58818692521893
Worst Trade [%],-30.781507604736113
Avg Winning Trade [%],5.763971356623282
Avg Losing Trade [%],-3.885318174330986
Avg Winning Trade Duration,9 days 12:28:48
Avg Losing Trade Duration,11 days 21:19:24.816753926
Profit Factor,1.4577136941918674
Expectancy,8.219769873930886
Sharpe Ratio,1.2367416838725638
Calmar Ratio,2.0540952269325494
Omega Ratio,1.2408987797507167
Sortino Ratio,1.600329986750426
