,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,703334.2384656861
Total Return [%],-29.666576153431386
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000023
Total Fees Paid,0.0
Max Drawdown [%],73.14595741944116
Max Drawdown Duration,354 days 00:00:00
Total Trades,38810
Total Closed Trades,38550
Total Open Trades,260
Open Trade PnL,-5090.7600684915
Win Rate [%],66.85343709468223
Best Trade [%],166.92091505840352
Worst Trade [%],-30.52455357142858
Avg Winning Trade [%],6.135145719517325
Avg Losing Trade [%],-3.2799409318407546
Avg Winning Trade Duration,4 days 22:09:58.975632469
Avg Losing Trade Duration,5 days 04:39:10.742027155
Profit Factor,0.8015661530738499
Expectancy,-7.894528553154732
Sharpe Ratio,-0.2329202498397769
Calmar Ratio,-0.4112194943822042
Omega Ratio,0.9579944645982656
Sortino Ratio,-0.32985254392714597
