factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
risk_adjusted_momentum_20,-0.03726274738870278,-2.1523826276020817,-0.05906970829936784,-3.1795941833215693,-0.004224617539898579,0.38028169014084506,0.5,-0.0002830610076703892,0.0039097362050145214
