,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,990680.3679880269
Total Return [%],-0.9319632011973101
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000198
Total Fees Paid,0.0
Max Drawdown [%],23.022558365584793
Max Drawdown Duration,221 days 00:00:00
Total Trades,45750
Total Closed Trades,45490
Total Open Trades,260
Open Trade PnL,23272.48303546448
Win Rate [%],68.83930534183337
Best Trade [%],289.4131645993452
Worst Trade [%],-31.841108306993053
Avg Winning Trade [%],9.029013525531626
Avg Losing Trade [%],-3.91991178131121
Avg Winning Trade Duration,7 days 09:45:31.125658630
Avg Losing Trade Duration,5 days 23:11:06.590584878
Profit Factor,0.9725062404530771
Expectancy,-1.0045696126862573
Sharpe Ratio,0.08547433922981619
Calmar Ratio,-0.04115377413974354
Omega Ratio,1.0127037777307861
Sortino Ratio,0.1083836796700193
