datetime,_root__momentum_factor,_root__risk_adjusted_momentum
2025-12-16,0.06987396514819676,0.1856951834374105
2025-12-17,-0.057894736842105256,-0.16600284495021336
2025-12-18,-0.10045805005630405,-0.09505249086324323
2025-12-19,-0.04314428370247087,-0.058464558528570805
2025-12-22,0.31766714082503555,0.32170697012802274
2025-12-23,0.2016075117127855,0.17270076151518599
2025-12-24,-0.2778576008166897,-0.2446973475142269
2025-12-25,-0.05052990979422905,-0.06715982661558427
2025-12-26,0.12291694820330952,0.15469526810681533
2025-12-29,0.23623212114481673,0.21418360017327065
2025-12-30,0.01374306458637038,0.05229762465786494
2025-12-31,,
