factor,date,quantile,ret
_root__momentum_factor,2025-07-01,Q1,-0.0013737384025409927
_root__momentum_factor,2025-07-01,Q2,0.005550857599992911
_root__momentum_factor,2025-07-01,Q3,0.0038553040108634863
_root__momentum_factor,2025-07-01,Q4,0.004346136132241209
_root__momentum_factor,2025-07-01,Q5,-0.004734202647463217
_root__momentum_factor,2025-07-02,Q1,0.006448798046858024
_root__momentum_factor,2025-07-02,Q2,0.00444745174272355
_root__momentum_factor,2025-07-02,Q3,0.0020815723660268627
_root__momentum_factor,2025-07-02,Q4,0.0028993210232738454
_root__momentum_factor,2025-07-02,Q5,0.014881719883775832
_root__momentum_factor,2025-07-03,Q1,-0.0016926409520951556
_root__momentum_factor,2025-07-03,Q2,-0.0011646914369212533
_root__momentum_factor,2025-07-03,Q3,0.0010579046956386178
_root__momentum_factor,2025-07-03,Q4,0.002317927252660612
_root__momentum_factor,2025-07-03,Q5,0.002043188279352461
_root__momentum_factor,2025-07-04,Q1,-0.003115132931372364
_root__momentum_factor,2025-07-04,Q2,-0.0021035315487119835
_root__momentum_factor,2025-07-04,Q3,-0.002381514869191225
_root__momentum_factor,2025-07-04,Q4,-0.003703164770579413
_root__momentum_factor,2025-07-04,Q5,-0.003602709004537159
_root__momentum_factor,2025-07-07,Q1,0.00788488313567284
_root__momentum_factor,2025-07-07,Q2,0.008837170976794687
_root__momentum_factor,2025-07-07,Q3,0.010926596656370387
_root__momentum_factor,2025-07-07,Q4,0.011032559911733719
_root__momentum_factor,2025-07-07,Q5,0.019094215850796032
_root__momentum_factor,2025-07-08,Q1,0.0008913317344178245
_root__momentum_factor,2025-07-08,Q2,-0.0034055285557332703
_root__momentum_factor,2025-07-08,Q3,-0.002650787306368713
_root__momentum_factor,2025-07-08,Q4,-0.004613534534329955
_root__momentum_factor,2025-07-08,Q5,-0.0064511436687012666
_root__momentum_factor,2025-07-09,Q1,-0.0007901754348275439
_root__momentum_factor,2025-07-09,Q2,0.00516420300538296
_root__momentum_factor,2025-07-09,Q3,0.00682941740188358
_root__momentum_factor,2025-07-09,Q4,0.004589377290987118
_root__momentum_factor,2025-07-09,Q5,0.0086971435290691
_root__momentum_factor,2025-07-10,Q1,0.00504153143782603
_root__momentum_factor,2025-07-10,Q2,0.003432861577252037
_root__momentum_factor,2025-07-10,Q3,0.0081711137273357
_root__momentum_factor,2025-07-10,Q4,0.0046390808730151145
_root__momentum_factor,2025-07-10,Q5,-0.00702970228959491
_root__momentum_factor,2025-07-11,Q1,0.006241654382550232
_root__momentum_factor,2025-07-11,Q2,0.002010887733616179
_root__momentum_factor,2025-07-11,Q3,-0.00024160292114670494
_root__momentum_factor,2025-07-11,Q4,-0.001705996320510881
_root__momentum_factor,2025-07-11,Q5,0.0007873448458876562
_root__momentum_factor,2025-07-14,Q1,-0.000882015882941789
_root__momentum_factor,2025-07-14,Q2,-0.003245604177549936
_root__momentum_factor,2025-07-14,Q3,-0.0021337910003646045
_root__momentum_factor,2025-07-14,Q4,-0.00496398075316143
_root__momentum_factor,2025-07-14,Q5,0.010171173275737173
_root__momentum_factor,2025-07-15,Q1,0.0024242029630858045
_root__momentum_factor,2025-07-15,Q2,0.001570210284114545
_root__momentum_factor,2025-07-15,Q3,-0.0020679048689503108
_root__momentum_factor,2025-07-15,Q4,-0.0028529118354338944
_root__momentum_factor,2025-07-15,Q5,-0.007970168347412142
_root__momentum_factor,2025-07-16,Q1,0.005850732527514471
_root__momentum_factor,2025-07-16,Q2,0.0026969685019483437
_root__momentum_factor,2025-07-16,Q3,0.007905770178947256
_root__momentum_factor,2025-07-16,Q4,0.007883860734774957
_root__momentum_factor,2025-07-16,Q5,0.01946658137254075
_root__momentum_factor,2025-07-17,Q1,0.0059262737048286045
_root__momentum_factor,2025-07-17,Q2,0.007764586325426805
_root__momentum_factor,2025-07-17,Q3,0.008087275655473162
_root__momentum_factor,2025-07-17,Q4,0.005563547441876989
_root__momentum_factor,2025-07-17,Q5,0.0036183580053133933
_root__momentum_factor,2025-07-18,Q1,0.009015918268895144
_root__momentum_factor,2025-07-18,Q2,0.00829309123681123
_root__momentum_factor,2025-07-18,Q3,0.015598206380973619
_root__momentum_factor,2025-07-18,Q4,0.014442620142627673
_root__momentum_factor,2025-07-18,Q5,0.006492493350199276
_root__momentum_factor,2025-07-21,Q1,0.005437814391284704
_root__momentum_factor,2025-07-21,Q2,0.012742023072510865
_root__momentum_factor,2025-07-21,Q3,0.008113124387194897
_root__momentum_factor,2025-07-21,Q4,0.01779733810636302
_root__momentum_factor,2025-07-21,Q5,0.016690201963133523
_root__momentum_factor,2025-07-22,Q1,0.0021782846226004325
_root__momentum_factor,2025-07-22,Q2,-0.0015810657840232144
_root__momentum_factor,2025-07-22,Q3,-0.0016506758068440066
_root__momentum_factor,2025-07-22,Q4,-0.0012302905983103609
_root__momentum_factor,2025-07-22,Q5,-0.009102650334859288
_root__momentum_factor,2025-07-23,Q1,0.0022071236617561257
_root__momentum_factor,2025-07-23,Q2,0.008517805430509374
_root__momentum_factor,2025-07-23,Q3,0.01710487295656731
_root__momentum_factor,2025-07-23,Q4,0.011467182604024394
_root__momentum_factor,2025-07-23,Q5,0.020727005212520203
_root__momentum_factor,2025-07-24,Q1,0.00278641152246729
_root__momentum_factor,2025-07-24,Q2,-0.004604794244101618
_root__momentum_factor,2025-07-24,Q3,-0.0021916957663541386
_root__momentum_factor,2025-07-24,Q4,-0.008214799657288887
_root__momentum_factor,2025-07-24,Q5,-0.009371478096579523
_root__momentum_factor,2025-07-25,Q1,-0.0038143418491120035
_root__momentum_factor,2025-07-25,Q2,-0.0010916288596822734
_root__momentum_factor,2025-07-25,Q3,0.0018491707488755612
_root__momentum_factor,2025-07-25,Q4,-0.0008315563060743666
_root__momentum_factor,2025-07-25,Q5,0.0035395789924922783
_root__momentum_factor,2025-07-28,Q1,-0.003009430630127252
_root__momentum_factor,2025-07-28,Q2,0.0034073639765238935
_root__momentum_factor,2025-07-28,Q3,0.0017561509028715414
_root__momentum_factor,2025-07-28,Q4,0.003012723027658983
_root__momentum_factor,2025-07-28,Q5,0.02196912436151347
_root__momentum_factor,2025-07-29,Q1,0.004265325228757936
_root__momentum_factor,2025-07-29,Q2,0.0033948220029124104
_root__momentum_factor,2025-07-29,Q3,-0.0024084816302721913
_root__momentum_factor,2025-07-29,Q4,-0.0013052358323614197
_root__momentum_factor,2025-07-29,Q5,-0.005716196476341053
_root__momentum_factor,2025-07-30,Q1,-0.013578997353237412
_root__momentum_factor,2025-07-30,Q2,-0.018805390355312597
_root__momentum_factor,2025-07-30,Q3,-0.020515452880413603
_root__momentum_factor,2025-07-30,Q4,-0.025303046458791216
_root__momentum_factor,2025-07-30,Q5,-0.017477732485100542
_root__momentum_factor,2025-07-31,Q1,0.0013712264052863502
_root__momentum_factor,2025-07-31,Q2,0.0007997535655777026
_root__momentum_factor,2025-07-31,Q3,-0.0006650042937144681
_root__momentum_factor,2025-07-31,Q4,-0.005572871217751703
_root__momentum_factor,2025-07-31,Q5,-0.012571411730904461
_root__momentum_factor,2025-08-01,Q1,0.007823685994556438
_root__momentum_factor,2025-08-01,Q2,0.0025842648993668225
_root__momentum_factor,2025-08-01,Q3,0.004706136137496292
_root__momentum_factor,2025-08-01,Q4,0.0024945612416615876
_root__momentum_factor,2025-08-01,Q5,-0.002342653405613217
_root__momentum_factor,2025-08-04,Q1,0.010933315764333564
_root__momentum_factor,2025-08-04,Q2,0.008006104809290196
_root__momentum_factor,2025-08-04,Q3,0.00784490501787207
_root__momentum_factor,2025-08-04,Q4,0.0066931491085538385
_root__momentum_factor,2025-08-04,Q5,0.006221690815991774
_root__momentum_factor,2025-08-05,Q1,0.0003454117064256974
_root__momentum_factor,2025-08-05,Q2,0.0028939323218982165
_root__momentum_factor,2025-08-05,Q3,0.008137390943819317
_root__momentum_factor,2025-08-05,Q4,0.006642802762856766
_root__momentum_factor,2025-08-05,Q5,0.0028188923458305113
_root__momentum_factor,2025-08-06,Q1,-0.0007470477951964959
_root__momentum_factor,2025-08-06,Q2,0.00047930205282617673
