signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_equal_weight,0.998965542994644,2.409802970732848,-0.14764738651164266,0.4133998123094173,146
score_ic_weighted,0.16568162409540865,1.3233737073012235,-0.07264048446372157,-0.1664652094097968,146
score_rule_based,0.16190648850629752,1.3084455578539749,-0.07228337580991402,-0.16985385375725787,146
