signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_equal_weight,0.0248040355793544,0.22767888399386355,-0.12095355479346885,-0.2874825200778411,146
score_ic_weighted,0.051031263806927685,0.49806413915574665,-0.08003721140061944,-0.27104531907829954,146
score_rule_based,0.0572259112144875,0.5527048271847951,-0.0804843896796551,-0.2652384404211011,146
