factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,selected,drop_reason
_root__momentum_factor,0.015168225080356996,0.22619596972883993,0.06705789275794975,-0.02274614078285433,0.19843292738337182,-0.11462886267312308,0.4657534246575342,True,
_root__risk_adjusted_momentum,0.010831109218871824,0.18406009798638148,0.058845503927055454,-0.018405539728051843,0.19202877328331547,-0.09584782224743306,0.4931506849315068,True,
