factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate
_root__momentum_factor,-0.017421525339751668,0.2127640933936931,-0.081881886468105,-0.03522282755454607,0.20963772752738108,-0.16801759859730192,0.4041095890410959
_root__risk_adjusted_momentum,-0.008994769079891343,0.19093071468811357,-0.047110121043564684,-0.028107835655425725,0.20038395980064144,-0.14026988828541828,0.410958904109589
