TopK,Precision@K,Recall@K,平均最大涨幅,中位最大涨幅,平均最大回撤,平均起爆速度,盈亏比,样本日数
10,0.029014084507042254,0.004241784706046939,0.07212548025241841,0.04121603443637334,-0.016142849557416645,10.466949152542373,4.467952203598478,355
20,0.0271830985915493,0.009365022178865494,0.07022383003565325,0.0407377825109454,-0.016216822337577153,10.468926553672317,4.3303076628602275,355
50,0.025859154929577462,0.024197497212661997,0.06802814552521176,0.03969894990351064,-0.016665055152107436,10.307231638418079,4.082083431725639,355
100,0.02687323943661972,0.04818662350539797,0.06801704986828531,0.03993600016357779,-0.016755665597336145,10.282627118644069,4.05934634307209,355
