,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1205994.1122594415
Total Return [%],20.599411225944152
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000196
Total Fees Paid,0.0
Max Drawdown [%],20.28594024446938
Max Drawdown Duration,139 days 00:00:00
Total Trades,48162
Total Closed Trades,47902
Total Open Trades,260
Open Trade PnL,-773.5744903541936
Win Rate [%],67.42307210554883
Best Trade [%],171.00834131819792
Worst Trade [%],-30.738680935156854
Avg Winning Trade [%],6.02044526559419
Avg Losing Trade [%],-3.155335264129814
Avg Winning Trade Duration,4 days 20:18:40.450815865
Avg Losing Trade Duration,4 days 12:51:13.085168583
Profit Factor,1.1501742256691494
Expectancy,3.9206087534162855
Sharpe Ratio,0.9312179250773219
Calmar Ratio,1.03409212637821
Omega Ratio,1.1517123792207402
Sortino Ratio,1.2041138065406063
