,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1114885.739786277
Total Return [%],11.4885739786277
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000264
Total Fees Paid,0.0
Max Drawdown [%],20.507475055968072
Max Drawdown Duration,166 days 00:00:00
Total Trades,46586
Total Closed Trades,46326
Total Open Trades,260
Open Trade PnL,4451.240703035963
Win Rate [%],67.57544359538919
Best Trade [%],178.49724592203614
Worst Trade [%],-30.85965033951803
Avg Winning Trade [%],7.699066351677245
Avg Losing Trade [%],-3.7501742401920244
Avg Winning Trade Duration,7 days 11:04:27.369429803
Avg Losing Trade Duration,6 days 11:08:37.183098591
Profit Factor,1.0946963107054595
Expectancy,2.1964459236893745
Sharpe Ratio,0.5756879637204769
Calmar Ratio,0.5701042043620249
Omega Ratio,1.0883250714665609
Sortino Ratio,0.7404086203544421
