,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1398200.8118454688
Total Return [%],39.820081184546865
Benchmark Return [%],29.99287741543315
Max Gross Exposure [%],100.0000000000004
Total Fees Paid,0.0
Max Drawdown [%],19.13623500085452
Max Drawdown Duration,129 days 00:00:00
Total Trades,1498
Total Closed Trades,1478
Total Open Trades,20
Open Trade PnL,-2185.715701665904
Win Rate [%],51.759133964817316
Best Trade [%],61.4775725593668
Worst Trade [%],-34.48275862068965
Avg Winning Trade [%],5.508470990496011
Avg Losing Trade [%],-4.5663703224857
Avg Winning Trade Duration,4 days 21:10:35.294117647
Avg Losing Trade Duration,4 days 23:07:26.715328467
Profit Factor,1.2065909635704843
Expectancy,217.29796320339892
Sharpe Ratio,1.300129915774163
Calmar Ratio,2.1219195515667995
Omega Ratio,1.2015581308950223
Sortino Ratio,1.749706413569114
