factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha191.alpha120,0.008946894512799666,1.321706933066903,0.02078723641757843,2.3724474064688077,0.002902267458717534,0.4473684210526316
