,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1240584.056347581
Total Return [%],24.058405634758103
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000038
Total Fees Paid,0.0
Max Drawdown [%],19.534136113123736
Max Drawdown Duration,136 days 00:00:00
Total Trades,48628
Total Closed Trades,48368
Total Open Trades,260
Open Trade PnL,-10918.077685754422
Win Rate [%],65.66118094608005
Best Trade [%],163.20541760722352
Worst Trade [%],-30.660289405239165
Avg Winning Trade [%],5.399126849114234
Avg Losing Trade [%],-3.0903033383917093
Avg Winning Trade Duration,4 days 09:29:37.499291539
Avg Losing Trade Duration,4 days 11:54:38.790833739
Profit Factor,1.179260532335518
Expectancy,4.8444268910071
Sharpe Ratio,1.0477623013204602
Calmar Ratio,1.2545320624363758
Omega Ratio,1.1715397971325714
Sortino Ratio,1.3555214845839787
