order_id,side,level_index,price,qty,placed_time,status
1082313519,BUY,25,1.022,100,2026-03-27 14:37:57,placed
1082313521,BUY,26,1.023,100,2026-03-27 14:37:57,placed
1082313523,BUY,27,1.024,100,2026-03-27 14:37:57,placed
1082313582,BUY,24,1.021,100,2026-03-27 14:38:00,placed
1082313622,BUY,28,1.025,100,2026-03-27 14:38:06,placed
1082313623,BUY,29,1.026,100,2026-03-27 14:38:06,placed
1082313644,BUY,30,1.027,100,2026-03-27 14:38:09,placed
1082313868,BUY,29,1.026,100,2026-03-27 14:38:39,placed
1082313893,BUY,30,1.027,100,2026-03-27 14:38:46,placed
1082313894,BUY,31,1.028,100,2026-03-27 14:38:46,placed
1082313923,BUY,32,1.029,100,2026-03-27 14:38:52,placed
1082313980,BUY,31,1.028,100,2026-03-27 14:38:57,placed
1082314032,BUY,32,1.029,100,2026-03-27 14:39:06,placed
1082314033,BUY,33,1.03,100,2026-03-27 14:39:06,placed
1082314662,BUY,29,1.026,100,2026-03-27 14:40:37,placed
