2025-10-09,11.8,600000.SH,,
2025-10-10,11.84,600000.SH,,
2025-10-13,12.51,600000.SH,,
2025-10-14,12.77,600000.SH,,
2025-10-15,13.17,600000.SH,,
2025-10-16,13.32,600000.SH,,
2025-10-17,13.32,600000.SH,,
2025-10-20,12.99,600000.SH,,
2025-10-21,12.99,600000.SH,,
2025-10-22,13.03,600000.SH,,
2025-10-23,12.97,600000.SH,,
2025-10-24,12.98,600000.SH,,
2025-10-27,12.97,600000.SH,,
2025-10-28,12.39,600000.SH,,
2025-10-29,11.81,600000.SH,,
2025-10-30,11.64,600000.SH,,
2025-10-31,11.49,600000.SH,,
2025-11-03,11.41,600000.SH,,
2025-11-04,11.62,600000.SH,,
2025-11-05,11.86,600000.SH,,
2025-11-06,11.66,600000.SH,,
2025-11-07,11.7,600000.SH,,
2025-11-10,11.69,600000.SH,,
2025-11-11,11.67,600000.SH,,
2025-11-12,11.68,600000.SH,,
2025-11-13,11.66,600000.SH,,
2025-11-14,11.62,600000.SH,,
2025-11-17,11.37,600000.SH,,
2025-11-18,11.45,600000.SH,,
2025-11-19,11.56,600000.SH,,
2025-11-20,11.7,600000.SH,,
2025-11-21,11.52,600000.SH,,
2025-11-24,11.53,600000.SH,,
2025-11-25,11.61,600000.SH,,
2025-11-26,11.48,600000.SH,,
2025-11-27,11.62,600000.SH,,
2025-11-28,11.48,600000.SH,,
2025-12-01,11.54,600000.SH,,
2025-12-02,11.45,600000.SH,,
2025-12-03,11.3,600000.SH,,
2025-12-04,11.25,600000.SH,,
2025-12-05,11.26,600000.SH,,
2025-12-08,11.39,600000.SH,,
2025-12-09,11.32,600000.SH,,
2025-12-10,11.28,600000.SH,,
2025-12-11,11.44,600000.SH,,
2025-12-12,11.61,600000.SH,,
2025-12-15,11.66,600000.SH,,
2025-12-16,11.55,600000.SH,,
2025-12-17,11.54,600000.SH,,
2025-12-18,11.78,600000.SH,,
2025-12-19,11.69,600000.SH,,
2025-12-22,11.64,600000.SH,,
2025-12-23,11.83,600000.SH,,
2025-12-24,11.81,600000.SH,,
2025-12-25,11.77,600000.SH,,
2025-12-26,11.72,600000.SH,,
2025-12-29,12.17,600000.SH,,
2025-12-30,12.39,600000.SH,,
2025-12-31,12.44,600000.SH,,
2026-01-05,11.82,600000.SH,,
2026-01-06,12.0,600000.SH,,
2026-01-07,11.79,600000.SH,,
2026-01-08,11.54,600000.SH,,
2026-01-09,11.54,600000.SH,,
2026-01-12,11.66,600000.SH,,
2026-01-13,11.57,600000.SH,,
2026-01-14,11.24,600000.SH,,
2026-01-15,11.16,600000.SH,,
2026-01-16,11.04,600000.SH,,
2026-01-19,11.12,600000.SH,,
2026-01-20,11.03,600000.SH,,
2026-01-21,10.74,600000.SH,,
2026-01-22,10.63,600000.SH,,
2026-01-23,10.51,600000.SH,,
2026-01-26,10.35,600000.SH,,
2026-01-27,10.2,600000.SH,,
2026-01-28,10.05,600000.SH,,
2026-01-29,10.15,600000.SH,,
2026-01-30,10.04,600000.SH,,
2026-02-02,10.06,600000.SH,,
2026-02-03,10.02,600000.SH,,
2026-02-04,10.13,600000.SH,,
2026-02-05,10.23,600000.SH,,
2026-02-06,10.12,600000.SH,,
2026-02-09,10.18,600000.SH,,
2026-02-10,10.18,600000.SH,,
2026-02-11,10.17,600000.SH,,
2026-02-12,9.98,600000.SH,,
2026-02-13,9.89,600000.SH,,
2026-02-24,9.9,600000.SH,,
2026-02-25,9.79,600000.SH,,
2026-02-26,9.73,600000.SH,,
2026-02-27,9.72,600000.SH,,
2026-03-02,9.68,600000.SH,,
2026-03-03,9.73,600000.SH,,
2026-03-04,9.6,600000.SH,,
2026-03-05,9.78,600000.SH,,
2026-03-06,9.89,600000.SH,,
2026-03-09,9.85,600000.SH,,
2026-03-10,9.96,600000.SH,,
2026-03-11,10.07,600000.SH,,
2026-03-12,10.18,600000.SH,,
2026-03-13,10.26,600000.SH,,
2026-03-16,10.29,600000.SH,,
2026-03-17,10.38,600000.SH,,
2026-03-18,10.37,600000.SH,,
2026-03-19,10.32,600000.SH,,
2026-03-20,10.28,600000.SH,,
2026-03-23,9.86,600000.SH,,
2026-03-24,10.04,600000.SH,,
2026-03-25,10.1,600000.SH,,
2026-03-26,10.06,600000.SH,,
2026-03-27,10.02,600000.SH,,
2026-03-30,10.01,600000.SH,,
2026-03-31,10.18,600000.SH,,
2026-04-01,10.24,600000.SH,,
2026-04-02,10.25,600000.SH,,
2026-04-03,10.12,600000.SH,,
2026-04-07,9.98,600000.SH,,
2026-04-08,9.98,600000.SH,,
2025-01-03,,601318.SH,50.3,
2025-01-06,,601318.SH,50.34,
2025-01-07,,601318.SH,50.17,
2025-01-08,,601318.SH,50.3,
2025-01-09,,601318.SH,49.81,
2025-01-10,,601318.SH,48.95,
2025-01-13,,601318.SH,48.59,
2025-01-14,,601318.SH,49.36,
2025-01-15,,601318.SH,49.11,
2025-01-16,,601318.SH,49.25,
2025-01-17,,601318.SH,49.38,
2025-01-20,,601318.SH,49.81,
2025-01-21,,601318.SH,49.9,
2025-01-22,,601318.SH,48.95,
2025-01-23,,601318.SH,50.37,
2025-01-24,,601318.SH,50.86,
2025-01-27,,601318.SH,50.85,
2025-02-05,,601318.SH,49.72,
2025-02-06,,601318.SH,50.25,
2025-02-07,,601318.SH,50.88,
2025-02-10,,601318.SH,50.9,
2025-02-11,,601318.SH,50.52,
2025-02-12,,601318.SH,51.08,
2025-02-13,,601318.SH,51.02,
2025-02-14,,601318.SH,51.7,
2025-02-17,,601318.SH,51.84,
2025-02-18,,601318.SH,51.31,
2025-02-19,,601318.SH,51.45,
2025-02-20,,601318.SH,50.78,
2025-02-21,,601318.SH,51.2,
2025-02-24,,601318.SH,52.0,
2025-02-25,,601318.SH,50.98,
2025-02-26,,601318.SH,51.62,
2025-02-27,,601318.SH,51.62,
2025-02-28,,601318.SH,50.38,
2025-03-03,,601318.SH,50.33,
2025-03-04,,601318.SH,50.08,
2025-03-05,,601318.SH,50.38,
2025-03-06,,601318.SH,51.64,
2025-03-07,,601318.SH,51.5,
2025-03-10,,601318.SH,51.25,
2025-03-11,,601318.SH,51.5,
2025-03-12,,601318.SH,51.15,
2025-03-13,,601318.SH,51.14,
2025-03-14,,601318.SH,53.47,
2025-03-17,,601318.SH,53.38,
2025-03-18,,601318.SH,53.76,
2025-03-19,,601318.SH,54.07,
2025-03-20,,601318.SH,52.49,
2025-03-21,,601318.SH,51.75,
2025-03-24,,601318.SH,52.13,
2025-03-25,,601318.SH,51.96,
2025-03-26,,601318.SH,51.72,
2025-03-27,,601318.SH,52.06,
2025-03-28,,601318.SH,51.96,
2025-03-31,,601318.SH,51.63,
2025-04-01,,601318.SH,51.62,
2025-04-02,,601318.SH,51.86,
2025-04-03,,601318.SH,51.48,
2025-04-07,,601318.SH,48.56,
2025-04-08,,601318.SH,49.26,
2025-04-09,,601318.SH,48.93,
2025-04-10,,601318.SH,49.48,
2025-04-11,,601318.SH,49.35,
2025-04-14,,601318.SH,49.48,
2025-04-15,,601318.SH,49.83,
2025-04-16,,601318.SH,49.88,
2025-04-17,,601318.SH,50.16,
2025-04-18,,601318.SH,50.44,
2025-04-21,,601318.SH,50.28,
2025-04-22,,601318.SH,50.57,
2025-04-23,,601318.SH,50.7,
2025-04-24,,601318.SH,51.22,
2025-04-25,,601318.SH,51.33,
2025-04-28,,601318.SH,51.21,
2025-04-29,,601318.SH,51.0,
2025-04-30,,601318.SH,50.71,
2025-05-06,,601318.SH,50.8,
2025-05-07,,601318.SH,51.18,
2025-05-08,,601318.SH,51.96,
2025-05-09,,601318.SH,51.75,
2025-05-12,,601318.SH,52.6,
2025-05-13,,601318.SH,52.46,
2025-05-14,,601318.SH,54.69,
2025-05-15,,601318.SH,54.25,
2025-05-16,,601318.SH,53.39,
2025-05-19,,601318.SH,53.3,
2025-05-20,,601318.SH,53.68,
2025-05-21,,601318.SH,53.85,
2025-05-22,,601318.SH,53.84,
2025-05-23,,601318.SH,53.23,
2025-05-26,,601318.SH,53.4,
2025-05-27,,601318.SH,53.4,
2025-05-28,,601318.SH,53.29,
2025-05-29,,601318.SH,53.52,
2025-05-30,,601318.SH,53.28,
2025-06-03,,601318.SH,53.85,
2025-06-04,,601318.SH,53.76,
2025-06-05,,601318.SH,53.99,
2025-06-06,,601318.SH,53.41,
2025-06-09,,601318.SH,53.72,
2025-06-10,,601318.SH,53.43,
2025-06-11,,601318.SH,54.46,
2025-06-12,,601318.SH,54.81,
2025-06-13,,601318.SH,54.48,
2025-06-16,,601318.SH,54.32,
2025-06-17,,601318.SH,54.23,
2025-06-18,,601318.SH,53.81,
2025-06-19,,601318.SH,53.2,
2025-06-20,,601318.SH,54.74,
2025-06-23,,601318.SH,55.1,
2025-06-24,,601318.SH,56.79,
2025-06-25,,601318.SH,57.88,
2025-06-26,,601318.SH,57.58,
2025-06-27,,601318.SH,56.96,
2025-06-30,,601318.SH,55.48,
2025-07-01,,601318.SH,55.7,
2025-07-02,,601318.SH,55.81,
2025-07-03,,601318.SH,55.8,
2025-07-04,,601318.SH,56.57,
2025-07-07,,601318.SH,56.43,
2025-07-08,,601318.SH,56.45,
2025-07-09,,601318.SH,55.9,
2025-07-10,,601318.SH,57.13,
2025-07-11,,601318.SH,57.71,
2025-07-14,,601318.SH,57.57,
2025-07-15,,601318.SH,57.1,
2025-07-16,,601318.SH,56.83,
2025-07-17,,601318.SH,56.81,
2025-07-18,,601318.SH,57.07,
2025-07-21,,601318.SH,57.19,
2025-07-22,,601318.SH,56.7,
2025-07-23,,601318.SH,58.0,
2025-07-24,,601318.SH,58.64,
2025-07-25,,601318.SH,58.08,
2025-07-28,,601318.SH,60.09,
2025-07-29,,601318.SH,59.49,
2025-07-30,,601318.SH,60.71,
2025-07-31,,601318.SH,58.69,
2025-08-01,,601318.SH,58.2,
2025-08-04,,601318.SH,58.21,
2025-08-05,,601318.SH,59.14,
2025-08-06,,601318.SH,59.06,
2025-08-07,,601318.SH,58.88,
2025-08-08,,601318.SH,58.54,
2025-08-11,,601318.SH,58.47,
2025-08-12,,601318.SH,58.75,
2025-08-13,,601318.SH,58.61,
2025-08-14,,601318.SH,59.62,
2025-08-15,,601318.SH,59.8,
2025-08-18,,601318.SH,59.34,
2025-08-19,,601318.SH,58.2,
2025-08-20,,601318.SH,59.2,
2025-08-21,,601318.SH,59.62,
2025-08-22,,601318.SH,60.5,
2025-08-25,,601318.SH,61.0,
2025-08-26,,601318.SH,60.52,
2025-08-27,,601318.SH,58.69,
2025-08-28,,601318.SH,58.84,
2025-08-29,,601318.SH,59.88,
2025-09-01,,601318.SH,58.51,
2025-09-02,,601318.SH,58.66,
2025-09-03,,601318.SH,57.78,
2025-09-04,,601318.SH,57.5,
2025-09-05,,601318.SH,57.9,
2025-09-08,,601318.SH,57.7,
2025-09-09,,601318.SH,58.0,
2025-09-10,,601318.SH,57.87,
2025-09-11,,601318.SH,58.69,
2025-09-12,,601318.SH,57.68,
2025-09-15,,601318.SH,57.33,
2025-09-16,,601318.SH,56.62,
2025-09-17,,601318.SH,56.57,
2025-09-18,,601318.SH,55.28,
2025-09-19,,601318.SH,55.1,
2025-09-22,,601318.SH,55.15,
2025-09-23,,601318.SH,55.02,
2025-09-24,,601318.SH,55.29,
2025-09-25,,601318.SH,55.09,
2025-09-26,,601318.SH,55.22,
2025-09-29,,601318.SH,56.01,
2025-09-30,,601318.SH,55.11,
2025-10-09,,601318.SH,55.04,
2025-10-10,,601318.SH,55.54,
2025-10-13,,601318.SH,55.1,
2025-10-14,,601318.SH,56.48,
2025-10-15,,601318.SH,57.81,
2025-10-16,,601318.SH,58.02,
2025-10-17,,601318.SH,57.28,
2025-10-20,,601318.SH,57.9,
2025-10-21,,601318.SH,58.08,
2025-10-22,,601318.SH,58.21,
2025-10-23,,601318.SH,58.75,
2025-10-24,,601318.SH,57.88,
2025-10-27,,601318.SH,57.75,
2025-10-28,,601318.SH,57.76,
2025-10-29,,601318.SH,58.95,
2025-10-30,,601318.SH,58.65,
2025-10-31,,601318.SH,57.83,
2025-11-03,,601318.SH,58.31,
2025-11-04,,601318.SH,58.94,
2025-11-05,,601318.SH,58.32,
2025-11-06,,601318.SH,58.9,
2025-11-07,,601318.SH,58.89,
2025-11-10,,601318.SH,59.3,
2025-11-11,,601318.SH,59.2,
2025-11-12,,601318.SH,60.03,
2025-11-13,,601318.SH,60.88,
2025-11-14,,601318.SH,60.65,
2025-11-17,,601318.SH,59.83,
2025-11-18,,601318.SH,59.62,
2025-11-19,,601318.SH,60.37,
2025-11-20,,601318.SH,60.2,
2025-11-21,,601318.SH,58.91,
2025-11-24,,601318.SH,58.4,
2025-11-25,,601318.SH,59.47,
2025-11-26,,601318.SH,59.78,
2025-11-27,,601318.SH,59.34,
2025-11-28,,601318.SH,58.99,
2025-12-01,,601318.SH,58.63,
2025-12-02,,601318.SH,58.8,
2025-12-03,,601318.SH,58.35,
2025-12-04,,601318.SH,58.55,
2025-12-05,,601318.SH,61.99,
2025-12-08,,601318.SH,63.4,
2025-12-09,,601318.SH,62.45,
2025-12-10,,601318.SH,62.55,
2025-12-11,,601318.SH,62.53,
2025-12-12,,601318.SH,63.91,
2025-12-15,,601318.SH,67.08,
2025-12-16,,601318.SH,67.0,
2025-12-17,,601318.SH,68.05,
2025-12-18,,601318.SH,68.5,
2025-12-19,,601318.SH,68.75,
2025-12-22,,601318.SH,68.54,
2025-12-23,,601318.SH,69.49,
2025-12-24,,601318.SH,69.03,
2025-12-25,,601318.SH,70.8,
2025-12-26,,601318.SH,71.16,
2025-12-29,,601318.SH,69.88,
2025-12-30,,601318.SH,68.8,
2025-12-31,,601318.SH,68.4,
2026-01-05,,601318.SH,72.36,
2026-01-06,,601318.SH,74.32,
2026-01-07,,601318.SH,73.45,
2026-01-08,,601318.SH,70.38,
2026-01-09,,601318.SH,69.0,
2026-01-12,,601318.SH,67.55,
2026-01-13,,601318.SH,68.2,
2026-01-14,,601318.SH,67.0,
2026-01-15,,601318.SH,67.41,
2026-01-16,,601318.SH,66.33,
2026-01-19,,601318.SH,66.3,
2026-01-20,,601318.SH,66.6,
2026-01-21,,601318.SH,65.85,
2026-01-22,,601318.SH,64.8,
2026-01-23,,601318.SH,63.9,
2026-01-26,,601318.SH,64.14,
2026-01-27,,601318.SH,65.31,
2026-01-28,,601318.SH,64.75,
2026-01-29,,601318.SH,68.0,
2026-01-30,,601318.SH,66.75,
2026-02-02,,601318.SH,66.02,
2026-02-03,,601318.SH,66.58,
2026-02-04,,601318.SH,67.4,
2026-02-05,,601318.SH,67.35,
2026-02-06,,601318.SH,66.9,
2026-02-09,,601318.SH,68.7,
2026-02-10,,601318.SH,68.19,
2026-02-11,,601318.SH,67.5,
2026-02-12,,601318.SH,66.54,
2026-02-13,,601318.SH,65.29,
2026-02-24,,601318.SH,64.5,
2026-02-25,,601318.SH,65.05,
2026-02-26,,601318.SH,63.5,
2026-02-27,,601318.SH,63.09,
2026-03-02,,601318.SH,62.35,
2026-03-03,,601318.SH,62.57,
2026-03-04,,601318.SH,61.79,
2026-03-05,,601318.SH,62.08,
2026-03-06,,601318.SH,62.67,
2026-03-09,,601318.SH,61.4,
2026-03-10,,601318.SH,62.09,
2026-03-11,,601318.SH,62.55,
2026-03-12,,601318.SH,61.6,
2026-03-13,,601318.SH,61.2,
2026-03-16,,601318.SH,60.48,
2026-03-17,,601318.SH,61.84,
2026-03-18,,601318.SH,61.89,
2026-03-19,,601318.SH,60.62,
2026-03-20,,601318.SH,59.74,
2026-03-23,,601318.SH,57.47,
2026-03-24,,601318.SH,58.12,
2026-03-25,,601318.SH,58.79,
2026-03-26,,601318.SH,56.8,
2026-03-27,,601318.SH,56.95,
2026-03-30,,601318.SH,56.33,
2026-03-31,,601318.SH,56.78,
2026-04-01,,601318.SH,58.18,
2026-04-02,,601318.SH,57.26,
2026-04-03,,601318.SH,57.25,
2026-04-07,,601318.SH,56.69,
2026-04-08,,601318.SH,56.69,
2025-01-03,,000001.SZ,,11.38
2025-01-06,,000001.SZ,,11.44
2025-01-07,,000001.SZ,,11.51
2025-01-08,,000001.SZ,,11.5
2025-01-09,,000001.SZ,,11.4
2025-01-10,,000001.SZ,,11.3
2025-01-13,,000001.SZ,,11.2
2025-01-14,,000001.SZ,,11.38
2025-01-15,,000001.SZ,,11.48
2025-01-16,,000001.SZ,,11.57
2025-01-17,,000001.SZ,,11.45
2025-01-20,,000001.SZ,,11.42
2025-01-21,,000001.SZ,,11.33
2025-01-22,,000001.SZ,,11.09
2025-01-23,,000001.SZ,,11.32
2025-01-24,,000001.SZ,,11.34
2025-01-27,,000001.SZ,,11.47
2025-02-05,,000001.SZ,,11.37
2025-02-06,,000001.SZ,,11.36
2025-02-07,,000001.SZ,,11.38
2025-02-10,,000001.SZ,,11.43
2025-02-11,,000001.SZ,,11.42
2025-02-12,,000001.SZ,,11.42
2025-02-13,,000001.SZ,,11.5
2025-02-14,,000001.SZ,,11.55
2025-02-17,,000001.SZ,,11.78
2025-02-18,,000001.SZ,,11.81
2025-02-19,,000001.SZ,,11.71
2025-02-20,,000001.SZ,,11.66
2025-02-21,,000001.SZ,,11.64
2025-02-24,,000001.SZ,,11.59
2025-02-25,,000001.SZ,,11.47
2025-02-26,,000001.SZ,,11.52
2025-02-27,,000001.SZ,,11.62
2025-02-28,,000001.SZ,,11.53
2025-03-03,,000001.SZ,,11.51
2025-03-04,,000001.SZ,,11.51
2025-03-05,,000001.SZ,,11.66
2025-03-06,,000001.SZ,,11.63
2025-03-07,,000001.SZ,,11.67
2025-03-10,,000001.SZ,,11.59
2025-03-11,,000001.SZ,,11.61
2025-03-12,,000001.SZ,,11.85
2025-03-13,,000001.SZ,,11.84
2025-03-14,,000001.SZ,,11.97
2025-03-17,,000001.SZ,,11.5
2025-03-18,,000001.SZ,,11.49
2025-03-19,,000001.SZ,,11.52
2025-03-20,,000001.SZ,,11.49
2025-03-21,,000001.SZ,,11.42
2025-03-24,,000001.SZ,,11.38
2025-03-25,,000001.SZ,,11.43
2025-03-26,,000001.SZ,,11.38
2025-03-27,,000001.SZ,,11.39
2025-03-28,,000001.SZ,,11.35
2025-03-31,,000001.SZ,,11.26
2025-04-01,,000001.SZ,,11.27
2025-04-02,,000001.SZ,,11.37
2025-04-03,,000001.SZ,,11.34
2025-04-07,,000001.SZ,,10.7
2025-04-08,,000001.SZ,,10.82
2025-04-09,,000001.SZ,,10.8
2025-04-10,,000001.SZ,,10.9
2025-04-11,,000001.SZ,,10.89
2025-04-14,,000001.SZ,,10.93
2025-04-15,,000001.SZ,,10.95
2025-04-16,,000001.SZ,,11.0
2025-04-17,,000001.SZ,,11.06
2025-04-18,,000001.SZ,,11.18
2025-04-21,,000001.SZ,,11.02
2025-04-22,,000001.SZ,,11.04
2025-04-23,,000001.SZ,,11.01
2025-04-24,,000001.SZ,,11.03
2025-04-25,,000001.SZ,,11.01
2025-04-28,,000001.SZ,,11.0
2025-04-29,,000001.SZ,,10.98
2025-04-30,,000001.SZ,,10.91
2025-05-06,,000001.SZ,,10.96
2025-05-07,,000001.SZ,,11.03
2025-05-08,,000001.SZ,,11.08
2025-05-09,,000001.SZ,,11.15
2025-05-12,,000001.SZ,,11.16
2025-05-13,,000001.SZ,,11.29
2025-05-14,,000001.SZ,,11.43
2025-05-15,,000001.SZ,,11.39
2025-05-16,,000001.SZ,,11.38
2025-05-19,,000001.SZ,,11.37
2025-05-20,,000001.SZ,,11.39
2025-05-21,,000001.SZ,,11.48
2025-05-22,,000001.SZ,,11.55
2025-05-23,,000001.SZ,,11.46
2025-05-26,,000001.SZ,,11.42
2025-05-27,,000001.SZ,,11.49
2025-05-28,,000001.SZ,,11.53
2025-05-29,,000001.SZ,,11.46
2025-05-30,,000001.SZ,,11.56
2025-06-03,,000001.SZ,,11.81
2025-06-04,,000001.SZ,,11.84
2025-06-05,,000001.SZ,,11.67
2025-06-06,,000001.SZ,,11.7
2025-06-09,,000001.SZ,,11.71
2025-06-10,,000001.SZ,,11.81
2025-06-11,,000001.SZ,,11.85
2025-06-12,,000001.SZ,,11.68
2025-06-13,,000001.SZ,,11.58
2025-06-16,,000001.SZ,,11.79
2025-06-17,,000001.SZ,,11.76
2025-06-18,,000001.SZ,,11.77
2025-06-19,,000001.SZ,,11.7
2025-06-20,,000001.SZ,,11.84
2025-06-23,,000001.SZ,,11.93
2025-06-24,,000001.SZ,,11.93
2025-06-25,,000001.SZ,,12.06
2025-06-26,,000001.SZ,,12.41
2025-06-27,,000001.SZ,,12.2
2025-06-30,,000001.SZ,,12.07
2025-07-01,,000001.SZ,,12.3
2025-07-02,,000001.SZ,,12.32
2025-07-03,,000001.SZ,,12.35
2025-07-04,,000001.SZ,,12.6
2025-07-07,,000001.SZ,,12.78
2025-07-08,,000001.SZ,,12.69
2025-07-09,,000001.SZ,,12.84
