code1,code2,name1,name2,beta,score,half_life,p_value,correlation,data_points
159357.OF,159362.OF,博时中证A500ETF,工银中证A500ETF,1.0195,142.4912,15.0175,0.0000,0.9999,223
159547.OF,563020.OF,华夏中证红利低波动ETF,易方达中证红利低波动ETF,1.0075,142.3352,15.3295,0.0000,0.9979,240
159351.OF,159361.OF,嘉实中证A500ETF,易方达中证A500ETF,1.0042,142.3065,9.2321,0.0000,0.9997,232
159351.OF,159361.OF,嘉实中证A500ETF,易方达中证A500ETF,1.0042,142.3065,9.2321,0.0000,0.9997,232
159351.OF,159353.OF,嘉实中证A500ETF,景顺长城中证A500ETF,0.9860,142.2858,9.2571,0.0000,0.9998,240
159351.OF,159353.OF,嘉实中证A500ETF,景顺长城中证A500ETF,0.9860,142.2858,9.2571,0.0000,0.9998,240
515310.OF,561230.OF,汇添富沪深300ETF,工银中证A50ETF,0.7957,142.2130,1128.8715,0.0214,0.9932,240
159353.OF,560530.OF,景顺长城中证A500ETF,摩根中证A500ETF,1.0155,141.9745,16.0509,0.0000,0.9999,240
159339.OF,159353.OF,银华中证A500ETF,景顺长城中证A500ETF,1.0032,141.9484,9.6619,0.0000,0.9999,240
159339.OF,159353.OF,银华中证A500ETF,景顺长城中证A500ETF,1.0032,141.9484,9.6619,0.0000,0.9999,240
159339.OF,159351.OF,银华中证A500ETF,嘉实中证A500ETF,1.0168,141.9382,9.6742,0.0000,0.9999,240
159339.OF,159351.OF,银华中证A500ETF,嘉实中证A500ETF,1.0168,141.9382,9.6742,0.0000,0.9999,240
159834.OF,159934.OF,南方上海金ETF,易方达黄金ETF,1.0006,141.8930,16.2124,0.0000,1.0000,240
159781.OF,159782.OF,易方达中证科创创业50ETF,银华中证科创创业50ETF,0.9871,141.7632,9.8841,0.0000,1.0000,240
159781.OF,159782.OF,易方达中证科创创业50ETF,银华中证科创创业50ETF,0.9871,141.7632,9.8841,0.0000,1.0000,240
516200.OF,560090.OF,华安中证全指证券公司ETF,汇添富中证全指证券公司ETF,1.7574,141.4232,1715.3657,0.0000,0.9997,240
159629.OF,159845.OF,富国中证1000ETF,华夏中证1000ETF,1.0036,141.3784,10.3460,0.0000,0.9999,240
159629.OF,159845.OF,富国中证1000ETF,华夏中证1000ETF,1.0036,141.3784,10.3460,0.0000,0.9999,240
159593.OF,563080.OF,平安中证A50ETF,易方达中证A50ETF,0.9983,141.3389,17.3221,0.0000,0.9997,240
159339.OF,560530.OF,银华中证A500ETF,摩根中证A500ETF,1.0188,141.2251,10.5298,0.0000,0.9999,240
159339.OF,560530.OF,银华中证A500ETF,摩根中证A500ETF,1.0188,141.2251,10.5298,0.0000,0.9999,240
159845.OF,560010.OF,华夏中证1000ETF,广发中证1000ETF,0.9985,141.1968,17.6064,0.0000,0.9999,240
159937.OF,518860.OF,博时黄金ETF,建信上海金ETF,1.0020,141.0231,10.7722,0.0000,1.0000,240
159937.OF,518860.OF,博时黄金ETF,建信上海金ETF,1.0020,141.0231,10.7722,0.0000,1.0000,240
118033.SH,127038.SZ,华特转债,国微转债,1.0047,140.9507,1806.9359,0.0001,0.9716,240
159310.OF,159599.OF,天弘中证芯片产业ETF,东财中证芯片产业ETF,0.9971,140.8239,11.0113,0.0000,0.9998,240
159310.OF,159599.OF,天弘中证芯片产业ETF,东财中证芯片产业ETF,0.9971,140.8239,11.0113,0.0000,0.9998,240
159937.OF,518660.OF,博时黄金ETF,工银黄金ETF,1.0000,140.7111,1857.7707,0.0000,1.0000,240
600061.SH,512070.OF,国投资本,易方达沪深300非银ETF,-0.1009,140.6450,1373.6621,0.0249,0.9768,240
159812.OF,159937.OF,前海开源黄金ETF,博时黄金ETF,1.0009,140.4907,11.4004,0.0001,1.0000,240
159812.OF,159937.OF,前海开源黄金ETF,博时黄金ETF,1.0009,140.4907,11.4004,0.0001,1.0000,240
159532.OF,159680.OF,易方达中证2000ETF,招商中证1000增强策略ETF,1.0185,140.4903,1470.2043,0.0216,0.9962,239
510300.OF,510350.OF,华泰柏瑞沪深300ETF,工银沪深300ETF,1.0080,140.3407,19.3185,0.0000,0.9999,240
159351.OF,560530.OF,嘉实中证A500ETF,摩根中证A500ETF,1.0014,140.2967,11.6440,0.0000,0.9998,240
159351.OF,560530.OF,嘉实中证A500ETF,摩根中证A500ETF,1.0014,140.2967,11.6440,0.0000,0.9998,240
159830.OF,518680.OF,天弘上海金ETF,富国上海金ETF,1.0009,140.2117,19.5766,0.0000,1.0000,240
159925.OF,510310.OF,南方沪深300ETF,易方达沪深300ETF,0.9907,140.1079,19.7843,0.0000,0.9998,240
127054.SZ,127102.SZ,双箭转债,浙建转债,0.9945,139.5121,20.3116,0.0033,0.9079,240
159339.OF,159361.OF,银华中证A500ETF,易方达中证A500ETF,1.0222,138.9931,13.2082,0.0000,0.9998,232
159339.OF,159361.OF,银华中证A500ETF,易方达中证A500ETF,1.0222,138.9931,13.2082,0.0000,0.9998,232
159629.OF,560010.OF,富国中证1000ETF,广发中证1000ETF,1.0021,138.7790,13.4652,0.0000,0.9999,240
159629.OF,560010.OF,富国中证1000ETF,广发中证1000ETF,1.0021,138.7790,13.4652,0.0000,0.9999,240
159353.OF,159361.OF,景顺长城中证A500ETF,易方达中证A500ETF,1.0218,138.5116,22.9768,0.0000,0.9999,232
159352.OF,563220.OF,南方中证A500ETF,富国中证A500ETF,0.9888,138.4711,23.0578,0.0000,0.9999,240
159593.OF,159595.OF,平安中证A50ETF,大成中证A50ETF,0.9961,138.3181,23.3637,0.0000,0.9998,240
159831.OF,159937.OF,嘉实上海金ETF,博时黄金ETF,0.9939,138.1460,2370.7926,0.0000,1.0000,240
159338.OF,159351.OF,国泰中证A500ETF,嘉实中证A500ETF,0.9979,138.0833,14.3001,0.0000,0.9998,240
159338.OF,159351.OF,国泰中证A500ETF,嘉实中证A500ETF,0.9979,138.0833,14.3001,0.0000,0.9998,240
588800.OF,588880.OF,华夏上证科创板100ETF,华泰柏瑞上证科创板100ETF,0.9945,138.0783,23.6812,0.0008,0.9999,240
588030.OF,588220.OF,博时上证科创板100ETF,鹏华上证科创板100ETF,0.9924,137.9914,14.4102,0.0000,1.0000,240
588030.OF,588220.OF,博时上证科创板100ETF,鹏华上证科创板100ETF,0.9924,137.9914,14.4102,0.0000,1.0000,240
518860.OF,518880.OF,建信上海金ETF,华安黄金ETF,0.9988,137.9205,24.1590,0.0000,0.9999,240
123172.SZ,127054.SZ,漱玉转债,双箭转债,1.0084,137.7853,24.4206,0.0000,0.9261,240
159338.OF,512050.OF,国泰中证A500ETF,华夏中证A500ETF,0.9998,137.6501,24.6998,0.0000,0.9999,234
159357.OF,159362.OF,博时中证A500ETF,工银中证A500ETF,1.0195,137.4854,15.0175,0.0000,0.9999,223
159357.OF,159362.OF,博时中证A500ETF,工银中证A500ETF,1.0195,137.4854,15.0175,0.0000,0.9999,223
159300.OF,510330.OF,富国沪深300ETF,华夏沪深300ETF,0.9935,137.4128,25.1744,0.0000,0.9998,240
159595.OF,563080.OF,大成中证A50ETF,易方达中证A50ETF,1.0021,137.2823,25.4055,0.0001,0.9998,240
159547.OF,563020.OF,华夏中证红利低波动ETF,易方达中证红利低波动ETF,1.0075,137.2254,15.3295,0.0000,0.9979,240
159547.OF,563020.OF,华夏中证红利低波动ETF,易方达中证红利低波动ETF,1.0075,137.2254,15.3295,0.0000,0.9979,240
159353.OF,560530.OF,景顺长城中证A500ETF,摩根中证A500ETF,1.0155,136.6242,16.0509,0.0000,0.9999,240
159353.OF,560530.OF,景顺长城中证A500ETF,摩根中证A500ETF,1.0155,136.6242,16.0509,0.0000,0.9999,240
159834.OF,159934.OF,南方上海金ETF,易方达黄金ETF,1.0006,136.4889,16.2124,0.0000,1.0000,240
159834.OF,159934.OF,南方上海金ETF,易方达黄金ETF,1.0006,136.4889,16.2124,0.0000,1.0000,240
159937.OF,518880.OF,博时黄金ETF,华安黄金ETF,1.0008,135.9971,28.0059,0.0000,1.0000,240
159812.OF,518880.OF,前海开源黄金ETF,华安黄金ETF,1.0017,135.8803,28.2395,0.0000,1.0000,240
159639.OF,561190.OF,南方中证上海环交所碳中和ETF,富国中证上海环交所碳中和ETF,0.9998,135.7255,28.5490,0.0000,0.9999,240
159593.OF,563080.OF,平安中证A50ETF,易方达中证A50ETF,0.9983,135.5649,17.3221,0.0000,0.9997,240
159593.OF,563080.OF,平安中证A50ETF,易方达中证A50ETF,0.9983,135.5649,17.3221,0.0000,0.9997,240
159845.OF,560010.OF,华夏中证1000ETF,广发中证1000ETF,0.9985,135.3280,17.6064,0.0000,0.9999,240
159845.OF,560010.OF,华夏中证1000ETF,广发中证1000ETF,0.9985,135.3280,17.6064,0.0000,0.9999,240
159300.OF,159919.OF,富国沪深300ETF,嘉实沪深300ETF,1.0055,134.7900,30.4199,0.0000,0.9999,240
510300.OF,510350.OF,华泰柏瑞沪深300ETF,工银沪深300ETF,1.0080,133.9012,19.3185,0.0000,0.9999,240
510300.OF,510350.OF,华泰柏瑞沪深300ETF,工银沪深300ETF,1.0080,133.9012,19.3185,0.0000,0.9999,240
159830.OF,518680.OF,天弘上海金ETF,富国上海金ETF,1.0009,133.6861,19.5766,0.0000,1.0000,240
159830.OF,518680.OF,天弘上海金ETF,富国上海金ETF,1.0009,133.6861,19.5766,0.0000,1.0000,240
159925.OF,510310.OF,南方沪深300ETF,易方达沪深300ETF,0.9907,133.5131,19.7843,0.0000,0.9998,240
159925.OF,510310.OF,南方沪深300ETF,易方达沪深300ETF,0.9907,133.5131,19.7843,0.0000,0.9998,240
159834.OF,518600.OF,南方上海金ETF,广发上海金ETF,1.0000,133.1635,33.6729,0.0000,0.9999,240
127054.SZ,127102.SZ,双箭转债,浙建转债,0.9945,132.7416,20.3116,0.0033,0.9079,240
127054.SZ,127102.SZ,双箭转债,浙建转债,0.9945,132.7416,20.3116,0.0033,0.9079,240
113633.SH,128121.SZ,科沃转债,宏川转债,0.9936,132.4281,3267.1168,0.0124,0.9482,240
515600.OF,515900.OF,广发中证央企创新驱动ETF,博时央企创新驱动ETF,0.9985,131.0074,37.6532,0.0017,0.9991,240
518660.OF,518800.OF,工银黄金ETF,国泰黄金ETF,0.9947,130.9810,37.9836,0.0003,1.0000,240
159353.OF,159361.OF,景顺长城中证A500ETF,易方达中证A500ETF,1.0218,130.8527,22.9768,0.0000,0.9999,232
159353.OF,159361.OF,景顺长城中证A500ETF,易方达中证A500ETF,1.0218,130.8527,22.9768,0.0000,0.9999,232
511700.OF,511850.OF,场内货币,招商财富宝E,1.0000,130.8048,36.6251,0.0088,0.8605,240
159352.OF,563220.OF,南方中证A500ETF,富国中证A500ETF,0.9888,130.7851,23.0578,0.0000,0.9999,240
159352.OF,563220.OF,南方中证A500ETF,富国中证A500ETF,0.9888,130.7851,23.0578,0.0000,0.9999,240
159593.OF,159595.OF,平安中证A50ETF,大成中证A50ETF,0.9961,130.5302,23.3637,0.0000,0.9998,240
159593.OF,159595.OF,平安中证A50ETF,大成中证A50ETF,0.9961,130.5302,23.3637,0.0000,0.9998,240
159351.OF,512050.OF,嘉实中证A500ETF,华夏中证A500ETF,0.9875,130.3273,39.3454,0.0000,0.9999,234
588800.OF,588880.OF,华夏上证科创板100ETF,华泰柏瑞上证科创板100ETF,0.9945,130.1845,23.6812,0.0008,0.9999,240
588800.OF,588880.OF,华夏上证科创板100ETF,华泰柏瑞上证科创板100ETF,0.9945,130.1845,23.6812,0.0008,0.9999,240
123114.SZ,127056.SZ,三角转债,中特转债,0.9799,130.1783,36.3673,0.0164,0.9322,240
518860.OF,518880.OF,建信上海金ETF,华安黄金ETF,0.9988,129.8675,24.1590,0.0000,0.9999,240
518860.OF,518880.OF,建信上海金ETF,华安黄金ETF,0.9988,129.8675,24.1590,0.0000,0.9999,240
113625.SH,123117.SZ,江山转债,健帆转债,0.9940,129.7533,39.8099,0.0034,0.9255,240
159757.OF,159775.OF,景顺长城国证新能源车电池ETF,建信国证新能源车电池ETF,0.9699,129.6996,40.6008,0.0000,0.9986,240
123172.SZ,127054.SZ,漱玉转债,双箭转债,1.0084,129.6451,24.4206,0.0000,0.9261,240
123172.SZ,127054.SZ,漱玉转债,双箭转债,1.0084,129.6451,24.4206,0.0000,0.9261,240
159338.OF,512050.OF,国泰中证A500ETF,华夏中证A500ETF,0.9998,129.4169,24.6998,0.0000,0.9999,234
159338.OF,512050.OF,国泰中证A500ETF,华夏中证A500ETF,0.9998,129.4169,24.6998,0.0000,0.9999,234
159639.OF,562990.OF,南方中证上海环交所碳中和ETF,易方达中证上海环交所碳中和ETF,1.0036,129.3933,41.2134,0.0000,0.9999,240
561160.OF,561910.OF,富国中证电池主题ETF,招商中证电池主题ETF,1.0027,129.3417,41.3160,0.0000,0.9999,240
159934.OF,518600.OF,易方达黄金ETF,广发上海金ETF,0.9993,129.0666,41.8667,0.0000,1.0000,240
159300.OF,510330.OF,富国沪深300ETF,华夏沪深300ETF,0.9935,129.0213,25.1744,0.0000,0.9998,240
159300.OF,510330.OF,富国沪深300ETF,华夏沪深300ETF,0.9935,129.0213,25.1744,0.0000,0.9998,240
113652.SH,123107.SZ,伟22转债,温氏转债,1.0107,128.8612,42.2704,0.0000,0.9578,240
159595.OF,563080.OF,大成中证A50ETF,易方达中证A50ETF,1.0021,128.8138,25.4055,0.0001,0.9998,240
159595.OF,563080.OF,大成中证A50ETF,易方达中证A50ETF,1.0021,128.8138,25.4055,0.0001,0.9998,240
159338.OF,560530.OF,国泰中证A500ETF,摩根中证A500ETF,0.9946,128.7901,41.9028,0.0026,0.9998,240
159338.OF,159353.OF,国泰中证A500ETF,景顺长城中证A500ETF,0.9795,128.5882,42.8236,0.0000,0.9999,240
113623.SH,118042.SH,凤21转债,奥维转债,0.9892,128.1423,41.9674,0.0087,0.9689,240
159300.OF,510300.OF,富国沪深300ETF,华泰柏瑞沪深300ETF,0.9837,127.9454,44.1064,0.0000,0.9999,240
111009.SH,111018.SH,盛泰转债,华康转债,1.0246,127.8559,44.2866,0.0000,0.9697,240
159816.OF,128135.SZ,鹏华中证0-4年期地方政府债ETF,洽洽转债,1.0008,127.7038,4438.2000,0.0011,0.8573,240
118022.SH,123107.SZ,锂科转债,温氏转债,1.0303,127.2668,45.3752,0.0005,0.9588,240
512050.OF,563800.OF,华夏中证A500ETF,广发中证A500ETF,1.0001,126.7781,46.4435,0.0000,0.9999,233
110067.SH,111021.SH,华安转债,奥锐转债,0.9923,126.7196,46.5469,0.0001,0.9384,240
159937.OF,518880.OF,博时黄金ETF,华安黄金ETF,1.0008,126.6618,28.0059,0.0000,1.0000,240
159937.OF,518880.OF,博时黄金ETF,华安黄金ETF,1.0008,126.6618,28.0059,0.0000,1.0000,240
159812.OF,518880.OF,前海开源黄金ETF,华安黄金ETF,1.0017,126.4671,28.2395,0.0000,1.0000,240
159812.OF,518880.OF,前海开源黄金ETF,华安黄金ETF,1.0017,126.4671,28.2395,0.0000,1.0000,240
159351.OF,563800.OF,嘉实中证A500ETF,广发中证A500ETF,0.9915,126.3794,47.2411,0.0000,0.9999,233
123104.SZ,123114.SZ,卫宁转债,三角转债,0.9994,126.3233,47.2855,0.0003,0.9269,240
110076.SH,111001.SH,华海转债,山玻转债,1.0066,126.3149,47.3495,0.0001,0.9646,240
159639.OF,561190.OF,南方中证上海环交所碳中和ETF,富国中证上海环交所碳中和ETF,0.9998,126.2092,28.5490,0.0000,0.9999,240
159639.OF,561190.OF,南方中证上海环交所碳中和ETF,富国中证上海环交所碳中和ETF,0.9998,126.2092,28.5490,0.0000,0.9999,240
515390.OF,561230.OF,华安沪深300ETF,工银中证A50ETF,0.9229,126.2015,4272.4719,0.0244,0.9934,240
111014.SH,123179.SZ,李子转债,立高转债,0.9975,126.0709,47.4634,0.0020,0.9658,240
113633.SH,127069.SZ,科沃转债,小熊转债,1.0161,125.9545,47.6774,0.0021,0.9636,240
113627.SH,113682.SH,太平转债,益丰转债,1.0114,125.8924,48.0442,0.0009,0.9292,240
113679.SH,128121.SZ,芯能转债,宏川转债,0.9945,125.5831,48.2789,0.0028,0.9509,240
159361.OF,560530.OF,易方达中证A500ETF,摩根中证A500ETF,0.9895,125.1586,49.6828,0.0000,0.9998,232
123172.SZ,127088.SZ,漱玉转债,赫达转债,0.9996,125.1034,41.3837,0.0420,0.9129,240
123071.SZ,127042.SZ,天能转债,嘉美转债,0.9962,124.7601,4669.9916,0.0189,0.9450,240
123216.SZ,127049.SZ,科顺转债,希望转2,0.9991,124.6670,50.4948,0.0009,0.9671,240
159300.OF,159919.OF,富国沪深300ETF,嘉实沪深300ETF,1.0055,124.6501,30.4199,0.0000,0.9999,240
159300.OF,159919.OF,富国沪深300ETF,嘉实沪深300ETF,1.0055,124.6501,30.4199,0.0000,0.9999,240
111014.SH,123113.SZ,李子转债,仙乐转债,1.0002,124.5043,48.0040,0.0149,0.9501,240
111021.SH,128128.SZ,奥锐转债,齐翔转2,0.9916,123.6811,52.5740,0.0003,0.9355,240
110067.SH,127088.SZ,华安转债,赫达转债,0.9833,123.4880,52.6960,0.0016,0.9242,240
127022.SZ,128121.SZ,恒逸转债,宏川转债,1.0095,123.2590,51.4809,0.0100,0.9413,240
159339.OF,512050.OF,银华中证A500ETF,华夏中证A500ETF,1.0030,123.1944,53.6111,0.0000,0.9999,234
601390.SH,601186.SH,中国中铁,中国铁建,1.2011,122.6737,54.6363,0.0001,0.9899,240
113627.SH,123114.SZ,太平转债,三角转债,1.0158,122.2132,52.7631,0.0141,0.8821,240
159834.OF,518600.OF,南方上海金ETF,广发上海金ETF,1.0000,121.9392,33.6729,0.0000,0.9999,240
159834.OF,518600.OF,南方上海金ETF,广发上海金ETF,1.0000,121.9392,33.6729,0.0000,0.9999,240
111018.SH,123091.SZ,华康转债,长海转债,0.9919,121.7781,56.3788,0.0003,0.9697,240
123114.SZ,127054.SZ,三角转债,双箭转债,1.0013,121.6995,49.1743,0.0371,0.9221,240
111000.SH,118042.SH,起帆转债,奥维转债,0.9847,121.5352,55.0524,0.0094,0.9747,240
127022.SZ,127030.SZ,恒逸转债,盛虹转债,1.0118,121.5302,53.8669,0.0154,0.9465,240
111000.SH,128119.SZ,起帆转债,龙大转债,0.9828,121.3252,55.2643,0.0104,0.9697,240
159828.OF,159898.OF,国泰中证医疗ETF,招商中证全指医疗器械ETF,0.7199,121.2996,5378.1739,0.0181,0.9862,240
159812.OF,518890.OF,前海开源黄金ETF,中银上海金ETF,1.0030,121.2944,57.4112,0.0000,1.0000,240
512900.OF,560090.OF,南方中证全指证券公司ETF,汇添富中证全指证券公司ETF,1.4671,121.2907,5287.2545,0.0227,0.9996,240
118022.SH,127022.SZ,锂科转债,恒逸转债,0.9968,121.2663,48.2580,0.0460,0.9500,240
113679.SH,118022.SH,芯能转债,锂科转债,0.9883,121.1336,57.4794,0.0013,0.9622,240
159751.OF,513020.OF,鹏华中证港股通科技ETF,国泰中证港股通科技ETF,1.0514,121.0899,56.5860,0.0062,0.9997,240
113652.SH,127022.SZ,伟22转债,恒逸转债,0.9779,120.8643,58.2556,0.0001,0.9565,240
159330.OF,562890.OF,东财沪深300ETF,嘉实中证A50ETF,0.8182,120.3051,58.5459,0.0042,0.9931,240
159330.OF,563080.OF,东财沪深300ETF,易方达中证A50ETF,0.8445,120.0857,59.0976,0.0037,0.9928,240
159591.OF,562890.OF,富国中证A50ETF,嘉实中证A50ETF,1.0036,119.8979,60.2038,0.0000,0.9997,240
123107.SZ,127042.SZ,温氏转债,嘉美转债,0.9826,119.8519,59.6210,0.0034,0.9238,240
118033.SH,127022.SZ,华特转债,恒逸转债,0.9758,118.8615,61.9940,0.0014,0.9414,240
111000.SH,127038.SZ,起帆转债,国微转债,1.0006,118.7994,61.9495,0.0023,0.9718,240
511700.OF,511850.OF,场内货币,招商财富宝E,1.0000,118.5965,36.6251,0.0088,0.8605,240
511700.OF,511850.OF,场内货币,招商财富宝E,1.0000,118.5965,36.6251,0.0088,0.8605,240
515600.OF,515900.OF,广发中证央企创新驱动ETF,博时央企创新驱动ETF,0.9985,118.4563,37.6532,0.0017,0.9991,240
515600.OF,515900.OF,广发中证央企创新驱动ETF,博时央企创新驱动ETF,0.9985,118.4563,37.6532,0.0017,0.9991,240
518660.OF,518800.OF,工银黄金ETF,国泰黄金ETF,0.9947,118.3198,37.9836,0.0003,1.0000,240
518660.OF,518800.OF,工银黄金ETF,国泰黄金ETF,0.9947,118.3198,37.9836,0.0003,1.0000,240
512880.OF,560090.OF,国泰中证全指证券公司ETF,汇添富中证全指证券公司ETF,1.3867,118.2404,6351.9161,0.0000,0.9997,240
113633.SH,123114.SZ,科沃转债,三角转债,1.0140,118.2090,62.9736,0.0030,0.9271,240
123114.SZ,127056.SZ,三角转债,中特转债,0.9799,118.0558,36.3673,0.0164,0.9322,240
123114.SZ,127056.SZ,三角转债,中特转债,0.9799,118.0558,36.3673,0.0164,0.9322,240
110073.SH,128128.SZ,国投转债,齐翔转2,1.0023,117.9702,63.6892,0.0019,0.9216,240
588030.OF,588120.OF,博时上证科创板100ETF,国泰上证科创板100ETF,1.0075,117.9701,57.1080,0.0348,0.9999,240
159603.OF,588350.OF,天弘中证科创创业50ETF,鹏扬中证科创创业50ETF,0.9908,117.7970,62.6942,0.0086,0.9999,240
110073.SH,127088.SZ,国投转债,赫达转债,1.0017,117.4247,64.3835,0.0038,0.9358,240
159351.OF,512050.OF,嘉实中证A500ETF,华夏中证A500ETF,0.9875,117.2122,39.3454,0.0000,0.9999,234
159351.OF,512050.OF,嘉实中证A500ETF,华夏中证A500ETF,0.9875,117.2122,39.3454,0.0000,0.9999,234
113625.SH,123117.SZ,江山转债,健帆转债,0.9940,116.4833,39.8099,0.0034,0.9255,240
113625.SH,123117.SZ,江山转债,健帆转债,0.9940,116.4833,39.8099,0.0034,0.9255,240
159757.OF,159775.OF,景顺长城国证新能源车电池ETF,建信国证新能源车电池ETF,0.9699,116.1660,40.6008,0.0000,0.9986,240
159757.OF,159775.OF,景顺长城国证新能源车电池ETF,建信国证新能源车电池ETF,0.9699,116.1660,40.6008,0.0000,0.9986,240
159360.OF,563360.OF,天弘中证A500ETF,华泰柏瑞中证A500ETF,0.9807,116.0675,67.8330,0.0002,0.9999,225
159639.OF,562990.OF,南方中证上海环交所碳中和ETF,易方达中证上海环交所碳中和ETF,1.0036,115.6555,41.2134,0.0000,0.9999,240
159639.OF,562990.OF,南方中证上海环交所碳中和ETF,易方达中证上海环交所碳中和ETF,1.0036,115.6555,41.2134,0.0000,0.9999,240
561160.OF,561910.OF,富国中证电池主题ETF,招商中证电池主题ETF,1.0027,115.5697,41.3160,0.0000,0.9999,240
561160.OF,561910.OF,富国中证电池主题ETF,招商中证电池主题ETF,1.0027,115.5697,41.3160,0.0000,0.9999,240
113633.SH,123107.SZ,科沃转债,温氏转债,1.0174,115.5322,61.1452,0.0390,0.9174,240
513860.OF,513980.OF,海富通中证港股通科技ETF,景顺长城中证港股通科技ETF,1.0012,115.5284,68.6782,0.0013,0.9998,240
111014.SH,113054.SH,李子转债,绿动转债,0.9967,115.2143,63.7509,0.0291,0.9429,240
159934.OF,518600.OF,易方达黄金ETF,广发上海金ETF,0.9993,115.1111,41.8667,0.0000,1.0000,240
159934.OF,518600.OF,易方达黄金ETF,广发上海金ETF,0.9993,115.1111,41.8667,0.0000,1.0000,240
110073.SH,111021.SH,国投转债,奥锐转债,1.0108,114.8488,69.9315,0.0019,0.9449,240
159338.OF,560530.OF,国泰中证A500ETF,摩根中证A500ETF,0.9946,114.8225,41.9028,0.0026,0.9998,240
159338.OF,560530.OF,国泰中证A500ETF,摩根中证A500ETF,0.9946,114.8225,41.9028,0.0026,0.9998,240
113652.SH,123107.SZ,伟22转债,温氏转债,1.0107,114.7711,42.2704,0.0000,0.9578,240
113652.SH,123107.SZ,伟22转债,温氏转债,1.0107,114.7711,42.2704,0.0000,0.9578,240
159338.OF,159353.OF,国泰中证A500ETF,景顺长城中证A500ETF,0.9795,114.3137,42.8236,0.0000,0.9999,240
159338.OF,159353.OF,国泰中证A500ETF,景顺长城中证A500ETF,0.9795,114.3137,42.8236,0.0000,0.9999,240
159330.OF,159595.OF,东财沪深300ETF,大成中证A50ETF,0.8427,114.2423,64.9289,0.0329,0.9926,240
159780.OF,159783.OF,南方中证科创创业50ETF,华夏中证科创创业50ETF,0.9969,114.1890,62.9947,0.0431,1.0000,240
113623.SH,118042.SH,凤21转债,奥维转债,0.9892,114.1531,41.9674,0.0087,0.9689,240
113623.SH,118042.SH,凤21转债,奥维转债,0.9892,114.1531,41.9674,0.0087,0.9689,240
515390.OF,560350.OF,华安沪深300ETF,摩根中证A50ETF,0.8344,113.9333,64.7550,0.0369,0.9925,240
159352.OF,159356.OF,南方中证A500ETF,万家中证A500ETF,1.0027,113.9250,72.1501,0.0000,0.9999,219
118032.SH,123165.SZ,建龙转债,回天转债,1.0035,113.3154,73.3349,0.0002,0.9873,240
159300.OF,510300.OF,富国沪深300ETF,华泰柏瑞沪深300ETF,0.9837,113.2433,44.1064,0.0000,0.9999,240
159300.OF,510300.OF,富国沪深300ETF,华泰柏瑞沪深300ETF,0.9837,113.2433,44.1064,0.0000,0.9999,240
111009.SH,111018.SH,盛泰转债,华康转债,1.0246,113.0937,44.2866,0.0000,0.9697,240
111009.SH,111018.SH,盛泰转债,华康转债,1.0246,113.0937,44.2866,0.0000,0.9697,240
159339.OF,563800.OF,银华中证A500ETF,广发中证A500ETF,1.0073,112.9405,72.8418,0.0064,0.9999,233
111014.SH,127031.SZ,李子转债,洋丰转债,1.0052,112.6281,73.1155,0.0081,0.9401,240
111002.SH,123117.SZ,特纸转债,健帆转债,0.9926,112.5705,72.3096,0.0127,0.9013,240
159351.OF,563880.OF,嘉实中证A500ETF,汇添富中证A500ETF,1.0027,112.2334,75.5333,0.0000,0.9999,228
118022.SH,123107.SZ,锂科转债,温氏转债,1.0303,112.1417,45.3752,0.0005,0.9588,240
118022.SH,123107.SZ,锂科转债,温氏转债,1.0303,112.1417,45.3752,0.0005,0.9588,240
123172.SZ,127088.SZ,漱玉转债,赫达转债,0.9996,111.3088,41.3837,0.0420,0.9129,240
123172.SZ,127088.SZ,漱玉转债,赫达转债,0.9996,111.3088,41.3837,0.0420,0.9129,240
512050.OF,563800.OF,华夏中证A500ETF,广发中证A500ETF,1.0001,111.2969,46.4435,0.0000,0.9999,233
512050.OF,563800.OF,华夏中证A500ETF,广发中证A500ETF,1.0001,111.2969,46.4435,0.0000,0.9999,233
159842.OF,515560.OF,银华中证全指证券公司ETF,建信中证全指证券公司ETF,0.7589,111.2434,7751.3214,0.0000,0.9998,240
110067.SH,111021.SH,华安转债,奥锐转债,0.9923,111.2040,46.5469,0.0001,0.9384,240
110067.SH,111021.SH,华安转债,奥锐转债,0.9923,111.2040,46.5469,0.0001,0.9384,240
118042.SH,128119.SZ,奥维转债,龙大转债,0.9981,110.6870,76.7484,0.0094,0.9647,240
159351.OF,563800.OF,嘉实中证A500ETF,广发中证A500ETF,0.9915,110.6324,47.2411,0.0000,0.9999,233
159351.OF,563800.OF,嘉实中证A500ETF,广发中证A500ETF,0.9915,110.6324,47.2411,0.0000,0.9999,233
123104.SZ,123114.SZ,卫宁转债,三角转债,0.9994,110.5615,47.2855,0.0003,0.9269,240
123104.SZ,123114.SZ,卫宁转债,三角转债,0.9994,110.5615,47.2855,0.0003,0.9269,240
123104.SZ,123114.SZ,卫宁转债,三角转债,0.9994,110.5615,47.2855,0.0003,0.9269,240
110076.SH,111001.SH,华海转债,山玻转债,1.0066,110.5317,47.3495,0.0001,0.9646,240
110076.SH,111001.SH,华海转债,山玻转债,1.0066,110.5317,47.3495,0.0001,0.9646,240
113636.SH,123104.SZ,甬金转债,卫宁转债,1.0073,110.3086,78.5733,0.0040,0.9290,240
