stock_code,title,author,post_time,read_count,comment_count,post_link,page,crawl_time
601669,每经品牌100指数周涨1.6%，成分股中国电建单周涨幅超20%,周二极有可能金马君鹏202303,03-15 09:41,202303,202303,"https://guba.eastmoney.com/news,601669,1679301429.html",1,2026-03-15 20:56:42
601669,明天涨停板价格是7.94元，估计明天一字涨停，十元以下估计买不到了,一切盈,03-15 09:41,0217488,202303,"https://guba.eastmoney.com/news,601669,1679345711.html",1,2026-03-15 20:56:42
601669,周一一字板涨停，周二如果不是一字板涨停可以出来，如果继续涨停可以拿，周二极有可能,直接封死数字游戏赌徒,03-15 08:43,586788,0217488,"https://guba.eastmoney.com/news,601669,1679346116.html",1,2026-03-15 20:56:42
601669,最新隔夜80万亿,,03-15 10:34,586788,0217488,"https://guba.eastmoney.com/news,601669,1679341991.html",1,2026-03-15 20:56:42
601669,开始涨停没有卖，后来炸板了又涨停了，我就卖掉，想等他炸板了再买进去，结果直接封死,66918C3I31150明天,03-14 09:48,586788,41150,"https://guba.eastmoney.com/news,601669,1679272330.html",1,2026-03-15 20:56:42
601669,明天不是大单一字就是不及预期。,66918C3I31150二十,03-14 07:18,62203,49360,"https://guba.eastmoney.com/news,601669,1679346677.html",1,2026-03-15 20:56:42
601669,周五把电建清仓全部买入了中油资本，吃了狗运了么,,03-15 08:53,601669,62203,"https://guba.eastmoney.com/news,601669,1679286765.html",1,2026-03-15 20:56:42
601669,派诺科技算电协同$中国电建(SH601669)$$中国能建(SH601868)$,397862Et90300,03-15 08:52,51170,49360,"https://guba.eastmoney.com/news,601669,1679345648.html",1,2026-03-15 20:56:42
601669,明天高开7.54元,397862Et90300,03-15 04:07,51170,50561,"https://guba.eastmoney.com/news,601669,1679346415.html",1,2026-03-15 20:56:42
601669,中国电建这点订单走一板已经很勉强了，和中国能建订单比就牛一毛，不值一提。看好能建,i60017963M561法尔,03-15 08:50,50561,42340,"https://guba.eastmoney.com/news,601669,1679345551.html",1,2026-03-15 20:56:42
601669,卖能建，买电建,MVva5m6073目标价格,03-15 08:48,406073,333503,"https://guba.eastmoney.com/news,601669,1679345687.html",1,2026-03-15 20:56:42
601669,电力三建客下周带领绿电板块复刻12月商业航天高光？对应：航天电子、中国卫星、中国,MVva5m6073目标价格,03-15 04:11,473122,406073,"https://guba.eastmoney.com/news,601669,1679346114.html",1,2026-03-15 20:56:42
601669,我上周清仓了节能风电，追了中国电建，明天，希望电建涨，风电跌，千万别反着来呀。,MVva5m6073目标价格,03-15 08:42,473122,406073,"https://guba.eastmoney.com/news,601669,1679345431.html",1,2026-03-15 20:56:42
601669,下周看中科海讯！,MVva5m6073目标价格,03-15 08:40,531884,473122,"https://guba.eastmoney.com/news,601669,1679346098.html",1,2026-03-15 20:56:42
