stock_code,title,author,post_time,read_count,comment_count,post_link,page,crawl_time
zssh000300,提示路人，当前估值已经不低了，定投肯定要停一停了！,收评与下周大盘走势压力支撑预测股民张明辉,03-15 06:07,584820,503530,"https://guba.eastmoney.com/news,zssh000300,1679280551.html",1,2026-03-15 21:06:41
zssh000300,商誉与名誉,,03-15 09:47,503530,274072,"https://guba.eastmoney.com/news,zssh000300,1679267256.html",1,2026-03-15 21:06:41
zssh000300,地球多事之时，小心为上,,03-14 10:03,223391,062030,"https://guba.eastmoney.com/news,zssh000300,1679095277.html",1,2026-03-15 21:06:41
zssh000300,呜哇好无聊好无聊好无聊，这一周就这么结束了吗？你们这几个指数，下周能不能给麻酱看,RHa2Nj1240把自己的脑,03-06 07:32,381240,281300,"https://guba.eastmoney.com/news,zssh000300,1679113782.html",1,2026-03-15 21:06:41
zssh000300,短期不要涨太多，因我本金未满仓，希望短期跌一跌，见绿欣喜翻倍买。,RHa2Nj1240把自己的脑,03-12 01:22,385660,321203,"https://guba.eastmoney.com/news,zssh000300,1679108102.html",1,2026-03-15 21:06:41
zssh000300,2026年2月26日，大A开小，早上基金买了14万元博道，红包97.73元。股票,RHa2Nj1240把自己的脑,03-13 03:50,484640,385660,"https://guba.eastmoney.com/news,zssh000300,1671615956.html",1,2026-03-15 21:06:41
zssh000300,下周大跌、爆跌，快速找底为今年吃饭行情做先期准备。,RHa2Nj1240把自己的脑,01-19 05:28,484640,385660,"https://guba.eastmoney.com/news,zssh000300,1679040676.html",1,2026-03-15 21:06:41
zssh000300,把自己的脑袋拴在别人的裤腰里,RHa2Nj1240蛰伏到处暑,03-12 09:07,484640,385660,"https://guba.eastmoney.com/news,zssh000300,1679031083.html",1,2026-03-15 21:06:41
zssh000300,看来核污染放置犹豫期,RHa2Nj1240把自己的脑,02-26 12:28,484640,385660,"https://guba.eastmoney.com/news,zssh000300,1678951700.html",1,2026-03-15 21:06:41
zssh000300,虫醒来就恶心股民,2t22E56038340热烈,03-13 11:12,504342,00256320,"https://guba.eastmoney.com/news,zssh000300,1678676297.html",1,2026-03-15 21:06:41
zssh000300,感谢主力对中国经济的贡献,2t22E56038340热烈,03-13 11:11,504342,00256320,"https://guba.eastmoney.com/news,zssh000300,1678428364.html",1,2026-03-15 21:06:41
zssh000300,热烈庆祝全国人大胜利闭幕！红盘报收！,2t22E56038340股友,03-12 03:11,504342,232202,"https://guba.eastmoney.com/news,zssh000300,1678323495.html",1,2026-03-15 21:06:41
zssh000300,又是因为哪个老外下杀？,2t22E56038340热烈,03-12 09:57,504342,232202,"https://guba.eastmoney.com/news,zssh000300,1678246909.html",1,2026-03-15 21:06:41
zssh000300,昨天她来了，今天没有。忽然想起一首老歌，其中唱到遥远的她仿佛借风声跟我话热情若无,tg0Wvo48618下周变盘,03-12 01:49,562541,504342,"https://guba.eastmoney.com/news,zssh000300,1678220531.html",1,2026-03-15 21:06:41
zssh000300,半年时间原地踏步。,Y83205W83256283,03-12 12:50,562541,504342,"https://guba.eastmoney.com/news,zssh000300,1678196803.html",1,2026-03-15 21:06:41
zssh000300,玩命的砸啊,Y83205W83256283,03-12 11:30,562541,504342,"https://guba.eastmoney.com/news,zssh000300,1678175662.html",1,2026-03-15 21:06:41
zssh000300,真逆天,Y83205W83256283,03-12 11:01,562541,213194,"https://guba.eastmoney.com/news,zssh000300,1677760826.html",1,2026-03-15 21:06:41
zssh000300,又是拉银行煤炭，这么飞雾吗,Y83205W83256283,02-14 11:33,562541,213194,"https://guba.eastmoney.com/news,zssh000300,1677430494.html",1,2026-03-15 21:06:41
zssh000300,干脆改名得了，天天砸，虫子,,03-11 03:08,562541,213194,"https://guba.eastmoney.com/news,zssh000300,1677404033.html",1,2026-03-15 21:06:41
zssh000300,JG怕涨上去，是什么心理？,,03-11 03:08,562541,213194,"https://guba.eastmoney.com/news,zssh000300,1677378699.html",1,2026-03-15 21:06:41
zssh000300,烂泥扶不上墙,,03-11 01:14,562541,213194,"https://guba.eastmoney.com/news,zssh000300,1676919843.html",1,2026-03-15 21:06:41
zssh000300,跌的时候也很顺畅,,03-11 01:14,213194,142213,"https://guba.eastmoney.com/news,zssh000300,1676882584.html",1,2026-03-15 21:06:41
zssh000300,就问一句：沪深300到底是不是a股的核心资产。,,03-11 10:05,142213,54550,"https://guba.eastmoney.com/news,zssh000300,1676385261.html",1,2026-03-15 21:06:41
zssh000300,低开探底回升收红，今天是值得纪念的日子。,RHa2Nj1131那帮人怎么,03-09 12:17,221131,142213,"https://guba.eastmoney.com/news,zssh000300,1676553513.html",1,2026-03-15 21:06:41
zssh000300,收益于G7将释放石油储备的消息，市场有所回暖，但根据数据显示，G7即使释放全部储,RHa2Nj1131那帮人怎么,03-10 01:10,221131,142213,"https://guba.eastmoney.com/news,zssh000300,1676493246.html",1,2026-03-15 21:06:41
zssh000300,涨的时候没劲，跌的时候放量,RHa2Nj1131那帮人怎么,03-09 02:14,221131,142213,"https://guba.eastmoney.com/news,zssh000300,1676363888.html",1,2026-03-15 21:06:41
zssh000300,中东油田被大量炸毁。,RHa2Nj1131那帮人怎么,03-09 02:14,221131,142213,"https://guba.eastmoney.com/news,zssh000300,1676357358.html",1,2026-03-15 21:06:41
zssh000300,今晚外盘油价跳水,RHa2Nj1131那帮人怎么,03-09 01:13,221131,142213,"https://guba.eastmoney.com/news,zssh000300,1676356327.html",1,2026-03-15 21:06:41
zssh000300,那帮人怎么不卖沪深300，继续挂大单卖出在券商股,RHa2Nj1131股友077,03-09 11:44,081030,44800,"https://guba.eastmoney.com/news,zssh000300,1676270347.html",1,2026-03-15 21:06:41
zssh000300,今天集合竞价没出去，本来想换手一下，做个差价,RHa2Nj1131那帮人怎么,03-09 11:28,451631,221131,"https://guba.eastmoney.com/news,zssh000300,1676334804.html",1,2026-03-15 21:06:41
zssh000300,准备买点银行股了,RHa2Nj1131那帮人怎么,03-09 11:23,451631,221131,"https://guba.eastmoney.com/news,zssh000300,1674950871.html",1,2026-03-15 21:06:41
zssh000300,真是逆天了，半个小时成交一万亿。,RHa2Nj1131那帮人怎么,03-09 11:22,451631,221131,"https://guba.eastmoney.com/news,zssh000300,1676239629.html",1,2026-03-15 21:06:41
zssh000300,熊市来了,,03-05 11:29,501050,451631,"https://guba.eastmoney.com/news,zssh000300,1676217872.html",1,2026-03-15 21:06:41
zssh000300,缩量红盘又是坑‼,3WyvD317203,03-07 12:18,283480,101990,"https://guba.eastmoney.com/news,zssh000300,1675577823.html",1,2026-03-15 21:06:41
zssh000300,加大力度啊！砸盘那么猛，拉升怂如狗,3WyvD317203,03-02 09:10,501050,283480,"https://guba.eastmoney.com/news,zssh000300,1675481964.html",1,2026-03-15 21:06:41
zssh000300,今天看到秦安战略的文章，题目好像叫清除金融内奸,3WyvD317203,03-06 06:54,501050,283480,"https://guba.eastmoney.com/news,zssh000300,1675371703.html",1,2026-03-15 21:06:41
zssh000300,快买，又涨了,169k123N09760又开,03-05 05:46,463061,56520,"https://guba.eastmoney.com/news,zssh000300,1674957062.html",2,2026-03-15 21:06:42
zssh000300,又开始控盘啦？,169k123N09760执着,03-05 05:46,463061,325341,"https://guba.eastmoney.com/news,zssh000300,1675068158.html",2,2026-03-15 21:06:42
zssh000300,哈哈！今日大涨没得说！国家队出手了！,169k123N09760又开,03-04 12:32,551920,325341,"https://guba.eastmoney.com/news,zssh000300,1674913159.html",2,2026-03-15 21:06:42
zssh000300,今日大涨没得说！国家队出手了！,169k123N09760又开,03-04 12:32,551920,325341,"https://guba.eastmoney.com/news,zssh000300,1674905021.html",2,2026-03-15 21:06:42
zssh000300,稳住到1.5就可以了啊,tg0Wvo690今日大涨没得,03-05 02:00,551920,399403,"https://guba.eastmoney.com/news,zssh000300,1674887060.html",2,2026-03-15 21:06:42
zssh000300,今天找内鬼一抓一个准，砸券商的机构一个别放过。,tg0Wvo690今日大涨没得,03-05 11:04,551920,399403,"https://guba.eastmoney.com/news,zssh000300,1674803248.html",2,2026-03-15 21:06:42
zssh000300,你唯一需要做的就是保持你的忠诚,tg0Wvo690今日大涨没得,03-05 11:01,551920,399403,"https://guba.eastmoney.com/news,zssh000300,1674734546.html",2,2026-03-15 21:06:42
zssh000300,开盘就回落啊,tg0Wvo520稳住到1,03-05 10:56,551920,399403,"https://guba.eastmoney.com/news,zssh000300,1674727231.html",2,2026-03-15 21:06:42
zssh000300,收盘点位在4718附近,U1668o82660你唯一需,03-05 10:00,551920,428152,"https://guba.eastmoney.com/news,zssh000300,1674691716.html",2,2026-03-15 21:06:42
zssh000300,收缩战线,宏图满斗得雪舞,03-04 04:25,428152,399403,"https://guba.eastmoney.com/news,zssh000300,1674466317.html",2,2026-03-15 21:06:42
zssh000300,能不能别这么狠啊,,03-04 04:25,428152,252930,"https://guba.eastmoney.com/news,zssh000300,1674437902.html",2,2026-03-15 21:06:42
zssh000300,每次股市见顶，沪深300最受伤，都是中游企业，两头受气。,RHa2Nj600兄弟们,03-04 01:42,428152,55390,"https://guba.eastmoney.com/news,zssh000300,1674369277.html",2,2026-03-15 21:06:42
zssh000300,终于回来了,RHa2Nj600兄弟们,03-04 01:05,55390,53600,"https://guba.eastmoney.com/news,zssh000300,1674356239.html",2,2026-03-15 21:06:42
zssh000300,不是控盘吗，能力呢？,RHa2Nj600兄弟们,03-04 01:05,55390,53600,"https://guba.eastmoney.com/news,zssh000300,1674324382.html",2,2026-03-15 21:06:42
zssh000300,沪深300太狗了，关键时刻不雪中送炭，还来个落井下石，,RHa2Nj600兄弟们,03-04 12:06,55390,53600,"https://guba.eastmoney.com/news,zssh000300,1674333537.html",2,2026-03-15 21:06:42
zssh000300,刚刚是哪个个股被砸了？一根大绿棒,RHa2Nj600兄弟们,03-04 12:06,55390,53600,"https://guba.eastmoney.com/news,zssh000300,1674326803.html",2,2026-03-15 21:06:42
zssh000300,沪深300大量出货,RHa2Nj600兄弟们,03-04 12:06,55390,53600,"https://guba.eastmoney.com/news,zssh000300,1674300480.html",2,2026-03-15 21:06:42
zssh000300,指数大阴就在眼前,RHa2Nj600兄弟们,03-04 11:10,465414,53600,"https://guba.eastmoney.com/news,zssh000300,1674296669.html",2,2026-03-15 21:06:42
zssh000300,兄弟们、万手哥们一起量化砸传统老登白马，接科技、电力、航天、新能源、资源股的时候,RHa2Nj600股友1031,03-04 11:16,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674275045.html",2,2026-03-15 21:06:42
zssh000300,大盘双头成立，大盘开始一轮暴跌，老三板是洼地，有新规大利好支持。发,RHa2Nj600兄弟们,03-04 11:12,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674219568.html",2,2026-03-15 21:06:42
zssh000300,全力做多，打爆空头，险资入市，机构进场,RHa2Nj600兄弟们,03-04 10:53,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674198668.html",2,2026-03-15 21:06:42
zssh000300,就是砸,103185iK50550大盘,03-04 10:41,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674195240.html",2,2026-03-15 21:06:42
zssh000300,你需要做的就是保持绝对的忠诚,103185iK50550大盘,03-04 10:41,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674180178.html",2,2026-03-15 21:06:42
zssh000300,扶不起的阿d,867H30z185380叉国,03-04 10:10,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674174759.html",2,2026-03-15 21:06:42
zssh000300,还得下,867H30z185380叉国,03-04 10:10,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674168770.html",2,2026-03-15 21:06:42
zssh000300,沪深300已经见顶了。,867H30z185380叉国,03-04 09:49,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674059125.html",2,2026-03-15 21:06:42
zssh000300,3月4日沪深300压力与支撑,867H30z185380叉国,03-03 06:42,465414,422290,"https://guba.eastmoney.com/news,zssh000300,1674046697.html",2,2026-03-15 21:06:42
zssh000300,$沪深300(SH000300)$,867H30z185380叉国,03-03 06:42,422290,297783,"https://guba.eastmoney.com/news,zssh000300,1674034038.html",2,2026-03-15 21:06:42
zssh000300,叉国股市暴跌加关税战争不能让世界各个国家买单吧？,867H30z185380股友,03-04 06:15,421501,297783,"https://guba.eastmoney.com/news,zssh000300,1674028692.html",2,2026-03-15 21:06:42
zssh000300,买这个有没有什么门槛条件,867H30z1857783马,03-03 10:29,297783,49380,"https://guba.eastmoney.com/news,zssh000300,1673957580.html",2,2026-03-15 21:06:42
zssh000300,涨得时候砸300，跌的时候一起跌,65170fo386960A股,03-03 02:30,39390,22480,"https://guba.eastmoney.com/news,zssh000300,1673903396.html",2,2026-03-15 21:06:42
zssh000300,。。。昨天拉升原来是为了砸盘更狠呀,65170fo386960A股,03-03 05:22,39390,33390,"https://guba.eastmoney.com/news,zssh000300,1673902165.html",2,2026-03-15 21:06:42
zssh000300,恐慌盘让他杀掉就好了，不要强行控盘，对谁都好,65170fo386960A股,03-03 03:13,39390,33390,"https://guba.eastmoney.com/news,zssh000300,1673899606.html",2,2026-03-15 21:06:42
zssh000300,涨高有风险，下跌才是王道……,65170fo386960A股,03-01 01:33,391280,39390,"https://guba.eastmoney.com/news,zssh000300,1673860635.html",2,2026-03-15 21:06:42
zssh000300,来了，我这评论也发出去,65170fo386960A股,03-03 03:07,391280,33390,"https://guba.eastmoney.com/news,zssh000300,1673857283.html",2,2026-03-15 21:06:42
zssh000300,福气,65170fo386960A股,03-03 03:05,391280,39390,"https://guba.eastmoney.com/news,zssh000300,1673832606.html",2,2026-03-15 21:06:42
zssh000300,为什么是军工有色半导体领跌呢？,65170fo386960A股,03-03 03:05,391280,39390,"https://guba.eastmoney.com/news,zssh000300,1673829235.html",2,2026-03-15 21:06:42
zssh000300,跑光光,65170fo386960A股,03-03 03:03,391280,39390,"https://guba.eastmoney.com/news,zssh000300,1673828282.html",2,2026-03-15 21:06:42
zssh000300,A股不跌第一天，不涨第二天的风格越来越突出了,65170fo386960空头,03-03 02:39,391280,39390,"https://guba.eastmoney.com/news,zssh000300,1673809573.html",2,2026-03-15 21:06:42
zssh000300,不是喜欢砸盘吗，配合你们……,65170fo386960A股,03-03 02:37,391280,30290,"https://guba.eastmoney.com/news,zssh000300,1673796472.html",2,2026-03-15 21:06:42
zssh000300,科技股、军工股暴跌，软骨病得治，避险为王！！！$沪深300(SH000300)$,m7ARIu491513投资最,03-03 02:08,30290,13370,"https://guba.eastmoney.com/news,zssh000300,1673685598.html",2,2026-03-15 21:06:42
zssh000300,继续降温不要停！,m7ARIu491513投资最,03-02 09:39,391280,13370,"https://guba.eastmoney.com/news,zssh000300,1673650882.html",2,2026-03-15 21:06:42
zssh000300,忠诚忠诚的不绝对，就是绝对的不忠诚,m7ARIu491513投资最,03-02 09:39,391280,30290,"https://guba.eastmoney.com/news,zssh000300,1673639000.html",2,2026-03-15 21:06:42
zssh000300,指数还在4100，个股去了2700,F35g28977272510,03-03 11:03,0916701,0172510,"https://guba.eastmoney.com/news,zssh000300,1673636613.html",3,2026-03-15 21:06:44
zssh000300,涨这么多还得了？,F35g28977272510,03-03 11:03,0916701,0172510,"https://guba.eastmoney.com/news,zssh000300,1673633785.html",3,2026-03-15 21:06:44
zssh000300,昨天都减仓了，今天还是被暴击，唉！a股挖坑太厉害了,F35g28977272510,03-03 11:03,0916701,0172510,"https://guba.eastmoney.com/news,zssh000300,1673531533.html",3,2026-03-15 21:06:44
zssh000300,中字头、沪深300赚一波就跑了，不管散户是死是活？量化可悲可叹,F35g28977272510,03-03 11:03,0916701,0172510,"https://guba.eastmoney.com/news,zssh000300,1673473948.html",3,2026-03-15 21:06:44
zssh000300,还能买不,F35g28977272510,03-03 10:09,0916701,459430,"https://guba.eastmoney.com/news,zssh000300,1673268311.html",3,2026-03-15 21:06:44
