stock_code,title,author,post_time,read_count,comment_count,post_link,page,crawl_time
601669,每经品牌100指数周涨1.6%，成分股中国电建单周涨幅超20%,,03-15 09:41,418507,54643,"https://guba.eastmoney.com/news,601669,1679301429.html",1,2026-03-15 21:06:12
601669,、、明天见证：业绩预增+低估值的魅力，基本面+题材+情绪+资金面共振,,03-15 09:41,418507,54643,"https://guba.eastmoney.com/news,601669,1679346839.html",1,2026-03-15 21:06:12
601669,$预判“撤退信号”。很多人赚了钱拿不住，是因为不知道哪里是顶。当股价撞击指标自动,9000F7511Q33112,03-14 07:41,418507,109332,"https://guba.eastmoney.com/news,601669,1679323670.html",1,2026-03-15 21:06:12
601669,明天是福还是.祸有没有大神分析一下，暂时手上40万股,9000F7511Q33112,12-23 03:04,00232422,109332,"https://guba.eastmoney.com/news,601669,1679337794.html",1,2026-03-15 21:06:12
601669,要停战了，最新新闻，下周一科技+卫星互联网+商业航天+太空算力+千股涨停，石油有色能源大跌,9000F7511Q33112,03-15 06:00,431000,00232422,"https://guba.eastmoney.com/news,601669,1679329542.html",1,2026-03-15 21:06:12
601669,单周涨幅20.6如果下周第一天有调整别害怕。大盘日周死叉。调整到60线。别害怕，,,03-15 07:10,431000,109332,"https://guba.eastmoney.com/news,601669,1679347477.html",1,2026-03-15 21:06:12
601669,开始涨停没有卖，后来炸板了又涨停了，我就卖掉，想等他炸板了再买进去，结果直接封死,牛牛祚0,03-15 05:10,431000,53423,"https://guba.eastmoney.com/news,601669,1679272330.html",1,2026-03-15 21:06:12
601669,$中国电建(SH601669)$,,03-15 10:34,551642,431000,"https://guba.eastmoney.com/news,601669,1679345519.html",1,2026-03-15 21:06:12
601669,明天涨停板价格是7.94元，估计明天一字涨停，十元以下估计买不到了,66918C3I3140三峡水,03-15 09:01,551642,431000,"https://guba.eastmoney.com/news,601669,1679345711.html",1,2026-03-15 21:06:12
601669,明天不是大单一字就是不及预期。,66918C3I3140三峡水,03-14 07:18,551642,431000,"https://guba.eastmoney.com/news,601669,1679346677.html",1,2026-03-15 21:06:12
601669,卖能建，买电建,66918C3I3140三峡水,03-15 08:41,551642,431000,"https://guba.eastmoney.com/news,601669,1679345687.html",1,2026-03-15 21:06:12
601669,三峡水利受益与政策利好，水网＋电网＋储能＋锰矿＋控股煤焦产业。,66918C3I3140股友3,03-15 12:21,551642,0414195,"https://guba.eastmoney.com/news,601669,1679347290.html",1,2026-03-15 21:06:12
601669,别的不说，涨到市盈率向能建看齐就行了,3578063ww150152,03-15 08:59,0414195,0217618,"https://guba.eastmoney.com/news,601669,1679347102.html",1,2026-03-15 21:06:12
601669,周一一字板涨停，周二如果不是一字板涨停可以出来，如果继续涨停可以拿，周二极有可能,企业利润悠着点买1990A股市场上未来,03-12 07:04,491990,0414195,"https://guba.eastmoney.com/news,601669,1679346116.html",1,2026-03-15 21:06:12
601669,最新隔夜80万亿,企业利润悠着点买1990A股市场上未来,03-15 08:06,491990,0217618,"https://guba.eastmoney.com/news,601669,1679341991.html",1,2026-03-15 21:06:12
601669,周五把电建清仓全部买入了中油资本，吃了狗运了么,397862Et9003,03-15 08:02,601868,491990,"https://guba.eastmoney.com/news,601669,1679286765.html",1,2026-03-15 21:06:12
601669,派诺科技算电协同$中国电建(SH601669)$$中国能建(SH601868)$,397862Et90800,03-15 07:49,491990,361103,"https://guba.eastmoney.com/news,601669,1679345648.html",1,2026-03-15 21:06:12
601669,明天高开7.54元,397862Et90800,03-15 08:42,601868,411220,"https://guba.eastmoney.com/news,601669,1679346415.html",1,2026-03-15 21:06:12
601669,中国电建这点订单走一板已经很勉强了，和中国能建订单比就牛一毛，不值一提。看好能建,i60017963M831法尔,03-15 08:51,411220,406093,"https://guba.eastmoney.com/news,601669,1679345551.html",1,2026-03-15 21:06:12
601669,电力三建客下周带领绿电板块复刻12月商业航天高光？对应：航天电子、中国卫星、中国,MVva5m6093目标价格,03-15 08:41,531964,473152,"https://guba.eastmoney.com/news,601669,1679346114.html",1,2026-03-15 21:06:12
601669,我上周清仓了节能风电，追了中国电建，明天，希望电建涨，风电跌，千万别反着来呀。,MVva5m6093目标价格,03-15 08:48,531964,473152,"https://guba.eastmoney.com/news,601669,1679345431.html",1,2026-03-15 21:06:12
601669,下周看中科海讯！,MVva5m6093目标价格,03-15 08:47,531964,473152,"https://guba.eastmoney.com/news,601669,1679346098.html",1,2026-03-15 21:06:12
601669,315鸡爪股跌停利好中国电建不加双氧水的好企业,MVva5m6093目标价格,03-15 08:47,531964,473152,"https://guba.eastmoney.com/news,601669,1679346097.html",1,2026-03-15 21:06:12
601669,虽然我有电建股票，但是不敢相信会再有一个板,O58395L3573152十,03-15 08:47,473152,455315,"https://guba.eastmoney.com/news,601669,1679339390.html",1,2026-03-15 21:06:12
601669,3.15周日本周有色金属/矿业十大新闻！1.有色金属行业，资金流出居首2.稀土产,hLSrEK33156121韩,03-15 03:20,531964,455315,"https://guba.eastmoney.com/news,601669,1679345889.html",1,2026-03-15 21:06:12
601669,预测电建公司下周还有利好大单子签订，利好不断，涨停不止！,555vf107613326,03-15 08:45,461310,455315,"https://guba.eastmoney.com/news,601669,1679345791.html",1,2026-03-15 21:06:12
601669,@妙想隔夜单详情,555vf1076133263,03-13 01:20,0833263,461310,"https://guba.eastmoney.com/news,601669,1679344602.html",1,2026-03-15 21:06:12
601669,，进入股市三年，目前还亏8w，能不能回本就看这一波行情了，预计还有3-5个板，隔,555vf1076133263,03-15 08:43,0833263,431511,"https://guba.eastmoney.com/news,601669,1679345547.html",1,2026-03-15 21:06:12
601669,怎么都在说海洋经济有什么消息吗,555vf1076133263,03-15 08:31,0833263,461310,"https://guba.eastmoney.com/news,601669,1679345487.html",1,2026-03-15 21:06:12
601669,我也是服了，周五清仓了，我以为它是二板高开，下午复盘才发现是一板，害我底仓都没留,555vf1076133263,03-15 09:46,0833263,461310,"https://guba.eastmoney.com/news,601669,1679342448.html",1,2026-03-15 21:06:12
601669,海洋经济我踏马来了,555vf1076133263,03-15 08:40,0833263,572884,"https://guba.eastmoney.com/news,601669,1679342823.html",1,2026-03-15 21:06:12
601669,全球都在放弃纸币，选一个优质养老股进去。,66918C3I3162274,03-15 08:05,572884,431526,"https://guba.eastmoney.com/news,601669,1679343723.html",1,2026-03-15 21:06:12
601669,明天10点前不封板，这些小作文就是诱多，人气都干第一来了,66918C3I3162274,03-15 08:37,572884,361540,"https://guba.eastmoney.com/news,601669,1679341585.html",1,2026-03-15 21:06:12
601669,劝各位挂隔夜单的谨慎再谨慎，切莫追高。,7656r78O102953明,03-14 11:16,361540,351731,"https://guba.eastmoney.com/news,601669,1679343044.html",1,2026-03-15 21:06:12
601669,能建火电是主业，虽然也在转型，但是化石能源基础庞大。电建水电是主业，清洁能源占比,7656r78O102953明,03-14 11:16,572884,361540,"https://guba.eastmoney.com/news,601669,1679345117.html",1,2026-03-15 21:06:12
601669,、、。三个方向：算电、维生素、固态电池,0125t3312y1500美,03-15 08:15,361540,332305,"https://guba.eastmoney.com/news,601669,1679335940.html",1,2026-03-15 21:06:12
601669,为什么人气这么高,0125t3312y1500美,03-15 08:36,361540,351731,"https://guba.eastmoney.com/news,601669,1679342436.html",1,2026-03-15 21:06:12
601669,600979广安爱众：区域能源龙头，业绩稳健，叠加绿色电力、算力基建利好，估值低,0125t3312y1500美,03-15 08:36,361540,351731,"https://guba.eastmoney.com/news,601669,1679343564.html",1,2026-03-15 21:06:12
601669,三建客明天一起涨停！支持的同志把赞点起来！,0125t3312y1500美,03-15 06:43,264178,31491,"https://guba.eastmoney.com/news,601669,1679331521.html",1,2026-03-15 21:06:12
601669,3.16周一财经热点信息汇总！1.海洋经济2.核电核能3.化肥涨价链4.煤炭棕榈,0125t3312y1500美,03-15 08:20,332305,264178,"https://guba.eastmoney.com/news,601669,1679344616.html",1,2026-03-15 21:06:12
601669,成交额太大，一日游,,03-15 05:38,332305,264178,"https://guba.eastmoney.com/news,601669,1679344177.html",1,2026-03-15 21:06:12
