,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1353934.4432732686
Total Return [%],35.393444327326854
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000032
Total Fees Paid,0.0
Max Drawdown [%],14.004738128003085
Max Drawdown Duration,58 days 00:00:00
Total Trades,44461
Total Closed Trades,44201
Total Open Trades,260
Open Trade PnL,-21110.309905894275
Win Rate [%],62.02122123933847
Best Trade [%],122.5710014947683
Worst Trade [%],-30.573468070748476
Avg Winning Trade [%],3.9301176025192253
Avg Losing Trade [%],-3.1198793505401543
Avg Winning Trade Duration,5 days 10:05:00.984898227
Avg Losing Trade Duration,6 days 18:28:52.704174228
Profit Factor,1.373401103373072
Expectancy,8.131689923144055
Sharpe Ratio,1.5172805882282816
Calmar Ratio,2.5763322393381882
Omega Ratio,1.2668570015295442
Sortino Ratio,1.9932194985430631
