,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1259360.0998189754
Total Return [%],25.936009981897552
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000317
Total Fees Paid,0.0
Max Drawdown [%],15.25716434536564
Max Drawdown Duration,101 days 00:00:00
Total Trades,43086
Total Closed Trades,42826
Total Open Trades,260
Open Trade PnL,2841.2769300728914
Win Rate [%],60.14103581936207
Best Trade [%],183.74396924977404
Worst Trade [%],-34.618870497952834
Avg Winning Trade [%],4.580286389733407
Avg Losing Trade [%],-3.5193305525836585
Avg Winning Trade Duration,6 days 13:36:26.612828078
Avg Losing Trade Duration,8 days 17:28:55.288552507
Profit Factor,1.301881659950953
Expectancy,5.8044227801052735
Sharpe Ratio,1.139750552574692
Calmar Ratio,1.7317973427935236
Omega Ratio,1.1897148909845852
Sortino Ratio,1.4754550373665352
