,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1010866.5549282669
Total Return [%],1.0866554928266852
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000233
Total Fees Paid,0.0
Max Drawdown [%],21.165851129293255
Max Drawdown Duration,168 days 00:00:00
Total Trades,44169
Total Closed Trades,43909
Total Open Trades,260
Open Trade PnL,-22911.35508418635
Win Rate [%],54.48996788813227
Best Trade [%],61.24567474048447
Worst Trade [%],-34.571573632818996
Avg Winning Trade [%],4.0719963535110475
Avg Losing Trade [%],-3.8901400155000654
Avg Winning Trade Duration,4 days 00:24:11.676001003
Avg Losing Trade Duration,6 days 00:13:52.116788321
Profit Factor,1.0277195092597415
Expectancy,0.41055471230027507
Sharpe Ratio,0.17488935151097135
Calmar Ratio,0.052202806717492035
Omega Ratio,1.0266494207475025
Sortino Ratio,0.2223959957810287
