,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1304710.4031971558
Total Return [%],30.47104031971557
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000205
Total Fees Paid,0.0
Max Drawdown [%],20.607081723646022
Max Drawdown Duration,78 days 00:00:00
Total Trades,44166
Total Closed Trades,43906
Total Open Trades,260
Open Trade PnL,-23577.68981988758
Win Rate [%],52.06577688698584
Best Trade [%],64.47734858075312
Worst Trade [%],-34.38940615082754
Avg Winning Trade [%],4.056382574015734
Avg Losing Trade [%],-4.349497302962088
Avg Winning Trade Duration,4 days 14:57:11.811023622
Avg Losing Trade Duration,7 days 22:47:38.041622710
Profit Factor,1.2886478981594667
Expectancy,7.238574260995904
Sharpe Ratio,1.1190161262288192
Calmar Ratio,1.506876295923749
Omega Ratio,1.1778374309441957
Sortino Ratio,1.4930883255331155
