,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1325885.6166871316
Total Return [%],32.58856166871315
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000273
Total Fees Paid,0.0
Max Drawdown [%],18.04582002259201
Max Drawdown Duration,69 days 00:00:00
Total Trades,46408
Total Closed Trades,46148
Total Open Trades,260
Open Trade PnL,-13553.870369604418
Win Rate [%],58.58325387882465
Best Trade [%],61.19096509240247
Worst Trade [%],-31.92480635694272
Avg Winning Trade [%],3.2617407103680525
Avg Losing Trade [%],-3.126953071604239
Avg Winning Trade Duration,4 days 10:05:59.267616053
Avg Losing Trade Duration,6 days 07:02:19.605848696
Profit Factor,1.3189180050485703
Expectancy,7.0658737414784945
Sharpe Ratio,1.3179172282826315
Calmar Ratio,1.840598994205219
Omega Ratio,1.218674946941301
Sortino Ratio,1.7122431049090856
