,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1103122.6991834466
Total Return [%],10.312269918344661
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000324
Total Fees Paid,0.0
Max Drawdown [%],19.857801040062615
Max Drawdown Duration,103 days 00:00:00
Total Trades,40963
Total Closed Trades,40703
Total Open Trades,260
Open Trade PnL,-21620.117709148166
Win Rate [%],54.64462078962239
Best Trade [%],68.82328321411451
Worst Trade [%],-32.323591628036816
Avg Winning Trade [%],4.142962910980311
Avg Losing Trade [%],-3.9297489158986525
Avg Winning Trade Duration,4 days 21:55:02.832479093
Avg Losing Trade Duration,7 days 05:11:04.973174203
Profit Factor,1.1210184869389617
Expectancy,2.794356811375497
Sharpe Ratio,0.5232496596739006
Calmar Ratio,0.5284252903634027
Omega Ratio,1.0847929069855184
Sortino Ratio,0.6805300748443849
