date,000001.SZ,000002.SZ,000006.SZ,000007.SZ,000008.SZ,000009.SZ,000011.SZ,000012.SZ
2025-01-21,11.449999809265137,6.840000152587891,7.360000133514404,7.25,2.6700000762939453,8.800000190734863,8.539999961853027,4.929999828338623
2025-01-22,11.319999694824219,7.269999980926514,7.099999904632568,7.03000020980835,2.609999895095825,8.640000343322754,8.5,4.900000095367432
2025-01-23,11.170000076293945,7.150000095367432,7.159999847412109,7.010000228881836,2.5899999141693115,8.649999618530273,8.130000114440918,4.929999828338623
2025-01-24,11.319999694824219,7.329999923706055,6.889999866485596,6.96999979019165,2.569999933242798,8.539999961853027,8.029999732971191,4.949999809265137
2025-01-27,11.380000114440918,7.380000114440918,6.989999771118164,6.949999809265137,2.5799999237060547,8.529999732971191,8.09000015258789,4.960000038146973
2025-02-05,11.5,7.050000190734863,6.699999809265137,7.0,2.549999952316284,8.359999656677246,8.15999984741211,4.989999771118164
2025-02-06,11.350000381469727,6.96999979019165,6.760000228881836,7.019999980926514,2.5799999237060547,8.34000015258789,8.100000381469727,4.920000076293945
2025-02-07,11.359999656677246,7.050000190734863,6.800000190734863,7.010000228881836,2.6600000858306885,8.539999961853027,8.149999618530273,4.949999809265137
2025-02-10,11.380000114440918,7.389999866485596,6.909999847412109,7.0,2.7300000190734863,8.640000343322754,8.329999923706055,5.059999942779541
2025-02-11,11.399999618530273,7.460000038146973,7.28000020980835,6.900000095367432,2.799999952316284,8.5600004196167,8.520000457763672,5.050000190734863
2025-02-12,11.40999984741211,7.25,7.059999942779541,6.730000019073486,2.75,8.380000114440918,8.399999618530273,5.010000228881836
2025-02-13,11.420000076293945,7.789999961853027,7.190000057220459,6.699999809265137,2.759999990463257,8.729999542236328,8.430000305175781,5.019999980926514
2025-02-14,11.489999771118164,7.929999828338623,7.110000133514404,6.710000038146973,2.740000009536743,8.789999961853027,8.510000228881836,5.090000152587891
2025-02-17,11.600000381469727,7.75,7.039999961853027,6.690000057220459,2.7200000286102295,8.960000038146973,8.5600004196167,5.050000190734863
2025-02-18,11.760000228881836,7.639999866485596,7.079999923706055,6.639999866485596,2.7799999713897705,8.90999984741211,8.59000015258789,5.03000020980835
2025-02-19,11.800000190734863,7.5,6.670000076293945,6.570000171661377,2.690000057220459,8.760000228881836,8.270000457763672,4.980000019073486
2025-02-20,11.710000038146973,7.590000152587891,6.639999866485596,6.579999923706055,3.0,8.800000190734863,8.350000381469727,4.96999979019165
2025-02-21,11.6899995803833,7.53000020980835,6.869999885559082,6.639999866485596,2.869999885559082,8.720000267028809,8.34000015258789,4.949999809265137
2025-02-24,11.630000114440918,7.659999847412109,6.579999923706055,6.480000019073486,2.9100000858306885,8.800000190734863,8.279999732971191,4.960000038146973
2025-02-25,11.5600004196167,7.75,6.440000057220459,6.610000133514404,2.890000104904175,8.75,8.300000190734863,4.960000038146973
2025-02-26,11.470000267028809,7.710000038146973,6.400000095367432,6.449999809265137,2.9000000953674316,8.6899995803833,8.300000190734863,4.960000038146973
2025-02-27,11.529999732971191,7.78000020980835,6.570000171661377,6.510000228881836,2.9800000190734863,8.829999923706055,8.539999961853027,5.019999980926514
2025-02-28,11.579999923706055,7.769999980926514,6.710000038146973,6.480000019073486,2.9000000953674316,8.729999542236328,8.479999542236328,4.96999979019165
2025-03-03,11.520000457763672,7.75,6.400000095367432,6.28000020980835,2.759999990463257,8.630000114440918,8.300000190734863,4.980000019073486
2025-03-04,11.470000267028809,7.71999979019165,6.400000095367432,6.349999904632568,2.75,8.779999732971191,8.270000457763672,4.949999809265137
2025-03-05,11.520000457763672,7.599999904632568,6.46999979019165,6.460000038146973,2.7899999618530273,8.739999771118164,8.3100004196167,4.960000038146973
2025-03-06,11.6899995803833,7.579999923706055,6.539999961853027,6.409999847412109,2.799999952316284,8.680000305175781,8.199999809265137,4.940000057220459
2025-03-07,11.630000114440918,7.650000095367432,6.659999847412109,6.429999828338623,2.809999942779541,8.699999809265137,8.300000190734863,4.929999828338623
2025-03-10,11.65999984741211,7.539999961853027,6.389999866485596,6.369999885559082,2.7699999809265137,8.579999923706055,8.1899995803833,4.929999828338623
2025-03-11,11.539999961853027,7.400000095367432,6.480000019073486,6.340000152587891,2.759999990463257,8.460000038146973,8.180000305175781,4.900000095367432
2025-03-12,11.600000381469727,7.429999828338623,6.710000038146973,6.349999904632568,2.799999952316284,8.609999656677246,8.350000381469727,4.929999828338623
2025-03-13,11.8100004196167,7.409999847412109,6.659999847412109,6.289999961853027,2.8399999141693115,8.5600004196167,8.399999618530273,4.920000076293945
2025-03-14,11.819999694824219,7.369999885559082,6.489999771118164,6.210000038146973,2.759999990463257,8.5,8.369999885559082,4.920000076293945
2025-03-17,11.630000114440918,7.599999904632568,6.550000190734863,6.369999885559082,2.7899999618530273,8.640000343322754,8.529999732971191,4.989999771118164
2025-03-18,11.520000457763672,7.570000171661377,6.590000152587891,6.440000057220459,2.8299999237060547,8.680000305175781,8.520000457763672,5.010000228881836
2025-03-19,11.479999542236328,7.489999771118164,6.53000020980835,6.409999847412109,2.809999942779541,8.640000343322754,8.449999809265137,4.989999771118164
2025-03-20,11.510000228881836,7.449999809265137,6.5,6.340000152587891,2.7799999713897705,8.5600004196167,8.4399995803833,5.0
