,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1391221.0368181202
Total Return [%],39.12210368181201
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000277
Total Fees Paid,0.0
Max Drawdown [%],16.748097618911665
Max Drawdown Duration,69 days 00:00:00
Total Trades,46771
Total Closed Trades,46511
Total Open Trades,260
Open Trade PnL,-16406.66499966939
Win Rate [%],59.345101158865646
Best Trade [%],90.74950495049512
Worst Trade [%],-26.427923820729703
Avg Winning Trade [%],3.3596135468254094
Avg Losing Trade [%],-3.039122663963744
Avg Winning Trade Duration,4 days 03:25:54.930802115
Avg Losing Trade Duration,5 days 19:16:59.116224061
Profit Factor,1.3654092366470907
Expectancy,8.368285252294037
Sharpe Ratio,1.4995597372564922
Calmar Ratio,2.381879570934416
Omega Ratio,1.2480359972054444
Sortino Ratio,1.98771043255503
