,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1039241.7182692197
Total Return [%],3.924171826921973
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000149
Total Fees Paid,0.0
Max Drawdown [%],21.755889848926984
Max Drawdown Duration,221 days 00:00:00
Total Trades,44351
Total Closed Trades,44091
Total Open Trades,260
Open Trade PnL,13216.091378488194
Win Rate [%],66.06563697806808
Best Trade [%],181.80506250835356
Worst Trade [%],-31.266297751453813
Avg Winning Trade [%],8.294339047347652
Avg Losing Trade [%],-4.067342366979343
Avg Winning Trade Duration,7 days 13:18:55.404579628
Avg Losing Trade Duration,6 days 17:43:47.605786129
Profit Factor,1.0235346410292072
Expectancy,0.30545279411947845
Sharpe Ratio,0.28279407534891493
Calmar Ratio,0.18344681523556872
Omega Ratio,1.0426853483424454
Sortino Ratio,0.359110709648718
