instrument,name,last_price,total_cap_yi,float_cap_yi
SH605089,味知香,24.91,34.3758,34.3758
SH600386,北巴传媒,4.13,33.30432,33.30432
SZ000753,漳州发展,6.86,68.01560147,68.01560147
SH600538,国发股份,6.9,36.16968601,36.16968601
SZ300571,平治信息,58.0,80.92641052,67.0695615
SZ000759,中百集团,5.51,36.50174381,36.12940198
SZ002251,步步高,4.12,110.77442719,88.6818513
SZ001308,康冠科技,20.8,146.45098853,101.34522653
SZ000960,锡业股份,40.29,662.94453346,662.94453346
SZ001236,弘业期货,9.65,97.25055558,73.15450558
SZ000938,紫光股份,33.17,948.68849421,948.68610597
SH600905,三峡能源,4.16,1189.24624591,1189.24624591
SH600219,南山铝业,5.56,638.49380668,638.49380668
SH601606,长城军工,39.07,282.95603588,282.95603588
SH600620,天宸股份,5.61,38.52258604,38.52258604
SZ000656,*ST金科,1.4,148.87714285,106.65379225
SZ300477,ST合纵,2.8,30.01652324,27.74836285
SZ000702,正虹科技,7.01,24.29840885,18.69108378
SZ002644,佛慈制药,8.4,42.895188,42.895188
SH600351,亚宝药业,7.02,48.57840323,48.57840323
SH600540,新赛股份,5.59,32.49897206,32.49897206
SZ300143,盈康生命,11.36,85.13770221,72.84686665
SZ002096,易普力,11.27,139.79767478,139.79743709
SZ300772,运达股份,17.0,133.76410985,118.63883908
SH600281,华阳新材,5.71,29.37235563,29.37235563
SH603786,科博达,56.75,229.18867725,229.18867725
SZ002137,实益达,8.49,49.0301621,33.65929108
SH600400,红豆股份,2.83,64.84582341,64.84582341
SH605218,伟时电子,18.35,44.5565013,39.05493991
SH600987,航民股份,7.09,72.3760581,72.3760581
SZ000968,蓝焰控股,8.52,82.43122663,82.43122663
SH600919,江苏银行,11.29,2071.86453187,2071.86453187
SH603700,宁水集团,12.83,25.65511613,25.65511613
SZ001228,永泰运,31.14,32.34343924,24.86983924
SH603577,汇金通,11.4,38.6618574,38.6618574
SZ002639,雪人集团,18.43,142.39058141,120.39961569
SZ000529,广弘控股,5.67,33.10091171,32.31244418
SZ000401,金隅冀东,4.27,113.50587593,112.35884291
SZ000605,渤海股份,7.22,25.46195092,25.46195092
SZ000927,中国铁物,2.88,174.25018486,174.25009673
SZ002224,三 力 士,4.32,38.9714252,34.83563194
SZ000797,中国武夷,2.88,45.23772145,45.23084715
SH601399,国机重装,4.33,312.34697004,312.34697004
SZ300908,仲景食品,28.8,42.048,35.54020051
SZ002085,万丰奥威,14.3,303.63154536,303.63154536
SZ300149,睿智医药,10.05,50.0453812,47.69362863
SH600733,北汽蓝谷,7.17,456.52493908,350.73574474
SZ301560,众捷汽车,41.91,50.96256,25.590246
SZ002835,同为股份,15.75,34.57029413,20.04772203
SH688657,浩辰软件,54.35,35.60701553,22.30770858
SH603529,爱玛科技,23.35,202.6530113,197.90536694
SH600232,金鹰股份,8.76,31.94934445,31.94934445
SH600941,中国移动,96.68,20949.79644712,872.79597382
SH603235,天新药业,26.12,114.348136,114.348136
SZ003020,立方制药,23.21,44.14128444,31.87957397
SZ002239,奥特佳,2.92,102.63942829,78.3250764
SZ000919,金陵药业,7.28,45.27610564,45.2646178
SZ300579,数字认证,27.74,74.898,72.25528759
SZ300434,金石亚药,11.6,46.60228915,39.68535288
SH688429,时创能源,14.56,58.24011648,17.44685008
SZ300233,金城医药,16.21,62.22607055,59.94703792
SZ300895,铜牛信息,71.17,100.20782759,98.33719317
SZ002329,皇氏集团,4.41,36.70901574,28.73524795
SH600269,赣粤高速,4.47,104.39269353,104.39269353
SH603097,江苏华辰,28.05,46.32847311,45.01556004
SH600567,山鹰国际,1.48,93.35030893,93.35030893
SH600784,鲁银投资,7.37,49.79557281,49.79557281
SZ002555,三七互娱,22.35,494.4351217,354.77470275
SZ002376,新北洋,7.42,60.14374054,58.40529865
SH603277,银都股份,13.42,82.35844673,81.82791656
SH688569,铁科轨道,20.71,43.62907357,43.62907357
SZ002104,恒宝股份,14.88,105.40250292,89.2355954
SZ300422,博世科,5.89,31.44555491,30.4329252
SH603187,海容冷链,14.88,57.49871672,56.89544938
SH600050,中国联通,4.52,1413.15202478,1400.76649367
SH688278,特宝生物,57.16,233.32110677,233.32110677
SH688383,新益昌,101.88,103.5574542,103.5574542
SZ000790,华神科技,4.5,28.06737138,28.01765763
SZ301131,聚赛龙,43.83,23.95854438,17.16158259
SZ300930,屹通新材,33.0,33.0,15.55125033
SZ000799,酒鬼酒,43.59,141.63654238,141.62313846
SZ000850,华茂股份,4.5,42.46492541,42.45189134
SZ300445,康斯特,23.96,50.89823111,33.67625369
SH603136,天目湖,10.56,28.52538058,28.52538058
SZ000048,京基智农,15.04,79.7544504,79.68230352
SZ300747,锐科激光,37.67,211.55472,196.62908246
SH600559,老白干酒,13.6,124.40565238,123.69328438
SZ301313,凡拓数创,36.24,37.49151216,28.46779384
SZ000752,*ST西发,9.21,24.29215702,24.29215702
SH603018,华设集团,7.59,51.90014699,51.90014699
SZ300224,正海磁材,13.71,127.59902717,127.12921687
SZ000985,大庆华科,19.88,25.7723326,25.7723326
SZ000676,智度股份,7.57,95.36604358,95.30845987
SH601011,宝泰隆,3.06,58.61933489,58.61933489
SH688139,海尔生物,31.83,100.73969707,100.73969707
SH603321,梅轮电梯,7.68,26.79471122,26.46255122
SH603395,红四方,27.61,71.786,17.9465
SZ301153,中科江南,21.25,75.5787105,70.49737395
SH601929,吉视传媒,3.06,106.78751794,106.78751794
SH603167,渤海轮渡,9.1,42.69214977,42.69214977
SZ002907,华森制药,13.7,57.21069502,46.00688639
SZ301026,浩通科技,32.21,50.98005121,36.81897528
SZ002206,海 利 得,6.16,71.59196475,65.10109674
SH603755,日辰股份,29.48,29.07131316,29.07131316
SH601107,四川成渝,6.17,188.682302,133.441058
SZ000516,国际医学,4.66,104.33258869,102.25126316
SZ301309,万得凯,35.67,35.86062048,21.60920703
SZ300442,润泽科技,98.08,1602.9641764,1598.5309604
SH688459,哈铁科技,9.3,44.64,44.64
SZ300667,必创科技,18.71,38.2874029,32.29916169
SH688363,华熙生物,41.83,201.48600863,201.48600863
SH688212,澳华内镜,37.19,50.08200648,50.08200648
SH603338,浙江鼎力,56.9,288.11194315,288.11194315
SZ002905,金逸影视,9.3,34.99776,32.49792
SZ301448,开创电气,39.99,41.82954,19.30817175
SZ300435,中泰股份,23.1,89.099703,85.19608713
SZ000795,英洛华,9.43,106.90641091,106.90625183
SH603266,天龙股份,20.55,40.87122713,40.87122713
SZ000877,天山股份,4.73,336.32625713,336.32618618
SH600779,水井坊,32.8,159.90104894,159.90104894
SH603230,内蒙新华,10.94,38.6754162,38.6754162
SZ300609,汇纳科技,42.65,51.22878606,51.14980679
SZ300893,松原安全,23.45,110.91879688,58.82784625
SH603896,寿仙谷,17.39,34.47461612,34.47461612
SZ301509,金凯生科,35.3,42.51767416,20.02954758
SH603195,公牛集团,44.8,809.94347302,806.69761715
SZ300479,神思电子,17.48,34.4427432,34.4230782
SZ000713,国投丰乐,6.44,51.40533413,39.54256471
SH600903,贵州燃气,6.42,73.83060399,73.83060399
SZ000017,深中华A,6.43,44.31459119,28.34485145
SZ301119,正强股份,43.35,45.084,36.461685
SZ002275,桂林三金,14.49,85.13869014,80.72422267
SH600199,金种子酒,7.99,52.55796624,52.55796624
SZ002241,歌尔股份,25.5,905.1916328,801.36128054
SZ000637,茂化实华,4.78,24.85004202,17.42736878
SH605339,南侨食品,16.05,68.09864387,68.09864387
SH603518,锦泓集团,9.81,33.87902963,33.75365783
SZ002391,长青股份,6.51,42.28847501,30.21280005
SH600711,盛屯矿业,14.66,453.08365338,453.08365338
SH688616,西力科技,14.56,26.11747538,26.11747538
SH688605,先锋精科,68.0,137.61830208,73.6791764
SH600800,渤海化学,4.87,54.05920202,54.04386152
SH688389,普门科技,13.02,55.78884205,55.78884205
SZ301276,嘉曼服饰,25.91,33.57936,18.72453697
SH600084,*ST尼雅,4.86,54.61312394,54.61312394
SH600976,健民集团,32.44,49.76250584,49.73006584
SZ002646,天佑德酒,8.12,38.90356749,38.63841092
SZ002004,华邦健康,4.87,96.4220646,91.71780229
SZ000597,东北制药,4.96,70.78357794,69.89501736
SZ000726,鲁  泰Ａ,6.6,53.95669006,38.89620735
SZ000923,河钢资源,18.06,117.88285036,113.39898453
SZ000068,华控赛格,3.29,33.11949117,33.11949117
SZ000058,深 赛 格,8.22,101.20469524,80.9455749
SZ300998,宁波方正,28.23,38.72287363,30.39822773
SZ002078,太阳纸业,14.77,412.75283708,410.21525788
SZ300437,清水源,16.59,40.67919379,28.82522404
SZ300320,海达股份,9.92,59.64243175,48.14469642
SZ301558,三态股份,8.38,66.10573249,18.3925792
SH603895,天永智能,31.9,34.47752,34.47752
SH601188,龙江交通,3.37,43.99433614,43.99433614
SH688768,容知日新,43.69,38.44226871,38.12544456
SH688687,凯因科技,20.07,34.3085455,34.3085455
SH600116,三峡水利,6.76,129.26086031,129.26086031
SZ002169,智光电气,13.31,104.17791491,100.97950501
SZ300735,光弘科技,21.68,166.38547738,164.20797243
SZ300563,神宇股份,33.81,61.58035944,43.32609261
SH603689,皖天然气,8.4,44.16827167,43.96957975
SH600168,武汉控股,5.06,50.26591699,50.26591699
SH688225,亚信安全,16.81,67.241681,67.241681
SZ002696,百洋股份,6.87,23.75331574,22.96358767
SH600208,衢州发展,5.13,436.50866304,436.45918609
SZ300122,智飞生物,15.47,370.31927386,218.79307787
SH600615,鑫源智造,11.94,26.93957843,26.89676637
SH688382,益方生物-U,22.13,127.98852106,127.98852106
SH688291,金橙子,49.3,50.6146831,50.6146831
SZ002482,广田集团,1.71,64.14145641,64.0174376
SH600518,康美药业,1.7,235.09124373,234.9799872
SZ002697,红旗连锁,5.12,69.632,58.6414208
SZ002097,山河智能,10.17,109.28857575,109.0863993
SH600578,京能电力,5.13,343.43405807,343.43405807
SH600027,华电国际,5.13,595.68401564,472.76424688
SZ300020,ST银江,3.39,26.93958332,25.98718096
SZ002548,金新农,5.2,43.06503022,41.83251758
SZ300348,长亮科技,12.2,99.28540926,86.97736752
SH600639,浦东金桥,10.37,116.394217,88.1695461
SH600699,均胜电子,29.63,459.49331782,401.50239472
SZ301565,中仑新材,22.72,90.882272,29.083872
SH603701,德宏股份,26.0,67.95409426,67.95409426
SH603810,丰山集团,15.72,25.99156166,25.99156166
SZ301063,海锅股份,24.15,25.20311485,23.34032367
SZ300256,星星科技,3.44,78.03273248,77.17273248
SZ002322,理工能科,12.21,44.63096514,42.90590081
SZ301010,晶雪节能,22.89,24.7212,24.7212
SH600637,东方明珠,10.62,357.03376057,357.03376057
SZ000591,太阳能,5.29,207.67484708,207.60602292
SH600917,重庆燃气,5.29,82.5790033,82.5790033
SH603299,苏盐井神,10.56,100.85524479,82.42145303
SH688162,巨一科技,33.27,45.61342784,45.61342784
SH688636,智明达,46.06,80.10128968,77.20918274
SH688662,富信科技,75.83,66.912392,66.912392
SH605180,华生科技,15.88,26.8372,26.8372
SH600561,江西长运,7.07,20.11250976,20.11250976
SH600665,天地源,3.5,30.24428824,30.24428824
SZ300957,贝泰妮,42.07,178.20852,177.23791546
SH600805,悦达投资,5.26,44.75705038,44.72448436
SH603060,国检集团,7.0,56.27726923,56.27726923
SH688023,安恒信息,46.27,47.09567843,47.09567843
SZ001395,亚联机械,40.37,35.218788,18.929493
SH600172,黄河旋风,8.89,128.21019992,113.45913618
SZ301419,阿莱德,42.93,51.516,34.05490938
SZ300338,*ST开元,3.6,14.49448891,12.59772271
SH605337,李子园,10.79,42.09204108,42.09204108
SH688378,奥来德,46.55,121.69341384,112.1671458
SH600880,博瑞传播,5.36,58.60260013,58.58641738
SZ003037,三和管桩,7.19,43.07346935,43.07346935
SZ300885,海昌新材,30.3,75.1899954,50.60638583
SH601163,三角轮胎,14.75,118.0,118.0
SH600916,中国黄金,9.16,153.888,153.888
SH600793,宜宾纸业,16.57,29.31299313,29.31299313
SZ301059,金三江,14.66,33.8871764,30.27443168
SH688080,映翰通,45.98,33.86708949,33.86708949
SZ002419,天虹股份,5.47,63.93597193,63.92791598
SZ002936,郑州银行,1.84,167.29448099,129.33904439
SZ000555,神州信息,14.71,143.53641968,143.36830645
SZ002399,海普瑞,10.88,159.641827,135.6955454
SH603320,迪贝电气,23.92,35.67577176,35.67577176
SZ301325,曼恩斯特,44.0,63.3127704,25.473668
SZ002388,新亚制程,5.59,28.54799584,28.29258008
SZ002877,智能自控,9.25,32.91554179,22.24760531
SH688196,卓越新能,52.28,66.49534763,66.49534763
SZ300715,凯伦股份,14.8,55.95220364,46.31788138
SZ300107,建新股份,7.38,41.53333138,25.63687986
SZ000498,山东路桥,5.57,86.47098938,80.72863993
SH603719,良品铺子,11.12,44.5912,44.5912
SZ001358,兴欣新材,30.02,36.98464,14.9188824
SZ002753,永东股份,7.38,31.63642253,17.91951542
SZ002270,华明装备,24.64,220.8299462,220.8264074
SH603280,南方路机,34.45,37.34609678,37.34609678
SH603315,福鞍股份,19.0,60.86959016,60.86959016
SH688217,睿昂基因,30.25,16.89640854,16.89640854
SZ301180,万祥科技,19.09,76.361909,31.33394458
SH603128,华贸物流,5.69,74.48474551,74.48474551
SH600141,兴发集团,32.18,386.71988598,386.71988598
SZ300272,开能健康,7.57,46.28823903,35.15863904
SH603499,翔港科技,20.97,63.45404358,63.45404358
SZ002029,七 匹 狼,11.46,80.79569734,76.2555229
SH603357,设计总院,7.56,42.37968992,42.0035837
SH600054,黄山旅游,11.47,83.65982177,58.87551
SZ002126,银轮股份,49.76,421.37066162,395.20154821
SH601007,金陵饭店,7.65,29.835,29.835
SH601118,海南橡胶,7.6,325.23651257,325.23651257
SZ000952,广济药业,7.59,26.31835073,26.10914726
SZ000820,*ST节能,3.82,24.69840784,11.3441347
SZ002596,海南瑞泽,3.81,43.72281774,43.68261271
SZ002805,丰元股份,24.65,69.03540822,68.72797589
SZ300709,精研科技,43.41,80.77588722,64.80113572
SZ300522,世名科技,13.62,43.91789525,35.83498558
SZ000915,华特达因,28.96,67.86239806,67.81923318
SH603617,君禾股份,7.78,30.32732202,29.84729602
SH688035,德邦科技,79.41,112.952784,112.952784
SZ300662,科锐国际,25.11,49.41807674,49.27465972
SZ300265,通光线缆,19.49,91.13550019,91.07681093
SZ000922,佳电股份,15.53,107.93119442,91.22527819
SZ002910,庄园牧场,11.49,22.46747097,19.65501806
SZ300120,经纬辉开,7.69,44.17089314,40.56067445
SZ301098,金埔园林,9.71,17.86014472,14.53483385
SZ002167,东方锆业,13.49,104.50342817,102.35037871
SZ002529,*ST海源,7.79,20.254,20.254
SH688128,中国电研,27.16,109.8622,109.8622
SZ002191,劲嘉股份,3.88,56.32901876,55.89197878
SH688084,晶品特装,69.77,52.78733035,52.78733035
SZ301179,泽宇智能,25.12,101.58718133,59.65372728
SZ300548,长芯博创,274.71,800.98218819,739.74246144
SZ000629,钒钛股份,3.9,362.34696596,362.32733277
SZ300079,数码视讯,5.78,82.42442198,74.06952412
SZ000715,中兴商业,5.87,31.72351231,28.54891699
SZ301678,新恒汇,61.19,146.58399026,29.31679842
SH603956,威派格,5.94,33.85243339,33.85243339
SZ300187,永清环保,5.88,37.9625833,37.74234949
SZ300768,迪普科技,17.89,115.18101508,75.25745314
SH601015,陕西黑猫,3.94,80.47440698,80.47440698
SZ300678,中科信息,29.6,87.73034273,86.19436232
SH600218,全柴动力,9.8,42.68879206,42.68879206
SZ301132,满坤科技,40.11,59.39739447,37.99798429
SH601619,嘉泽新能,6.07,176.80537476,147.78545446
SZ300625,三雄极光,12.13,33.8828503,19.647174
SH600702,舍得酒业,44.31,147.44545928,147.38342528
SZ001213,中铁特货,4.0,177.77777776,177.77777776
SZ000002,万  科Ａ,4.0,477.22837884,388.6774346
SH600488,津药药业,6.0,65.5132008,65.5132008
SZ300111,向日葵,4.06,52.26075499,52.26075499
SZ002688,金河生物,6.0,46.17026388,44.84781702
SH600039,四川路桥,8.1,704.34284225,704.34284225
SZ301201,诚达药业,41.84,64.73226396,45.41493679
SH688058,宝兰德,30.26,22.94813821,22.94813821
SH600601,方正科技,12.12,517.9776379,505.43954638
SH688602,康鹏科技,8.07,41.9135625,20.94941019
SZ301223,中荣股份,20.17,38.95382885,38.95382885
SZ300467,迅游科技,41.98,85.30541576,71.45912381
SH688690,纳微科技,34.34,138.6699903,138.6699903
SZ301361,众智科技,37.94,44.1378784,11.5504536
SH600329,达仁堂,42.24,325.28785597,239.53854397
SZ301043,绿岛风,56.74,38.5832,32.19867335
SZ300831,派瑞股份,20.61,65.952,38.02220186
SH603600,永艺股份,12.32,40.70936654,36.96468579
SH600037,歌华有线,8.2,114.12578649,114.12578649
SZ002387,维信诺,8.21,114.67695513,114.52653151
SZ301073,君亭酒店,24.76,48.14607899,44.02099119
SH603855,华荣股份,18.57,62.6757927,62.30838525
SH600106,重庆路桥,6.11,81.20343129,81.20343129
SZ300832,新产业,47.43,372.66641973,324.00488934
SH600216,浙江医药,14.28,137.3218707,135.85841703
SZ000400,许继电气,26.41,269.01813596,267.1903025
SZ002640,跨境通,4.13,64.34710693,63.94322081
SZ000777,中核科技,20.42,78.29387249,78.29249087
SH688472,阿特斯,14.5,528.25531624,195.4098867
SZ300194,福安药业,4.13,49.13512138,39.99261612
SH688026,洁特生物,16.52,23.18820334,23.18079875
SZ000655,金岭矿业,8.36,49.77044323,49.77044323
SZ001914,招商积余,10.57,111.37818899,111.37778733
SZ301173,毓恬冠佳,43.92,38.57703186,13.53994703
SZ300087,荃银高科,8.33,78.91273486,75.16124847
SZ300779,惠城环保,73.06,154.41040313,117.56405041
SH600455,博通股份,29.18,18.2252444,18.2252444
SH603218,日月股份,12.67,130.54423638,130.25219288
SZ300255,常山药业,46.09,423.59515867,422.93261492
SZ301633,港迪技术,63.33,35.262144,16.15588958
SZ300992,泰福泵业,31.12,29.67244324,24.11923484
SZ301380,挖金客,35.56,36.05514917,28.71065078
SH603676,卫信康,10.51,45.73547365,45.73547365
SH603987,康德莱,8.39,36.64675483,36.64675483
SH601177,杭齿前进,16.79,68.45509665,67.170074
SZ300146,汤臣倍健,10.56,178.64109447,118.34429999
SH688232,新点软件,23.11,74.41003442,74.41003442
SZ301370,国科恒泰,10.51,49.46006,34.02597376
SZ002605,姚记科技,21.02,87.7934262,70.89263089
SH600048,保利发展,6.43,769.69951178,769.69951178
SZ000718,苏宁环球,2.16,65.54814589,49.28752308
SH600085,同仁堂,27.72,380.17155663,380.17155663
SZ000423,东阿阿胶,53.66,345.55796376,344.95346722
SH603628,清源股份,12.84,35.066668,34.94690932
SH603708,家家悦,10.6,67.66389955,67.66389955
SZ002806,华锋股份,14.9,31.65939916,25.94165767
SZ300966,共同药业,28.0,32.27871164,21.46666732
SH603980,吉华集团,6.46,43.72343506,43.72343506
SH603633,徕木股份,8.53,36.40696278,36.40696278
SZ300251,光线传媒,14.9,437.10467637,413.52965469
SZ300148,天舟文化,4.26,35.91858801,34.68129457
SZ002186,全 聚 德,10.73,32.93268639,32.91981039
SZ002312,川发龙蟒,10.87,205.19399482,204.77114682
SH600716,凤凰股份,4.37,40.90584778,40.90584778
SH688135,利扬芯片,38.98,90.8639162,90.8639162
SH603206,嘉环科技,17.44,53.22687791,53.22687791
SH601825,沪农商行,8.8,848.71111116,824.95084346
SH600075,新疆天业,6.49,110.83596657,110.83596657
SH688015,交控科技,22.03,41.56636746,41.56636746
SH600007,中国国贸,21.7,218.58030988,218.58030988
SH605098,行动教育,61.48,73.31557628,73.31557628
SZ002672,东江环保,4.41,48.74178087,39.91571712
SZ300603,立昂技术,10.92,50.75596683,40.83328748
SZ000735,罗 牛 山,6.55,75.42413936,75.38378736
SH603616,韩建河山,6.52,25.5139336,25.0559036
SH600572,康恩贝,4.41,111.88140413,111.58408842
SZ002162,悦心健康,4.47,41.11063314,41.05668721
SZ002986,宇新股份,13.51,51.35440006,40.77823841
SH600131,国网信通,17.96,215.2245659,214.78456476
SH603706,东方环宇,22.25,42.13765387,42.13765387
SZ002815,崇达技术,15.5,191.29345522,120.45701217
SH603168,莎普爱思,6.71,25.10388849,24.99568974
SZ002524,光正眼科,4.49,23.13838767,22.93261097
SH600731,湖南海利,6.72,37.54749036,36.40107509
SZ002204,大连重工,6.76,130.56061416,130.56061416
SZ300987,川网传媒,17.68,30.6514624,30.6514624
SH688335,复洁科技,30.99,45.87592006,45.87592006
SH603602,纵横通信,13.61,31.44692493,31.44692493
SZ002758,浙农股份,9.04,46.89974591,46.84576129
SH601811,新华文轩,13.76,169.7765216,108.96597664
SH600095,湘财股份,9.09,259.90016584,259.90016584
SZ300470,中密控股,33.99,70.68619441,67.00934213
SZ300387,富邦科技,9.18,26.53543425,26.52622001
SH601226,华电科工,9.16,106.45969092,106.45969092
SZ002481,双塔食品,4.57,56.37993005,51.09957382
SH600366,宁波韵升,13.55,148.92006241,148.92006241
SZ301656,联合动力,20.36,489.61542928,41.45886786
SH605188,国光连锁,15.9,79.8750015,79.8750015
SZ000422,湖北宜化,16.16,175.75368946,170.94964466
SZ000088,盐 田 港,4.59,238.65628558,145.17645409
SZ300235,方直科技,13.84,34.84173428,28.11357827
SZ300427,红相股份,11.29,57.41194164,56.78925186
SH601288,农业银行,6.9,24148.82933724,22027.85054361
SH600167,联美控股,6.92,156.58856004,156.58856004
SH603055,台华新材,9.18,81.72892026,81.43123122
SH601058,赛轮轮胎,13.78,453.10021569,453.10021569
SH605338,巴比食品,23.02,55.14824559,55.14824559
SH603885,吉祥航空,11.78,257.27582057,257.27582057
SZ002145,钛能化学,4.65,177.01025651,177.001053
SZ301580,爱迪特,78.71,83.87694707,56.6845744
SZ002405,四维图新,9.42,223.31511828,221.89619225
SH688566,吉贝尔,28.2,56.23950393,56.23950393
SZ002586,ST围海,4.71,53.89293693,51.22209794
SZ300237,ST美晨,2.31,33.30823488,33.30792303
SH600521,华海药业,16.45,246.29797637,246.29797637
SZ000862,银星能源,6.93,63.61426043,43.5181192
SZ002961,瑞达期货,25.84,123.23959909,123.23901769
SH600237,铜峰电子,9.25,58.34013434,57.77696104
SZ300856,科思股份,14.16,67.35731078,65.09856422
SZ300638,广和通,23.51,211.41739992,124.70848561
SH601113,华鼎股份,4.62,51.01183284,51.01183284
SZ002330,得利斯,4.71,29.92335016,29.91552685
SH603983,丸美生物,25.62,102.7362,102.7362
SZ002282,博深股份,6.96,36.66794902,35.14832628
SH600925,苏能股份,4.65,320.33333334,74.68125925
SH688557,兰剑智能,35.38,36.32805663,36.32805663
SZ002663,普邦股份,2.41,41.53270854,41.14149994
SZ002171,楚江新材,11.92,193.45419434,192.35798322
SH603066,音飞储存,11.9,35.00742881,35.00742881
SH600596,新安股份,11.95,161.27684736,161.27684736
SZ300238,冠昊生物,14.34,38.02332752,38.02022736
SZ300999,金龙鱼,28.51,1545.69574691,154.70868735
SH601886,江河集团,9.49,107.52189549,107.52189549
SH603310,巍华新材,16.74,57.809916,32.477274
SZ300820,英杰电气,50.44,112.10441724,56.38163579
SZ002953,日丰股份,12.08,59.38282148,32.77441132
SH605388,均瑶健康,7.18,43.1147512,43.1147512
SH600195,中牧股份,7.37,75.25862676,75.25862676
SH688052,纳芯微,201.0,326.87310033,286.48215033
SH688507,索辰科技,97.9,87.23749954,48.20177967
SH600859,王府井,12.14,136.44527487,136.43272697
SZ300088,长信科技,7.27,181.58523119,180.69602426
SZ002237,恒邦股份,17.14,245.09692793,204.36981977
SZ300011,鼎汉技术,7.37,44.62943202,37.38476749
SZ301189,奥尼电子,95.25,110.86763291,107.02087403
SZ000970,中科三环,12.33,149.89898781,149.89898781
SZ002057,中钢天源,9.79,73.80521482,73.74943169
SH688299,长阳科技,19.63,56.41522509,56.41522509
SH600512,腾达建设,2.47,39.36713118,39.20890753
SZ300770,新媒股份,39.06,88.99375364,88.99375364
SH600103,青山纸业,4.91,110.02459328,108.62535621
SZ300523,辰安科技,22.2,51.64555564,51.58357812
SZ300923,研奥股份,29.04,22.82544,22.1652519
SH600377,宁沪高速,12.2,614.605195,463.86632612
SH600597,光明乳业,7.4,102.00705846,102.00569686
SH603739,蔚蓝生物,15.2,38.46038763,38.46038763
SH601019,山东出版,7.59,158.39571,158.39571
SZ300986,志特新材,25.03,103.11708594,103.03200096
SZ000739,普洛药业,17.52,202.95931452,202.88307256
SH688050,爱博医疗,50.81,98.26815322,98.26815322
SZ000488,ST晨鸣,2.51,73.83055062,42.52491573
SH600461,洪城环境,10.14,130.21337642,130.21337642
SH688570,天玛智控,17.58,76.1214,33.08556
SZ002742,三圣股份,5.04,34.47874287,26.4075902
SH603161,科华控股,14.93,29.02507036,28.47878838
SZ300315,掌趣科技,5.18,140.25424996,131.64866229
SZ301267,华厦眼科,18.04,151.536,116.97936669
SZ300150,世纪瑞尔,5.18,30.30849355,24.01775542
SZ002727,一心堂,12.78,74.84020718,50.21458914
SZ300700,岱勒新材,18.17,72.14013714,49.16990041
SH600272,开开实业,12.75,33.48812299,20.4
SH605108,同庆楼,15.54,40.404,40.404
SZ000019,深粮控股,7.65,88.16894693,31.83979014
SH603880,南卫股份,7.74,22.3718508,22.3718508
SZ300324,旋极信息,5.13,88.62539752,87.7225305
SH605398,新炬网络,27.96,45.49549957,45.49549957
SZ000030,富奥股份,5.11,87.88233418,85.38330018
SZ301020,密封科技,23.46,34.34544,34.34544
SZ002670,国盛证券,12.9,249.62592024,209.41223179
SH605303,园林股份,25.42,40.98654911,40.98654911
SZ301086,鸿富瀚,210.59,189.531,98.8098978
SZ300160,秀强股份,5.28,40.81156422,40.2420225
SZ300724,捷佳伟创,93.89,327.01136443,270.13509617
SZ301165,锐捷网络,99.38,790.52272682,790.52272682
SH600310,广西能源,5.33,78.12238148,78.12238148
SZ000856,冀东装备,10.46,23.7442,23.7442
SZ000507,珠海港,5.27,48.47002897,47.55407978
SH600529,山东药玻,18.47,122.56952667,122.56952667
SZ000980,众泰汽车,2.64,133.12326031,133.1220249
SH601828,美凯龙,2.63,114.50199106,95.00617889
SZ000032,深桑达Ａ,18.29,222.25629598,208.1327439
SZ002346,柘中股份,18.29,80.76414359,71.71755458
SH601966,玲珑轮胎,13.25,193.9141055,193.9141055
SH601112,振石股份,21.3,370.69803617,37.75422998
SZ002985,北摩高科,36.68,121.72390048,121.38858696
SZ003005,竞业达,18.44,42.66807462,23.41478119
SH600104,上汽集团,13.64,1567.95585155,1567.95585155
SH688334,西高院,21.46,67.9379534,33.67174819
SZ001300,三柏硕,18.86,45.97613738,45.97613738
SZ301360,荣旗科技,86.32,46.043088,22.32233042
SZ002919,名臣健康,24.41,65.05901271,64.58841818
SH600395,盘江股份,5.36,115.05909432,115.05909432
SZ300378,鼎捷数智,43.4,117.85349422,116.96748322
SH600581,*ST八钢,2.71,41.54153228,41.54153228
SH600526,菲达环保,5.38,47.81221279,46.96778413
SH603456,九洲药业,13.69,121.76516123,121.76516123
SZ301206,三元生物,27.33,55.29561381,35.60432777
SZ300350,华鹏飞,5.44,30.57346798,25.65315868
SH600854,春兰股份,5.42,28.15465276,28.15465276
SH603197,保隆科技,34.92,74.69582749,73.73430529
SZ002016,世荣兆业,5.4,43.69116413,43.69116413
SH603808,歌力思,10.81,39.31956249,39.31956249
SZ300357,我武生物,25.17,131.7860928,121.8012054
SH600196,复星医药,24.82,662.80055847,525.80892637
SH603228,景旺电子,74.5,733.68944949,726.93852769
SH688016,心脉医疗,101.68,125.33292057,125.33292057
SZ002155,湖南黄金,30.51,476.76491651,476.72207773
SZ002647,仁东控股,13.8,155.98024867,140.11024867
SZ301022,海泰科,30.8,30.64111081,20.6932689
SH603383,顶点软件,33.33,68.45284036,68.45194045
SZ002266,浙富控股,5.65,294.88883421,273.60606544
SH688395,正弦电气,30.43,26.3516862,26.3516862
SZ301116,益客食品,11.06,49.65714299,49.65681119
SH603368,柳药集团,16.92,67.20816127,67.20816127
