instrument,name,last_price,total_cap_yi,float_cap_yi
SZ301616,浙江华业,46.3,37.04,13.15002923
SH688081,兴图新科,55.43,57.115072,57.115072
SH603949,雪龙集团,18.49,38.96521694,38.86695516
SZ300172,中电环保,5.47,37.016037,28.60458137
SH603032,德新科技,24.63,57.44390862,57.05860675
SH603678,火炬电子,33.48,159.21970806,159.21970806
SZ002657,中科金财,21.89,74.43738171,73.57829662
SZ000905,厦门港务,11.51,177.51964079,85.38205441
SH688190,云路股份,86.56,103.872,103.872
SZ002671,龙泉股份,4.92,27.71073622,27.1037879
SZ001378,德冠新材,27.33,36.44007288,17.73124376
SZ002406,远东传动,8.28,60.46263679,49.86322795
SZ300554,三超新材,26.99,30.82570463,21.34772593
SH600531,豫光金铅,16.0,193.48203168,193.48203168
SH688005,容百科技,39.1,279.45765877,279.41593203
SH600977,中国电影,13.79,257.4593,257.4593
SH688522,纳睿雷达,35.75,108.32092915,44.00717965
SZ300402,宝色股份,19.24,47.48249162,46.87219882
SH600469,风神股份,6.63,59.00930804,48.36259275
SZ001979,招商蛇口,9.43,850.21183373,793.40092726
SH688479,友车科技,42.57,61.43591718,26.52851718
SZ000878,云南铜业,20.5,497.1627282,410.74226605
SZ301300,远翔新材,42.67,27.6877096,16.54444465
SZ000608,*ST阳光,3.88,29.09663639,28.92258929
SZ300629,新劲刚,26.61,66.90377313,57.68745152
SH601116,三江购物,13.86,75.90822624,75.90822624
SH688211,中科微至,37.67,49.38268112,49.38268112
SH688529,豪森智能,19.94,33.53428503,33.53428503
SH603344,星德胜,29.36,57.11429573,15.86349573
SZ002194,武汉凡谷,12.73,86.9822831,65.03487761
SH603803,瑞斯康达,16.57,70.40320539,70.40320539
SZ001205,盛航股份,15.58,29.2909506,25.93825752
SZ300875,捷强装备,40.12,40.0537021,35.2220176
SZ000525,红太阳,5.56,72.45561488,61.81385628
SZ002021,中捷资源,3.34,39.92894259,39.92762556
SH600996,贵广网络,8.89,110.84050702,110.84050702
SZ301636,泽润新能,65.01,41.52047173,10.3749173
SZ301136,招标股份,16.67,45.87664349,45.82538324
SZ300375,鹏翎股份,5.0,37.9869409,26.4123852
SZ000630,铜陵有色,6.67,894.41174972,743.23740812
SZ003007,直真科技,51.73,52.671486,37.54959497
SZ300326,ST凯利,7.22,51.76831564,51.74701267
SZ300582,英飞特,15.6,46.57169213,34.56407666
SZ001322,箭牌家居,7.29,70.50617978,57.27111298
SH688185,康希诺,62.71,154.92116761,71.72324622
SH603886,元祖股份,12.34,29.616,29.616
SH603867,新化股份,36.43,79.23042047,78.57468047
SH600708,光明地产,3.91,87.13969665,87.00836085
SZ300601,康泰生物,14.53,162.2898934,130.82433566
SZ301592,六九一二,136.29,95.403,31.83519607
SZ301062,上海艾录,7.86,34.0567626,24.62093423
SZ002026,山东威达,13.5,59.47181177,59.46667839
SZ300664,鹏鹞环保,5.63,42.57723149,42.36439638
SH603098,森特股份,14.16,76.42151688,76.29407688
SZ003019,宸展光电,36.2,64.02498882,61.88656432
SZ300976,达瑞电子,68.25,91.52612742,58.97767239
SH688186,广大特材,21.53,60.38935835,60.38935835
SH603685,晨丰科技,32.88,82.51254676,66.24193761
SH603669,灵康药业,4.53,32.26856001,32.26856001
SZ301013,利和兴,28.25,66.03241332,53.46076274
SH688255,凯尔达,32.31,35.4954009,35.4954009
SH603958,哈森股份,23.86,52.339296,52.339296
SH600151,航天机电,15.39,220.73142697,220.73142697
SH603004,鼎龙科技,21.63,50.942976,12.735744
SH603236,移远通信,75.72,217.93989287,198.12717561
SH688670,金迪克,18.73,23.07536,23.07536
SZ300928,华安鑫创,36.02,28.816,19.30247072
SZ002590,万安科技,12.59,65.34870685,62.3150693
SH688669,聚石化学,35.98,43.65573357,43.65573357
SZ301007,德迈仕,37.65,57.73251,56.97390956
SZ301608,博实结,97.67,86.916533,39.00661441
SH605018,长华集团,13.12,61.67263204,61.67263204
SZ002516,旷达科技,6.29,92.5157531,91.6722641
SH688516,奥特维,88.61,279.41403794,278.90924183
SH603058,永吉股份,12.06,50.01132516,49.88461798
SH600981,苏豪汇鸿,2.87,64.35783261,64.35783261
SZ301126,达嘉维康,12.1,24.8537872,16.68206055
SZ002076,*ST星光,2.3,25.50986329,23.97221476
SH600115,中国东航,4.61,1018.24466049,784.85088157
SH603505,金石资源,19.0,159.91707447,159.91707447
SH603176,汇通集团,5.75,27.32613969,26.55443219
SZ300429,强力新材,14.96,80.50318958,59.90986155
SZ002526,山东矿机,3.45,61.50638734,61.10241311
SZ301009,可靠股份,11.52,31.318272,17.39923523
SZ001229,魅视科技,38.15,39.08524725,20.09720331
SH688276,百克生物,18.5,76.52665563,76.52665563
SH603071,物产环能,14.42,80.45703054,80.45703054
SZ000429,粤高速Ａ,12.69,265.32329739,165.39256507
SZ002786,银宝山新,8.1,40.144572,40.023072
SZ300583,赛托生物,15.57,29.53662102,28.98338778
SZ300155,安居宝,5.19,29.12771991,17.09810026
SZ300729,乐歌股份,12.71,43.41906378,41.80545213
SH688609,九联科技,10.98,57.3104282,54.9
SH601279,英利汽车,4.04,64.06575379,64.06575379
SZ301083,百胜智能,17.96,31.94485339,15.37554109
SH603890,春秋电子,20.24,90.43402036,90.43402036
SZ301383,天键股份,29.59,48.33917088,20.89475658
SZ300644,南京聚隆,29.63,32.79158678,26.25412136
SH600693,东百集团,11.63,101.16311841,101.05920855
SH603677,奇精机械,16.24,31.27838048,31.27838048
SZ001209,洪兴股份,22.14,29.11913021,21.27535241
SZ301175,中科环保,6.41,94.347508,39.862508
SZ300891,惠云钛业,8.73,34.92072057,29.11229583
SZ000679,大连友谊,6.97,24.84108,24.84108
SZ000521,长虹美菱,5.82,59.94156021,50.93837552
SZ301016,雷尔伟,18.04,55.159104,52.88875954
SZ300419,ST浩丰,6.98,25.66921315,25.66921315
SH603329,上海雅仕,11.63,29.08095165,24.00234906
SZ300245,ST天玑,8.12,24.77005748,24.7155385
SZ000751,锌业股份,6.45,104.20817338,90.93653625
SH688070,纵横股份,46.81,41.38963605,41.38963605
SZ301251,威尔高,67.95,91.52092612,36.68791258
SH600778,友好集团,7.0,21.80439464,21.78504174
SZ300757,罗博特科,519.2,870.22131231,782.18920261
SH603022,新通联,11.69,23.38,23.38
SZ002862,实丰文化,19.3,32.424,24.36584779
SH603303,得邦照明,18.74,89.37941336,89.37941336
SZ000669,ST金鸿,4.1,27.89676068,27.89676068
SH688759,必贝特-U,33.88,152.47241939,18.08153409
SH688305,科德数控,65.07,86.48237537,86.03150534
SZ002108,沧州明珠,5.85,96.44299505,96.37864505
SH688698,伟创电气,74.24,158.89050742,158.89050742
SH603819,神力股份,15.3,33.31271861,33.31271861
SZ300504,天邑股份,18.26,49.48908831,39.85272956
SZ300753,爱朋医疗,28.89,36.4152672,25.392587
SH600198,大唐电信,8.84,115.23855302,115.09236267
SH603658,安图生物,34.11,194.91298836,194.91298836
SZ301106,骏成科技,35.83,36.58774538,36.58774538
SH688090,瑞松科技,86.97,106.42524466,106.42524466
SH603348,文灿股份,18.91,59.46763701,59.46763701
SH600487,亨通光电,77.27,1905.78129698,1889.39145529
SZ301311,昆船智能,17.13,41.112,41.112
SH600560,金自天正,14.76,33.0100758,33.0100758
SZ000599,青岛双星,5.92,134.3366445,48.35113303
SZ001231,农心科技,25.46,25.444724,13.01583687
SZ300045,华力创通,23.62,156.52389074,121.95317217
SH603519,立霸股份,14.78,39.3632546,39.3632546
SH600376,首开股份,4.77,123.04526204,123.04526204
SH600933,爱柯迪,17.87,184.0848216,174.65719091
SH688739,成大生物,23.79,99.073455,99.073455
SZ300941,创识科技,18.41,37.694475,22.78765167
SH603993,洛阳钼业,20.2,4321.65065555,3527.09011955
SZ300017,网宿科技,17.88,446.22843813,418.64931627
SZ300642,透景生命,16.74,27.20987246,23.05214611
SZ002161,远 望 谷,7.19,53.18855706,53.17791227
SZ300546,雄帝科技,20.35,37.97975262,27.25149595
SZ002190,成飞集成,30.51,109.44832255,109.44832255
SH600635,大众公用,5.38,158.84098552,130.13099212
SZ301113,雅艺科技,27.55,25.0705,15.17617647
SH603976,正川股份,21.54,32.5692983,32.5692983
SH601022,宁波远洋,8.98,117.51527339,117.51527339
SH600278,东方创业,7.24,63.12668633,63.12668633
SZ301221,光庭信息,50.0,46.31115,31.3615895
SH605151,西上海,22.82,30.70527346,30.70527346
SH600307,酒钢宏兴,1.81,113.36676937,113.36676937
SZ001277,速达股份,37.82,28.7432,17.22681674
SZ002888,惠威科技,20.42,30.14878473,15.29928068
SH600489,中金黄金,28.22,1367.91160556,1367.91160556
SH600688,上海石化,3.0,316.278525,219.864405
SZ300118,东方日升,18.7,213.18259238,173.31526146
SZ300462,ST华铭,13.89,25.17172719,19.17292843
SZ001215,千味央厨,49.01,47.61833458,47.49149474
SZ300166,东方国信,19.35,220.34730224,175.26438856
SZ001390,古麒绒材,21.18,42.36,10.59
SH603207,小方制药,26.64,42.842448,14.49216
SH600671,天目药业,20.08,24.45320011,24.44148303
SZ002425,凯撒文化,3.65,34.91827491,33.58678619
SH603159,上海亚虹,25.52,35.728,35.728
SZ301305,朗坤科技,26.76,64.55266739,33.10572029
SH603326,我乐家居,8.54,27.25770982,27.25770982
SZ002900,哈三联,11.59,36.66549235,18.67408616
SH688579,地纬智能,10.34,41.361034,41.361034
SZ002658,雪迪龙,9.12,57.98139627,32.70080871
SZ300180,华峰超纤,5.47,96.32999048,93.68300207
SZ000570,苏常柴Ａ,6.68,47.14025947,37.12025947
SZ301329,信音电子,26.3,44.7626,15.765272
SZ300654,世纪天鸿,11.65,42.65354526,41.08212184
SZ300177,中海达,8.57,63.77528896,51.96018861
SH605050,福然德,12.83,63.22998392,63.22998392
SZ301211,亨迪药业,11.62,48.52512,48.52470168
SH603926,铁流股份,22.72,53.32761402,52.44653242
SH600158,中体产业,13.49,129.43831274,129.43831274
SZ301555,惠柏新材,38.29,35.32891943,18.51120478
SZ301330,熵基科技,31.95,75.19482023,62.08573874
SZ002917,金奥博,13.56,47.13648511,35.32986552
SH603059,倍加洁,35.15,35.30771805,35.30771805
SZ002679,福建金森,11.12,26.2160672,26.2160672
SH600830,香溢融通,10.45,47.47672706,47.47672706
SZ301386,未来电器,26.43,37.002,11.8935
SH603006,联明股份,14.17,36.02782723,36.02782723
SZ300519,新光药业,16.62,26.592,18.96342
SH603613,国联股份,28.88,208.09132039,208.09132039
SH688322,奥比中光-W,87.92,352.68601581,280.18028385
SH605003,众望布艺,29.07,31.977,31.977
SZ000899,赣能股份,13.65,133.18001424,133.18001424
SH603881,数据港,40.2,288.7875536,288.7875536
SZ002051,中工国际,11.87,146.88044082,146.87198701
SZ300699,光威复材,35.53,295.3793656,291.84729241
SH688296,和达科技,16.26,17.54432212,17.46212782
SZ002362,汉王科技,19.32,47.22863761,40.10714766
SZ002645,华宏科技,27.38,171.83697857,153.03436346
SZ000519,中兵红箭,18.12,252.33168754,252.33168754
SZ301219,腾远钴业,91.0,268.19263562,191.47879478
SZ002690,美亚光电,18.24,160.91855136,79.11545554
SH601996,丰林集团,3.13,35.08462122,35.08462122
SZ300549,优德精密,18.8,25.06792,18.9981802
SH600179,安通控股,4.39,185.76403438,169.55402593
SH688099,晶晨股份,112.7,474.65364585,474.65364585
SZ002598,ST章鼓,8.14,25.40107065,23.3235022
SZ000822,山东海化,5.63,50.39367543,50.39367543
SZ002160,常铝股份,5.01,51.74233647,51.6395474
SZ300167,ST迪威迅,5.66,22.0385684,20.041211
SZ300958,建工修复,14.56,22.8208459,13.25679657
SH605333,沪光股份,24.63,114.293152,114.293152
SZ002765,蓝黛科技,10.11,65.9301499,60.24146015
SH605266,健之佳,20.25,31.29494292,31.29494292
SZ002175,*ST东智,2.52,32.17487432,32.17487432
SZ000821,ST京机,10.71,66.70988872,64.75809682
SZ000504,*ST生物,9.46,31.22018507,31.13497885
SZ300333,兆日科技,9.45,31.752,31.63671633
SZ301166,优宁维,32.18,27.88933376,18.31642736
SH603033,三维股份,11.38,117.34641245,115.22602985
SH600676,交运股份,8.22,84.54212,84.54212
SZ002932,*ST明德,17.17,39.92384832,26.80151064
SH603927,中科软,17.16,142.606464,142.606464
SZ301301,川宁生物,10.14,226.130619,62.64305495
SZ300971,博亚精工,25.33,29.78808,23.36763424
SZ300717,华信新材,22.25,22.8674375,22.6623815
SZ002572,索菲亚,12.07,116.23979269,78.63165893
SH600243,*ST海华,4.44,19.48494,19.48494
SH600029,南方航空,5.71,1034.70726709,769.5350208
SZ000428,华天酒店,3.8,38.719188,38.719188
SZ300299,富春股份,6.38,44.04114542,43.97243282
SH603211,晋拓股份,28.15,76.513952,76.513952
SH600162,香江控股,1.92,62.75401194,62.75401194
SZ300252,金信诺,16.02,106.07704421,89.51633717
SZ002374,中锐股份,3.19,34.61817613,34.61817613
SZ301072,中捷精工,25.6,26.89177216,17.18782029
SH688010,福光股份,35.07,56.3089454,56.3089454
SZ301286,侨源股份,58.31,233.29831,94.04201697
SZ300926,博俊科技,23.67,102.80351915,70.53345189
SZ300793,佳禾智能,14.68,55.86409775,54.62238995
SZ301138,华研精机,33.93,40.716,23.2624555
SH600481,双良节能,6.4,132.10761997,132.10761997
SZ000948,南天信息,15.47,60.31579334,60.20139532
SZ002043,兔 宝 宝,15.45,128.19706716,124.76235387
SH688776,国光电气,83.83,90.85782015,90.85782015
SH603069,海汽集团,17.34,54.7944,54.7944
SH603917,合力科技,12.89,26.274976,26.274976
SH600858,银座股份,5.79,30.1118555,29.96603088
SH603506,南都物业,13.55,25.44388905,25.44388905
SH603328,依顿电子,12.91,128.89894108,128.89894108
SZ002084,海鸥住工,3.87,25.00236875,24.94374723
SZ002650,ST加加,7.75,85.79899636,85.79609011
SH600533,栖霞建设,2.58,27.09,27.09
SH600353,旭光电子,18.17,150.80668263,150.59498759
SZ301367,瑞迈特,67.75,60.704,47.55952372
SH600613,神奇制药,5.83,31.13637591,27.94435472
SH688251,井松智能,31.33,31.51875228,31.29970076
SH600588,用友网络,12.39,423.36597898,423.36597898
SZ000823,超声电子,17.58,94.40487987,94.40088148
SZ002173,创新医疗,24.75,109.21787712,104.16409517
SH600416,湘电股份,12.99,191.70413168,191.70413168
SH600557,康缘药业,13.65,77.28067702,77.28067702
SZ300949,奥雅股份,41.68,25.008,14.29668306
SZ001216,华瓷股份,18.28,46.04123276,44.88712478
SH600651,飞乐音响,7.18,180.00461148,180.00461148
SH600350,山东高速,11.11,537.12081866,537.12081866
SZ300960,通业科技,21.68,31.31551665,28.37440785
SZ300911,亿田智能,36.0,66.00107196,61.68140748
SZ300525,博思软件,10.49,79.56176984,65.38897757
SZ002999,天禾股份,7.2,25.026624,24.735159
SH600012,皖通高速,15.74,268.93236333,183.46544
SZ001221,悍高集团,57.75,231.005775,20.7951975
SZ301355,南王科技,13.1,25.55782857,13.13346107
SH600133,东湖高新,9.22,98.30731648,98.30731648
SH600458,时代新材,12.49,116.25111465,107.68714069
SH688077,大地熊,31.66,36.24389437,36.24389437
SH600883,博闻科技,9.25,21.83814,21.83814
SH600178,东安动力,10.57,49.30653022,49.30653022
SZ300637,扬帆新材,11.23,26.3624396,26.33298488
SZ002587,奥拓电子,7.27,47.36726014,38.72712403
SZ301563,云汉芯城,174.58,113.67968563,25.69776748
SZ002528,*ST英飞,4.62,55.37878879,48.52000512
SH688339,亿华通-U,26.29,63.23588409,51.47243359
SH600398,海澜之家,6.61,317.46311657,317.46311657
SH600066,宇通客车,35.64,789.04793908,789.04793908
SZ002627,三峡旅游,7.28,52.75098032,52.2034818
SH600156,XD华升股,11.93,47.97180675,47.97180675
SZ300894,火星人,10.6,43.06590207,31.17155727
SZ301539,宏鑫科技,19.21,28.4308,14.41936179
SH600622,光大嘉宝,2.66,39.89163169,39.89163169
SZ000921,海信家电,24.61,340.81433418,225.95264524
SZ002722,物产金轮,15.95,35.4683356,35.4659431
SH601965,中国汽研,15.99,160.38847643,159.64507575
SZ300142,沃森生物,13.35,213.51303022,210.54793034
SH688089,嘉必优,15.99,26.91262829,26.91262829
SZ000793,*ST华闻,2.68,53.52617825,52.55503088
SH600593,大连圣亚,34.1,44.481745,43.9208
SZ300257,开山股份,34.7,344.79135125,331.2774994
SH605199,ST葫芦娃,6.68,26.72726463,26.72726463
SZ002716,湖南白银,12.68,357.96764031,294.79151636
SZ300261,雅本化学,6.06,58.37655394,57.13552763
SH600159,大龙地产,3.36,27.8881086,27.8881086
SZ000818,航锦科技,18.82,124.21200734,123.87539282
SH603590,康辰药业,35.62,56.63953191,56.35920251
SZ002315,焦点科技,32.84,135.43433696,86.34071688
SZ002381,双箭股份,6.73,27.69919402,21.56269959
SH688216,气派科技,32.95,37.81994575,35.0696277
SZ002620,*ST瑞和,10.1,38.126894,31.92327503
SZ001311,多利科技,31.61,98.15200048,43.06997728
SH601366,利群股份,4.03,38.67756685,38.67756685
SZ300289,利德曼,6.75,36.72077537,36.66306287
SZ002607,中公教育,2.71,167.13652344,150.22722975
SH688030,山石网科,16.93,30.51393245,30.51393245
SZ300730,科创信息,13.57,32.72255511,28.05670371
SH688416,恒烁股份,113.5,94.21145702,94.21145702
SZ002659,凯文教育,5.42,32.42679681,32.4266444
SZ300622,博士眼镜,25.73,58.62687537,40.08029075
SH600845,宝信软件,24.34,698.74756041,519.42878084
SH600161,天坛生物,14.35,283.7528025,283.7528025
SZ301488,豪恩汽电,137.17,126.1964,32.11449828
SH600727,鲁北化工,8.19,43.29095876,43.29095876
SZ000701,厦门信达,6.15,41.10125602,41.06641781
SZ002146,荣盛发展,1.36,59.13502837,53.19669037
SZ300415,伊之密,25.28,118.45249484,114.54169274
SH600071,凤凰光学,20.39,57.41291597,57.41291597
SH600201,生物股份,15.09,167.76274694,167.76274694
SH600838,上海九百,9.61,38.52475837,38.52475837
SZ002576,通达动力,19.25,31.78175,31.19030742
SZ000536,华映科技,4.12,113.96055148,113.83869066
SH603757,大元泵业,54.95,102.50771882,102.50771882
SZ000571,新大洲A,5.48,45.9842692,44.60676982
SZ300847,中船汉光,16.49,48.812049,48.812049
SZ000633,合金投资,6.87,26.45680783,26.45653474
SH603316,诚邦股份,19.15,50.606556,50.606556
SZ301598,博科测试,65.94,38.83682885,11.57096855
SH600738,丽尚国潮,4.79,36.4679578,36.43591079
SH603063,禾望电气,51.5,236.66268285,236.66268285
SZ001206,依依股份,19.23,35.55507928,20.55003527
SH600547,山东黄金,36.5,1682.62427663,1319.27182166
SZ001387,雪祺电气,14.54,26.61262016,16.56256242
SZ002850,科达利,206.0,568.04514008,410.10228268
SZ301019,宁波色母,23.51,38.78289322,24.59368663
SH601608,中信重工,6.2,283.93231309,283.93231309
SH688533,上声电子,27.6,45.53642332,45.53642332
SZ002106,莱宝高科,11.04,77.92210406,77.82123225
SH600865,百大集团,11.75,44.20823713,44.20823713
SH603666,亿嘉和,29.66,60.96032257,60.96032257
SZ000409,云鼎科技,10.37,70.28272737,61.23312692
SZ002681,奋达科技,5.52,99.06480321,86.62341795
SZ002277,友阿股份,6.26,87.27521728,87.27521728
SH603530,神马电力,65.25,281.67418519,278.92076504
SH688468,科美诊断,7.63,30.6045404,30.6045404
SH603489,八方股份,38.79,91.00831405,91.00831405
SZ001288,运机集团,28.5,66.94114799,43.29612413
SH601519,大智慧,11.14,221.592424,221.592424
SZ002566,益盛药业,8.36,27.66755376,19.37768312
SH603108,润达医疗,13.94,84.15624574,84.15624574
SZ000663,永安林业,6.93,23.33219628,21.22667288
SZ300239,东宝生物,5.59,33.18268345,32.96768367
SZ002881,美格智能,41.31,124.75938087,75.15377932
SZ002801,微光股份,33.62,77.2022784,38.93286774
SZ300055,万邦达,11.17,93.46493099,70.68927172
SH600641,先导基电,28.63,271.0877129,266.4393461
SH603350,安乃达,36.36,42.3572184,16.0436682
SH603238,诺邦股份,16.09,28.5611981,28.5611981
SH605007,五洲特纸,16.13,76.73524948,64.77050697
SH601858,中国科传,25.28,199.8384,199.8384
SZ300774,倍杰特,17.66,72.18766236,34.4158744
SH600725,云维股份,4.23,52.133481,52.133481
SH600128,苏豪弘业,10.58,26.62972246,26.1080015
SZ001337,四川黄金,59.19,248.598,248.598
SH603382,海阳科技,26.7,48.39411526,9.67883544
SH600638,新黄浦,6.32,42.55867688,42.55867688
SH600569,安阳钢铁,2.11,60.60809124,60.60809124
SZ300173,ST福能,4.24,31.1523696,31.1523696
SH603180,金牌家居,19.05,29.38598517,29.38598517
SH600961,株冶集团,29.88,320.57436366,224.64154452
SH603309,维力医疗,14.2,41.44574136,41.44574136
SZ301037,保立佳,16.97,23.59367711,11.53922411
SZ002530,金财互联,9.23,71.91999155,64.15988373
SH688022,ST瀚川,10.62,18.67827801,18.67827801
SH600650,锦江在线,12.76,70.38544965,49.83546557
SZ300190,维尔利,4.26,40.38859353,40.22469395
SH688611,杭州柯林,68.96,105.77746816,105.77746816
SH603232,格尔软件,19.81,46.37168283,45.82052901
SH603013,亚普股份,21.33,108.403233,108.403233
SZ300892,品渥食品,28.3,28.3,18.2711875
SH600038,中直股份,31.48,258.10238345,210.58080757
SH603565,中谷物流,11.39,239.19718743,239.19718743
SZ301076,新瀚新材,41.3,72.2259356,45.34907389
SZ003041,真爱美家,64.3,92.592,87.9774462
SH603276,恒兴新材,18.51,38.43592189,14.00139491
SZ002535,林州重机,3.58,28.70025405,26.71748666
SZ300138,晨光生物,11.41,55.12172061,45.44754662
SH600019,宝钢股份,6.41,1396.23163241,1396.23163241
SH600662,外服控股,5.05,115.31459744,114.96179116
SZ001223,欧克科技,59.0,55.07768,29.43038
SH688658,悦康药业,21.51,96.795,96.795
SZ002686,亿利达,7.89,44.67626759,41.2433069
SH603829,洛凯股份,29.43,54.81813059,54.81813059
SZ301192,泰祥股份,28.11,28.08189,13.45590563
SZ301353,普莱得,30.19,29.64091907,9.62494907
SZ300489,光智科技,115.2,160.30982592,159.72305011
SZ002687,乔治白,5.02,25.33993045,20.75235556
SZ002320,海峡股份,8.65,193.39652588,193.39652588
SZ002088,鲁阳节能,10.07,51.67144441,50.92745186
SZ300183,东软载波,13.63,63.05362537,50.57125434
SH603686,福龙马,20.08,83.41842512,83.41842512
SH603833,欧派家居,47.15,287.21557679,287.21557679
SH688561,奇安信-U,31.18,212.72639966,212.72639966
SZ000903,ST云动,2.18,42.17960814,41.86170393
SZ001230,劲旅环境,28.24,37.8771985,22.18429065
SH605060,联德股份,65.05,156.505096,155.4307302
SZ301501,恒鑫生活,34.15,50.50785,14.85525
SH600495,晋西车轴,4.34,52.43548445,52.43548445
SZ300906,日月明,36.98,29.584,26.6956771
SH605288,凯迪股份,87.2,61.62686646,61.21345126
SH601020,华钰矿业,30.35,248.85928584,248.85928584
SZ300406,九强生物,13.08,76.68916854,55.50137136
SH688328,深科达,58.59,55.34194324,55.34194324
SZ001202,炬申股份,17.44,29.07092958,20.37409775
SZ300756,金马游乐,53.74,84.69325978,70.52176974
SZ300861,美畅股份,20.27,136.18205719,85.512013
SZ000897,津滨发展,2.17,35.09480748,35.09412176
SZ000419,通程控股,5.83,31.69086879,31.69086879
SZ002398,垒知集团,5.12,35.73953951,31.20636549
SZ301390,经纬股份,38.59,23.154,18.93077986
SZ000159,国际实业,6.56,31.53300114,31.53185314
SH603286,日盈电子,69.15,81.32847741,79.95854676
SH603099,长白山,35.76,97.39445554,97.39445554
SH603210,泰鸿万立,16.79,57.15316,39.06655225
SH688386,泛亚微透,88.56,88.2136932,80.5896
SZ301170,锡南科技,30.58,30.58,10.26736497
SZ002583,海能达,10.18,185.13545299,130.58098813
SZ002361,神剑股份,21.9,208.27665821,177.17515859
SZ300880,迦南智能,23.56,45.97434317,45.96943986
SZ301078,孩子王,8.79,110.85970995,110.31869028
SH603839,安正时尚,8.07,31.23220734,31.23220734
SH600108,亚盛集团,4.42,86.05364835,86.05364835
SZ300314,戴维医疗,11.76,33.8688,16.90399428
SZ300611,美力科技,25.74,54.33062263,38.17318705
SZ300600,国瑞科技,13.18,38.78010446,38.78010446
SZ301575,艾芬达,47.91,41.523597,8.3404296
SH688150,莱特光电,54.98,221.26018423,221.26018423
SZ000969,安泰科技,22.2,233.21530613,231.17967136
SH603040,新坐标,82.11,112.04393621,111.45951828
SZ300789,唐源电气,23.7,34.09222651,20.22436206
SZ300399,天利科技,22.95,45.3492,45.34477639
SZ002307,北新路桥,4.45,73.37066799,56.4389754
SZ003003,天元股份,14.02,24.776144,16.51504477
SH688151,华强科技,20.76,71.5182,71.5182
SH688600,皖仪科技,30.23,40.72237653,40.72237653
SH600737,中粮糖业,15.54,332.37701463,332.37701463
SZ300439,美康生物,10.33,39.70013359,30.19790087
SZ002148,北纬科技,8.19,45.78106233,36.79911234
SZ300083,创世纪,10.41,173.31219551,155.32992248
SZ300702,天宇股份,20.89,72.69242852,43.95464712
SZ301279,金道科技,24.68,41.59190534,32.20733534
SH688393,安必平,25.29,23.66327108,23.66327108
SH603877,太平鸟,14.16,66.70432408,66.4562161
SZ301107,瑜欣电子,28.27,28.71197883,16.60069527
SH600575,淮河能源,3.73,267.32134794,144.95753772
SZ002395,双象股份,20.15,54.0441135,54.03942983
SZ001318,阳光乳业,13.5,38.1591,38.1591
SZ300978,东箭科技,11.24,47.51178786,32.26882822
SH600803,新奥股份,20.28,627.8252197,622.94617618
SH600097,开创国际,10.52,25.34652601,25.34652601
SZ000532,华金资本,12.79,44.08819669,43.94001251
SH600697,欧亚集团,12.72,20.23600314,19.76382911
SZ000069,华侨城Ａ,2.26,181.653332,155.90840025
SH600843,上工申贝,9.04,64.47024979,42.41773479
SZ300163,先锋新材,4.49,21.2826,20.50117127
SZ001330,博纳影业,9.01,123.84416046,104.77254371
SZ300917,特发服务,34.69,58.6261,58.6261
SH688626,翔宇医疗,62.0,99.2,99.2
SH600255,鑫科材料,3.78,68.2723549,68.2723549
SH603301,振德医疗,94.76,250.04911081,250.04911081
SZ301229,纽泰格,18.13,32.95680483,23.43858003
SH601956,东贝集团,6.05,37.6078037,37.6078037
SH603536,惠发食品,10.55,25.57117229,25.37615343
SZ300515,三德科技,17.34,35.6778303,34.98479819
SH600640,国脉文化,12.88,102.48563707,102.48563707
SH603768,常青股份,12.2,29.03061455,29.03061455
SH600833,第一医药,12.17,27.14960843,27.14960843
SZ301533,威马农机,33.44,32.87376048,9.50923248
SH600848,上海临港,9.14,230.55531217,218.80358175
SZ002172,澳洋健康,3.81,29.17440292,29.15186181
SZ300904,威力传动,62.37,45.1454218,13.60825957
SZ301036,双乐股份,28.93,28.93,20.37659526
SZ301318,维海德,25.82,34.93417211,22.92383463
SH688056,莱伯泰科,36.66,24.72807184,24.72807184
SZ300371,汇中股份,13.7,27.56676955,19.17940569
SH600150,中国船舶,41.15,3096.79316001,3096.79316001
SZ002543,万和电气,8.41,62.53676,55.64208229
SZ002928,华夏航空,8.39,107.24446605,107.24392279
SH603151,邦基科技,15.98,27.34379348,27.34379348
SH601598,中国外运,6.08,436.1640746,313.5741898
SH605128,上海沿浦,34.66,73.1806755,73.1806755
SH600052,东望时代,4.6,38.83295809,38.83295809
SH603920,世运电路,59.81,430.9862648,430.9862648
SZ002510,天汽模,6.92,70.24759859,69.53540866
SH603579,荣泰健康,23.0,46.24204372,46.24204372
SZ002291,遥望科技,6.91,64.61750739,60.05655616
SH603216,梦天家居,30.22,67.296918,67.296918
SH603696,安记食品,16.22,38.14944,38.14944
SZ002367,康力电梯,6.21,49.53999282,49.3431529
SZ301357,北方长龙,111.19,105.85288,105.85288
SZ002809,红墙股份,10.81,25.97212903,18.3737877
SH600939,重庆建工,3.09,58.78647577,58.78647577
SZ301268,铭利达,23.92,95.77494613,82.45171902
SZ300101,振芯科技,21.58,122.55405006,122.13827295
SZ301559,中集环科,17.0,102.0,15.3
SZ000788,北大医药,6.2,36.95122035,36.95122035
