,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1008889.4790930802
Total Return [%],0.8889479093080151
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000074
Total Fees Paid,0.0
Max Drawdown [%],23.831378560873592
Max Drawdown Duration,329 days 00:00:00
Total Trades,49236
Total Closed Trades,48976
Total Open Trades,260
Open Trade PnL,8032.410855541906
Win Rate [%],65.57089186540345
Best Trade [%],334.6118639107519
Worst Trade [%],-30.935073274787705
Avg Winning Trade [%],7.845712099636863
Avg Losing Trade [%],-3.717035622638603
Avg Winning Trade Duration,5 days 06:46:25.925141682
Avg Losing Trade Duration,4 days 22:24:32.109332853
Profit Factor,1.0005874090362707
Expectancy,-0.30214702946988936
Sharpe Ratio,0.1650089590086826
Calmar Ratio,0.03792780681231188
Omega Ratio,1.0238880373686312
Sortino Ratio,0.2130284786285319
