factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.std_10,-0.04228536763978267,-2.2087001501463495,-0.08870451777054064,-3.5343545794148614,-0.012753358680836215,0.3561643835616438
